"SamplePeriod","TriggerSample","CompressedData"
"0.00000002","4112","True"
"SampleNumber","DSP_I2C0","DSP_I2C1","Clock2","Clock1","ADCout","Data0","Data1","Data2","Data3","Data4","Data5","Data6","Data7","Data8","Data9","Data10","Data11","Data12","Data13"
"2416","","","1","0","31A4h","0","0","1","0","0","1","0","1","1","0","0","0","1","1"
"2424","","","1","0","3216h","0","1","1","0","1","0","0","0","0","1","0","0","1","1"
"2432","","","1","0","328Fh","1","1","1","1","0","0","0","1","0","1","0","0","1","1"
"2440","","","1","0","3302h","0","1","0","0","0","0","0","0","1","1","0","0","1","1"
"2448","","","1","0","337Ah","0","1","0","1","1","1","1","0","1","1","0","0","1","1"
"2456","","","1","0","33ECh","0","0","1","1","0","1","1","1","1","1","0","0","1","1"
"2464","","","1","0","3465h","1","0","1","0","0","1","1","0","0","0","1","0","1","1"
"2472","","","1","0","34DAh","0","1","0","1","1","0","1","1","0","0","1","0","1","1"
"2480","","","1","0","3551h","1","0","0","0","1","0","1","0","1","0","1","0","1","1"
"2488","","","1","0","35C6h","0","1","1","0","0","0","1","1","1","0","1","0","1","1"
"2496","","","1","0","3638h","0","0","0","1","1","1","0","0","0","1","1","0","1","1"
"2504","","","1","0","36B5h","1","0","1","0","1","1","0","1","0","1","1","0","1","1"
"2512","","","1","0","3729h","1","0","0","1","0","1","0","0","1","1","1","0","1","1"
"2520","","","1","0","3799h","1","0","0","1","1","0","0","1","1","1","1","0","1","1"
"2528","","","1","0","3811h","1","0","0","0","1","0","0","0","0","0","0","1","1","1"
"2536","","","1","0","3887h","1","1","1","0","0","0","0","1","0","0","0","1","1","1"
"2544","","","1","0","38FEh","0","1","1","1","1","1","1","1","0","0","0","1","1","1"
"2552","","","1","0","396Eh","0","1","1","1","0","1","1","0","1","0","0","1","1","1"
"2560","","","1","0","39E7h","1","1","1","0","0","1","1","1","1","0","0","1","1","1"
"2568","","","1","0","3A5Ch","0","0","1","1","1","0","1","0","0","1","0","1","1","1"
"2576","","","1","0","3AD1h","1","0","0","0","1","0","1","1","0","1","0","1","1","1"
"2584","","","1","0","3B45h","1","0","1","0","0","0","1","0","1","1","0","1","1","1"
"2592","","","1","0","3BB8h","0","0","0","1","1","1","0","1","1","1","0","1","1","1"
"2600","","","1","0","3C2Ch","0","0","1","1","0","1","0","0","0","0","1","1","1","1"
"2608","","","1","0","3CA7h","1","1","1","0","0","1","0","1","0","0","1","1","1","1"
"2616","","","1","0","3D16h","0","1","1","0","1","0","0","0","1","0","1","1","1","1"
"2624","","","1","0","3D57h","1","1","1","0","1","0","1","0","1","0","1","1","1","1"
"2632","","","1","0","3CD7h","1","1","1","0","1","0","1","1","0","0","1","1","1","1"
"2640","","","1","0","3C63h","1","1","0","0","0","1","1","0","0","0","1","1","1","1"
"2648","","","1","0","3BF0h","0","0","0","0","1","1","1","1","1","1","0","1","1","1"
"2656","","","1","0","3B7Ch","0","0","1","1","1","1","1","0","1","1","0","1","1","1"
"2664","","","1","0","3B07h","1","1","1","0","0","0","0","0","1","1","0","1","1","1"
"2672","","","1","0","3A90h","0","0","0","0","1","0","0","1","0","1","0","1","1","1"
"2680","","","1","0","3A1Fh","1","1","1","1","1","0","0","0","0","1","0","1","1","1"
"2688","","","1","0","39ACh","0","0","1","1","0","1","0","1","1","0","0","1","1","1"
"2696","","","1","0","3935h","1","0","1","0","1","1","0","0","1","0","0","1","1","1"
"2704","","","1","0","38BEh","0","1","1","1","1","1","0","1","0","0","0","1","1","1"
"2712","","","1","0","384Dh","1","0","1","1","0","0","1","0","0","0","0","1","1","1"
"2720","","","1","0","37D6h","0","1","1","0","1","0","1","1","1","1","1","0","1","1"
"2728","","","1","0","3760h","0","0","0","0","0","1","1","0","1","1","1","0","1","1"
"2736","","","1","0","36E8h","0","0","0","1","0","1","1","1","0","1","1","0","1","1"
"2744","","","1","0","3675h","1","0","1","0","1","1","1","0","0","1","1","0","1","1"
"2752","","","1","0","35FFh","1","1","1","1","1","1","1","1","1","0","1","0","1","1"
"2760","","","1","0","3586h","0","1","1","0","0","0","0","1","1","0","1","0","1","1"
"2768","","","1","0","3513h","1","1","0","0","1","0","0","0","1","0","1","0","1","1"
"2776","","","1","0","349Ah","0","1","0","1","1","0","0","1","0","0","1","0","1","1"
"2784","","","1","0","3426h","0","1","1","0","0","1","0","0","0","0","1","0","1","1"
"2792","","","1","0","33B1h","1","0","0","0","1","1","0","1","1","1","0","0","1","1"
"2800","","","1","0","3339h","1","0","0","1","1","1","0","0","1","1","0","0","1","1"
"2808","","","1","0","32CAh","0","1","0","1","0","0","1","1","0","1","0","0","1","1"
"2816","","","1","0","324Fh","1","1","1","1","0","0","1","0","0","1","0","0","1","1"
"2824","","","1","0","31D8h","0","0","0","1","1","0","1","1","1","0","0","0","1","1"
"2832","","","1","0","3164h","0","0","1","0","0","1","1","0","1","0","0","0","1","1"
"2840","","","1","0","30EDh","1","0","1","1","0","1","1","1","0","0","0","0","1","1"
"2848","","","1","0","3077h","1","1","1","0","1","1","1","0","0","0","0","0","1","1"
"2856","","","1","0","2FFEh","0","1","1","1","1","1","1","1","1","1","1","1","0","1"
"2864","","","1","0","2F88h","0","0","0","1","0","0","0","1","1","1","1","1","0","1"
"2872","","","1","0","2F18h","0","0","0","1","1","0","0","0","1","1","1","1","0","1"
"2880","","","1","0","2E9Ah","0","1","0","1","1","0","0","1","0","1","1","1","0","1"
"2888","","","1","0","2E24h","0","0","1","0","0","1","0","0","0","1","1","1","0","1"
"2896","","","1","0","2DAFh","1","1","1","1","0","1","0","1","1","0","1","1","0","1"
"2904","","","1","0","2D37h","1","1","1","0","1","1","0","0","1","0","1","1","0","1"
"2912","","","1","0","2CC8h","0","0","0","1","0","0","1","1","0","0","1","1","0","1"
"2920","","","1","0","2C4Eh","0","1","1","1","0","0","1","0","0","0","1","1","0","1"
"2928","","","1","0","2BD9h","1","0","0","1","1","0","1","1","1","1","0","1","0","1"
"2936","","","1","0","2B60h","0","0","0","0","0","1","1","0","1","1","0","1","0","1"
"2944","","","1","0","2AEDh","1","0","1","1","0","1","1","1","0","1","0","1","0","1"
"2952","","","1","0","2A77h","1","1","1","0","1","1","1","0","0","1","0","1","0","1"
"2960","","","1","0","29F9h","1","0","0","1","1","1","1","1","1","0","0","1","0","1"
"2968","","","1","0","2988h","0","0","0","1","0","0","0","1","1","0","0","1","0","1"
"2976","","","1","0","2913h","1","1","0","0","1","0","0","0","1","0","0","1","0","1"
"2984","","","1","0","289Dh","1","0","1","1","1","0","0","1","0","0","0","1","0","1"
"2992","","","1","0","2826h","0","1","1","0","0","1","0","0","0","0","0","1","0","1"
"3000","","","1","0","27B1h","1","0","0","0","1","1","0","1","1","1","1","0","0","1"
"3008","","","1","0","2740h","0","0","0","0","0","0","1","0","1","1","1","0","0","1"
"3016","","","1","0","26C5h","1","0","1","0","0","0","1","1","0","1","1","0","0","1"
"3024","","","1","0","264Dh","1","0","1","1","0","0","1","0","0","1","1","0","0","1"
"3032","","","1","0","25D7h","1","1","1","0","1","0","1","1","1","0","1","0","0","1"
"3040","","","1","0","255Eh","0","1","1","1","1","0","1","0","1","0","1","0","0","1"
"3048","","","1","0","24E7h","1","1","1","0","0","1","1","1","0","0","1","0","0","1"
"3056","","","1","0","2474h","0","0","1","0","1","1","1","0","0","0","1","0","0","1"
"3064","","","1","0","23FEh","0","1","1","1","1","1","1","1","1","1","0","0","0","1"
"3072","","","1","0","238Bh","1","1","0","1","0","0","0","1","1","1","0","0","0","1"
"3080","","","1","0","230Eh","0","1","1","1","0","0","0","0","1","1","0","0","0","1"
"3088","","","1","0","2298h","0","0","0","1","1","0","0","1","0","1","0","0","0","1"
"3096","","","1","0","2222h","0","1","0","0","0","1","0","0","0","1","0","0","0","1"
"3104","","","1","0","21AFh","1","1","1","1","0","1","0","1","1","0","0","0","0","1"
"3112","","","1","0","2136h","0","1","1","0","1","1","0","0","1","0","0","0","0","1"
"3120","","","1","0","20C0h","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"3128","","","1","0","204Bh","1","1","0","1","0","0","1","0","0","0","0","0","0","1"
"3136","","","1","0","1FD4h","0","0","1","0","1","0","1","1","1","1","1","1","1","0"
"3144","","","1","0","1F5Ch","0","0","1","1","1","0","1","0","1","1","1","1","1","0"
"3152","","","1","0","1EE6h","0","1","1","0","0","1","1","1","0","1","1","1","1","0"
"3160","","","1","0","1E71h","1","0","0","0","1","1","1","0","0","1","1","1","1","0"
"3168","","","1","0","1DFAh","0","1","0","1","1","1","1","1","1","0","1","1","1","0"
"3176","","","1","0","1D84h","0","0","1","0","0","0","0","1","1","0","1","1","1","0"
"3184","","","1","0","1D0Ch","0","0","1","1","0","0","0","0","1","0","1","1","1","0"
"3192","","","1","0","1C98h","0","0","0","1","1","0","0","1","0","0","1","1","1","0"
"3200","","","1","0","1C1Fh","1","1","1","1","1","0","0","0","0","0","1","1","1","0"
"3208","","","1","0","1BAAh","0","1","0","1","0","1","0","1","1","1","0","1","1","0"
"3216","","","1","0","1B34h","0","0","1","0","1","1","0","0","1","1","0","1","1","0"
"3224","","","1","0","1ABAh","0","1","0","1","1","1","0","1","0","1","0","1","1","0"
"3232","","","1","0","1A48h","0","0","0","1","0","0","1","0","0","1","0","1","1","0"
"3240","","","1","0","19D2h","0","1","0","0","1","0","1","1","1","0","0","1","1","0"
"3248","","","1","0","195Dh","1","0","1","1","1","0","1","0","1","0","0","1","1","0"
"3256","","","1","0","18EAh","0","1","0","1","0","1","1","1","0","0","0","1","1","0"
"3264","","","1","0","1871h","1","0","0","0","1","1","1","0","0","0","0","1","1","0"
"3272","","","1","0","17FBh","1","1","0","1","1","1","1","1","1","1","1","0","1","0"
"3280","","","1","0","1780h","0","0","0","0","0","0","0","1","1","1","1","0","1","0"
"3288","","","1","0","1708h","0","0","0","1","0","0","0","0","1","1","1","0","1","0"
"3296","","","1","0","1699h","1","0","0","1","1","0","0","1","0","1","1","0","1","0"
"3304","","","1","0","1625h","1","0","1","0","0","1","0","0","0","1","1","0","1","0"
"3312","","","1","0","15AFh","1","1","1","1","0","1","0","1","1","0","1","0","1","0"
"3320","","","1","0","1539h","1","0","0","1","1","1","0","0","1","0","1","0","1","0"
"3328","","","1","0","14C1h","1","0","0","0","0","0","1","1","0","0","1","0","1","0"
"3336","","","1","0","144Dh","1","0","1","1","0","0","1","0","0","0","1","0","1","0"
"3344","","","1","0","13D4h","0","0","1","0","1","0","1","1","1","1","0","0","1","0"
"3352","","","1","0","1360h","0","0","0","0","0","1","1","0","1","1","0","0","1","0"
"3360","","","1","0","12F1h","1","0","0","0","1","1","1","1","0","1","0","0","1","0"
"3368","","","1","0","1279h","1","0","0","1","1","1","1","0","0","1","0","0","1","0"
"3376","","","1","0","1204h","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
"3384","","","1","0","118Eh","0","1","1","1","0","0","0","1","1","0","0","0","1","0"
"3392","","","1","0","111Ch","0","0","1","1","1","0","0","0","1","0","0","0","1","0"
"3400","","","1","0","10A5h","1","0","1","0","0","1","0","1","0","0","0","0","1","0"
"3408","","","1","0","102Dh","1","0","1","1","0","1","0","0","0","0","0","0","1","0"
"3416","","","1","0","0FB6h","0","1","1","0","1","1","0","1","1","1","1","1","0","0"
"3424","","","1","0","0F46h","0","1","1","0","0","0","1","0","1","1","1","1","0","0"
"3432","","","1","0","0ECFh","1","1","1","1","0","0","1","1","0","1","1","1","0","0"
"3440","","","1","0","0E5Bh","1","1","0","1","1","0","1","0","0","1","1","1","0","0"
"3448","","","1","0","0DE8h","0","0","0","1","0","1","1","1","1","0","1","1","0","0"
"3456","","","1","0","0D76h","0","1","1","0","1","1","1","0","1","0","1","1","0","0"
"3464","","","1","0","0D01h","1","0","0","0","0","0","0","0","1","0","1","1","0","0"
"3472","","","1","0","0C89h","1","0","0","1","0","0","0","1","0","0","1","1","0","0"
"3480","","","1","0","0C12h","0","1","0","0","1","0","0","0","0","0","1","1","0","0"
"3488","","","1","0","0BA7h","1","1","1","0","0","1","0","1","1","1","0","1","0","0"
"3496","","","1","0","0B2Fh","1","1","1","1","0","1","0","0","1","1","0","1","0","0"
"3504","","","1","0","0ABDh","1","0","1","1","1","1","0","1","0","1","0","1","0","0"
"3512","","","1","0","0A44h","0","0","1","0","0","0","1","0","0","1","0","1","0","0"
"3520","","","1","0","09CEh","0","1","1","1","0","0","1","1","1","0","0","1","0","0"
"3528","","","1","0","095Bh","1","1","0","1","1","0","1","0","1","0","0","1","0","0"
"3536","","","1","0","08E8h","0","0","0","1","0","1","1","1","0","0","0","1","0","0"
"3544","","","1","0","0873h","1","1","0","0","1","1","1","0","0","0","0","1","0","0"
"3552","","","1","0","0800h","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"3560","","","1","0","078Eh","0","1","1","1","0","0","0","1","1","1","1","0","0","0"
"3568","","","1","0","0714h","0","0","1","0","1","0","0","0","1","1","1","0","0","0"
"3576","","","1","0","06A0h","0","0","0","0","0","1","0","1","0","1","1","0","0","0"
"3584","","","1","0","062Dh","1","0","1","1","0","1","0","0","0","1","1","0","0","0"
"3592","","","1","0","05BCh","0","0","1","1","1","1","0","1","1","0","1","0","0","0"
"3600","","","1","0","0549h","1","0","0","1","0","0","1","0","1","0","1","0","0","0"
"3608","","","1","0","04D5h","1","0","1","0","1","0","1","1","0","0","1","0","0","0"
"3616","","","1","0","0464h","0","0","1","0","0","1","1","0","0","0","1","0","0","0"
"3624","","","1","0","0427h","1","1","1","0","0","1","0","0","0","0","1","0","0","0"
"3632","","","1","0","049Fh","1","1","1","1","1","0","0","1","0","0","1","0","0","0"
"3640","","","1","0","0510h","0","0","0","0","1","0","0","0","1","0","1","0","0","0"
"3648","","","1","0","0584h","0","0","1","0","0","0","0","1","1","0","1","0","0","0"
"3656","","","1","0","05FBh","1","1","0","1","1","1","1","1","1","0","1","0","0","0"
"3664","","","1","0","0671h","1","0","0","0","1","1","1","0","0","1","1","0","0","0"
"3672","","","1","0","06E0h","0","0","0","0","0","1","1","1","0","1","1","0","0","0"
"3680","","","1","0","0755h","1","0","1","0","1","0","1","0","1","1","1","0","0","0"
"3688","","","1","0","07C7h","1","1","1","0","0","0","1","1","1","1","1","0","0","0"
"3696","","","1","0","083Bh","1","1","0","1","1","1","0","0","0","0","0","1","0","0"
"3704","","","1","0","08AFh","1","1","1","1","0","1","0","1","0","0","0","1","0","0"
"3712","","","1","0","091Dh","1","0","1","1","1","0","0","0","1","0","0","1","0","0"
"3720","","","1","0","0996h","0","1","1","0","1","0","0","1","1","0","0","1","0","0"
"3728","","","1","0","0A0Bh","1","1","0","1","0","0","0","0","0","1","0","1","0","0"
"3736","","","1","0","0A7Ch","0","0","1","1","1","1","1","0","0","1","0","1","0","0"
"3744","","","1","0","0AEFh","1","1","1","1","0","1","1","1","0","1","0","1","0","0"
"3752","","","1","0","0B66h","0","1","1","0","0","1","1","0","1","1","0","1","0","0"
"3760","","","1","0","0BDAh","0","1","0","1","1","0","1","1","1","1","0","1","0","0"
"3768","","","1","0","0C4Ch","0","0","1","1","0","0","1","0","0","0","1","1","0","0"
"3776","","","1","0","0CC1h","1","0","0","0","0","0","1","1","0","0","1","1","0","0"
"3784","","","1","0","0D38h","0","0","0","1","1","1","0","0","1","0","1","1","0","0"
"3792","","","1","0","0DB0h","0","0","0","0","1","1","0","1","1","0","1","1","0","0"
"3800","","","1","0","0E21h","1","0","0","0","0","1","0","0","0","1","1","1","0","0"
"3808","","","1","0","0E9Ch","0","0","1","1","1","0","0","1","0","1","1","1","0","0"
"3816","","","1","0","0F0Dh","1","0","1","1","0","0","0","0","1","1","1","1","0","0"
"3824","","","1","0","0F85h","1","0","1","0","0","0","0","1","1","1","1","1","0","0"
"3832","","","1","0","0FFAh","0","1","0","1","1","1","1","1","1","1","1","1","0","0"
"3840","","","1","0","1070h","0","0","0","0","1","1","1","0","0","0","0","0","1","0"
"3848","","","1","0","10E2h","0","1","0","0","0","1","1","1","0","0","0","0","1","0"
"3856","","","1","0","1157h","1","1","1","0","1","0","1","0","1","0","0","0","1","0"
"3864","","","1","0","11D2h","0","1","0","0","1","0","1","1","1","0","0","0","1","0"
"3872","","","1","0","1245h","1","0","1","0","0","0","1","0","0","1","0","0","1","0"
"3880","","","1","0","12BDh","1","0","1","1","1","1","0","1","0","1","0","0","1","0"
"3888","","","1","0","1330h","0","0","0","0","1","1","0","0","1","1","0","0","1","0"
"3896","","","1","0","13A2h","0","1","0","0","0","1","0","1","1","1","0","0","1","0"
"3904","","","1","0","1419h","1","0","0","1","1","0","0","0","0","0","1","0","1","0"
"3912","","","1","0","1491h","1","0","0","0","1","0","0","1","0","0","1","0","1","0"
"3920","","","1","0","1507h","1","1","1","0","0","0","0","0","1","0","1","0","1","0"
"3928","","","1","0","157Dh","1","0","1","1","1","1","1","0","1","0","1","0","1","0"
"3936","","","1","0","15F1h","1","0","0","0","1","1","1","1","1","0","1","0","1","0"
"3944","","","1","0","1668h","0","0","0","1","0","1","1","0","0","1","1","0","1","0"
"3952","","","1","0","16D7h","1","1","1","0","1","0","1","1","0","1","1","0","1","0"
"3960","","","1","0","1750h","0","0","0","0","1","0","1","0","1","1","1","0","1","0"
"3968","","","1","0","17C5h","1","0","1","0","0","0","1","1","1","1","1","0","1","0"
"3976","","","1","0","183Ch","0","0","1","1","1","1","0","0","0","0","0","1","1","0"
"3984","","","1","0","18B5h","1","0","1","0","1","1","0","1","0","0","0","1","1","0"
"3992","","","1","0","1927h","1","1","1","0","0","1","0","0","1","0","0","1","1","0"
"4000","","","1","0","19A1h","1","0","0","0","0","1","0","1","1","0","0","1","1","0"
"4008","","","1","0","1A13h","1","1","0","0","1","0","0","0","0","1","0","1","1","0"
"4016","","","1","0","1A85h","1","0","1","0","0","0","0","1","0","1","0","1","1","0"
"4024","","","1","0","1AFFh","1","1","1","1","1","1","1","1","0","1","0","1","1","0"
"4032","","","1","0","1B76h","0","1","1","0","1","1","1","0","1","1","0","1","1","0"
"4040","","","1","0","1BE9h","1","0","0","1","0","1","1","1","1","1","0","1","1","0"
"4048","","","1","0","1C61h","1","0","0","0","0","1","1","0","0","0","1","1","1","0"
"4056","","","1","0","1CD7h","1","1","1","0","1","0","1","1","0","0","1","1","1","0"
"4064","","","1","0","1D4Eh","0","1","1","1","0","0","1","0","1","0","1","1","1","0"
"4072","","","1","0","1DC5h","1","0","1","0","0","0","1","1","1","0","1","1","1","0"
"4080","","","1","0","1E38h","0","0","0","1","1","1","0","0","0","1","1","1","1","0"
"4088","","","1","0","1EADh","1","0","1","1","0","1","0","1","0","1","1","1","1","0"
"4096","","","1","0","1F28h","0","0","0","1","0","1","0","0","1","1","1","1","1","0"
"4104","","","1","0","1F9Fh","1","1","1","1","1","0","0","1","1","1","1","1","1","0"
"4112","","","1","0","2013h","1","1","0","0","1","0","0","0","0","0","0","0","0","1"
"4120","","","1","0","208Bh","1","1","0","1","0","0","0","1","0","0","0","0","0","1"
"4128","","","1","0","2103h","1","1","0","0","0","0","0","0","1","0","0","0","0","1"
"4136","","","1","0","2179h","1","0","0","1","1","1","1","0","1","0","0","0","0","1"
"4144","","","1","0","21EFh","1","1","1","1","0","1","1","1","1","0","0","0","0","1"
"4152","","","1","0","2269h","1","0","0","1","0","1","1","0","0","1","0","0","0","1"
"4160","","","1","0","22DFh","1","1","1","1","1","0","1","1","0","1","0","0","0","1"
"4168","","","1","0","2354h","0","0","1","0","1","0","1","0","1","1","0","0","0","1"
"4176","","","1","0","23C9h","1","0","0","1","0","0","1","1","1","1","0","0","0","1"
"4184","","","1","0","2442h","0","1","0","0","0","0","1","0","0","0","1","0","0","1"
"4192","","","1","0","24B8h","0","0","0","1","1","1","0","1","0","0","1","0","0","1"
"4200","","","1","0","252Dh","1","0","1","1","0","1","0","0","1","0","1","0","0","1"
"4208","","","1","0","25A7h","1","1","1","0","0","1","0","1","1","0","1","0","0","1"
"4216","","","1","0","261Ch","0","0","1","1","1","0","0","0","0","1","1","0","0","1"
"4224","","","1","0","2693h","1","1","0","0","1","0","0","1","0","1","1","0","0","1"
"4232","","","1","0","2709h","1","0","0","1","0","0","0","0","1","1","1","0","0","1"
"4240","","","1","0","277Ch","0","0","1","1","1","1","1","0","1","1","1","0","0","1"
"4248","","","1","0","27F4h","0","0","1","0","1","1","1","1","1","1","1","0","0","1"
"4256","","","1","0","286Ah","0","1","0","1","0","1","1","0","0","0","0","1","0","1"
"4264","","","1","0","28E1h","1","0","0","0","0","1","1","1","0","0","0","1","0","1"
"4272","","","1","0","2958h","0","0","0","1","1","0","1","0","1","0","0","1","0","1"
"4280","","","1","0","29CDh","1","0","1","1","0","0","1","1","1","0","0","1","0","1"
"4288","","","1","0","2A41h","1","0","0","0","0","0","1","0","0","1","0","1","0","1"
"4296","","","1","0","2ABAh","0","1","0","1","1","1","0","1","0","1","0","1","0","1"
"4304","","","1","0","2B30h","0","0","0","0","1","1","0","0","1","1","0","1","0","1"
"4312","","","1","0","2BA5h","1","0","1","0","0","1","0","1","1","1","0","1","0","1"
"4320","","","1","0","2C1Bh","1","1","0","1","1","0","0","0","0","0","1","1","0","1"
"4328","","","1","0","2C8Fh","1","1","1","1","0","0","0","1","0","0","1","1","0","1"
"4336","","","1","0","2D07h","1","1","1","0","0","0","0","0","1","0","1","1","0","1"
"4344","","","1","0","2D80h","0","0","0","0","0","0","0","1","1","0","1","1","0","1"
"4352","","","1","0","2DF5h","1","0","1","0","1","1","1","1","1","0","1","1","0","1"
"4360","","","1","0","2E69h","1","0","0","1","0","1","1","0","0","1","1","1","0","1"
"4368","","","1","0","2EDDh","1","0","1","1","1","0","1","1","0","1","1","1","0","1"
"4376","","","1","0","2F56h","0","1","1","0","1","0","1","0","1","1","1","1","0","1"
"4384","","","1","0","2FC8h","0","0","0","1","0","0","1","1","1","1","1","1","0","1"
"4392","","","1","0","3040h","0","0","0","0","0","0","1","0","0","0","0","0","1","1"
"4400","","","1","0","30B6h","0","1","1","0","1","1","0","1","0","0","0","0","1","1"
"4408","","","1","0","312Bh","1","1","0","1","0","1","0","0","1","0","0","0","1","1"
"4416","","","1","0","31A5h","1","0","1","0","0","1","0","1","1","0","0","0","1","1"
"4424","","","1","0","3219h","1","0","0","1","1","0","0","0","0","1","0","0","1","1"
"4432","","","1","0","328Ch","0","0","1","1","0","0","0","1","0","1","0","0","1","1"
"4440","","","1","0","3304h","0","0","1","0","0","0","0","0","1","1","0","0","1","1"
"4448","","","1","0","3376h","0","1","1","0","1","1","1","0","1","1","0","0","1","1"
"4456","","","1","0","33EDh","1","0","1","1","0","1","1","1","1","1","0","0","1","1"
"4464","","","1","0","3467h","1","1","1","0","0","1","1","0","0","0","1","0","1","1"
"4472","","","1","0","34DDh","1","0","1","1","1","0","1","1","0","0","1","0","1","1"
"4480","","","1","0","3553h","1","1","0","0","1","0","1","0","1","0","1","0","1","1"
"4488","","","1","0","35C6h","0","1","1","0","0","0","1","1","1","0","1","0","1","1"
"4496","","","1","0","363Bh","1","1","0","1","1","1","0","0","0","1","1","0","1","1"
"4504","","","1","0","36AFh","1","1","1","1","0","1","0","1","0","1","1","0","1","1"
"4512","","","1","0","3727h","1","1","1","0","0","1","0","0","1","1","1","0","1","1"
"4520","","","1","0","379Ah","0","1","0","1","1","0","0","1","1","1","1","0","1","1"
"4528","","","1","0","380Fh","1","1","1","1","0","0","0","0","0","0","0","1","1","1"
"4536","","","1","0","3887h","1","1","1","0","0","0","0","1","0","0","0","1","1","1"
"4544","","","1","0","38FAh","0","1","0","1","1","1","1","1","0","0","0","1","1","1"
"4552","","","1","0","396Eh","0","1","1","1","0","1","1","0","1","0","0","1","1","1"
"4560","","","1","0","39E6h","0","1","1","0","0","1","1","1","1","0","0","1","1","1"
"4568","","","1","0","3A5Ah","0","1","0","1","1","0","1","0","0","1","0","1","1","1"
"4576","","","1","0","3AD1h","1","0","0","0","1","0","1","1","0","1","0","1","1","1"
"4584","","","1","0","3B43h","1","1","0","0","0","0","1","0","1","1","0","1","1","1"
"4592","","","1","0","3BB8h","0","0","0","1","1","1","0","1","1","1","0","1","1","1"
"4600","","","1","0","3C30h","0","0","0","0","1","1","0","0","0","0","1","1","1","1"
"4608","","","1","0","3CA3h","1","1","0","0","0","1","0","1","0","0","1","1","1","1"
"4616","","","1","0","3D1Bh","1","1","0","1","1","0","0","0","1","0","1","1","1","1"
"4624","","","1","0","3D53h","1","1","0","0","1","0","1","0","1","0","1","1","1","1"
"4632","","","1","0","3CD5h","1","0","1","0","1","0","1","1","0","0","1","1","1","1"
"4640","","","1","0","3C61h","1","0","0","0","0","1","1","0","0","0","1","1","1","1"
"4648","","","1","0","3BECh","0","0","1","1","0","1","1","1","1","1","0","1","1","1"
"4656","","","1","0","3B7Eh","0","1","1","1","1","1","1","0","1","1","0","1","1","1"
"4664","","","1","0","3B08h","0","0","0","1","0","0","0","0","1","1","0","1","1","1"
"4672","","","1","0","3A92h","0","1","0","0","1","0","0","1","0","1","0","1","1","1"
"4680","","","1","0","3A1Dh","1","0","1","1","1","0","0","0","0","1","0","1","1","1"
"4688","","","1","0","39A6h","0","1","1","0","0","1","0","1","1","0","0","1","1","1"
"4696","","","1","0","392Fh","1","1","1","1","0","1","0","0","1","0","0","1","1","1"
"4704","","","1","0","38BCh","0","0","1","1","1","1","0","1","0","0","0","1","1","1"
"4712","","","1","0","3848h","0","0","0","1","0","0","1","0","0","0","0","1","1","1"
"4720","","","1","0","37D4h","0","0","1","0","1","0","1","1","1","1","1","0","1","1"
"4728","","","1","0","3762h","0","1","0","0","0","1","1","0","1","1","1","0","1","1"
"4736","","","1","0","36E9h","1","0","0","1","0","1","1","1","0","1","1","0","1","1"
"4744","","","1","0","3675h","1","0","1","0","1","1","1","0","0","1","1","0","1","1"
"4752","","","1","0","3600h","0","0","0","0","0","0","0","0","0","1","1","0","1","1"
"4760","","","1","0","358Ah","0","1","0","1","0","0","0","1","1","0","1","0","1","1"
"4768","","","1","0","3512h","0","1","0","0","1","0","0","0","1","0","1","0","1","1"
"4776","","","1","0","349Bh","1","1","0","1","1","0","0","1","0","0","1","0","1","1"
"4784","","","1","0","3429h","1","0","0","1","0","1","0","0","0","0","1","0","1","1"
"4792","","","1","0","33B0h","0","0","0","0","1","1","0","1","1","1","0","0","1","1"
"4800","","","1","0","3339h","1","0","0","1","1","1","0","0","1","1","0","0","1","1"
"4808","","","1","0","32CDh","1","0","1","1","0","0","1","1","0","1","0","0","1","1"
"4816","","","1","0","3250h","0","0","0","0","1","0","1","0","0","1","0","0","1","1"
"4824","","","1","0","31D8h","0","0","0","1","1","0","1","1","1","0","0","0","1","1"
"4832","","","1","0","3161h","1","0","0","0","0","1","1","0","1","0","0","0","1","1"
"4840","","","1","0","30EEh","0","1","1","1","0","1","1","1","0","0","0","0","1","1"
"4848","","","1","0","3076h","0","1","1","0","1","1","1","0","0","0","0","0","1","1"
"4856","","","1","0","3000h","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"4864","","","1","0","2F88h","0","0","0","1","0","0","0","1","1","1","1","1","0","1"
"4872","","","1","0","2F13h","1","1","0","0","1","0","0","0","1","1","1","1","0","1"
"4880","","","1","0","2E9Dh","1","0","1","1","1","0","0","1","0","1","1","1","0","1"
"4888","","","1","0","2E25h","1","0","1","0","0","1","0","0","0","1","1","1","0","1"
"4896","","","1","0","2DB1h","1","0","0","0","1","1","0","1","1","0","1","1","0","1"
"4904","","","1","0","2D37h","1","1","1","0","1","1","0","0","1","0","1","1","0","1"
"4912","","","1","0","2CC4h","0","0","1","0","0","0","1","1","0","0","1","1","0","1"
"4920","","","1","0","2C4Ch","0","0","1","1","0","0","1","0","0","0","1","1","0","1"
