"SamplePeriod","TriggerSample","CompressedData"
"0.00000002","4878","True"
"SampleNumber","DSP_I2C0","DSP_I2C1","Clock2","Clock1","ADCout","Data0","Data1","Data2","Data3","Data4","Data5","Data6","Data7","Data8","Data9","Data10","Data11","Data12","Data13"
"2368","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2376","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2384","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2392","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2400","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2408","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2416","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2424","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2432","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2440","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2448","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2456","","","1","0","0349h","1","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2464","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2472","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2480","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2488","","","1","0","0347h","1","1","1","0","0","0","1","0","1","1","0","0","0","0"
"2496","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2504","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2512","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2544","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2552","","","1","0","0348h","0","0","0","1","0","0","1","0","1","1","0","0","0","0"
"2560","","","1","0","0347h","1","1","1","0","0","0","1","0","1","1","0","0","0","0"
"2568","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2576","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2584","","","1","0","0347h","1","1","1","0","0","0","1","0","1","1","0","0","0","0"
"2592","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"2600","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2608","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2616","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2632","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2640","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"2648","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2656","","","1","0","034Ah","0","1","0","1","0","0","1","0","1","1","0","0","0","0"
"2672","","","1","0","0347h","1","1","1","0","0","0","1","0","1","1","0","0","0","0"
"2696","","","1","0","034Bh","1","1","0","1","0","0","1","0","1","1","0","0","0","0"
