 11 6530.082540 2.926E-24 1.893E-02.08950.440  782.40980.61-.007299          0 2 1          0 0 0  6  0  6        7  2  5      575520303367662223    39.0   45.0
 11 6530.107500 4.639E-29 2.145E-04.01630.235 2073.51420.40-.013084          0 4 0          0 0 0 14  1 13       14  0 14      4442336032297122 9    29.0   29.0
 12 6530.182600 2.500E-29 3.609E-03.06350.062 1619.05570.55-.015920          2 0 0          0 0 0  8  3  6        9  6  3      4543336036285722 8    51.0   57.0
 11 6530.222400 2.272E-28 3.254E-01.02900.235 3464.88630.40-.024860          0 0 2          0 0 0 13  5  8       14  8  7      444233603231712211    81.0   87.0
 14 6530.233522 1.633E-29 6.589E-05.08940.391  225.86490.67-.004072          0 2 1          0 0 0  5  2  4        5  1  5      5441035041257122 7    66.0   66.0
 11 6530.401400 3.996E-29 1.884E-02.07790.315 3141.04570.55-.024360          1 1 1          0 1 0  8  1  7        9  5  4      4442336032287122 8    51.0   57.0
 11 6530.432560 1.544E-24 1.978E-02.07200.318  888.59860.63-.009999          0 2 1          0 0 0  5  3  3        6  5  2      577621303311572246    33.0   39.0
 14 6530.557388 1.017E-28 1.385E-02.06480.315 1082.78490.55-.015660          1 0 1          0 0 0 10  5  6        9  5  5      5641035041287122 8   126.0  114.0
 11 6530.609300 1.254E-29 5.759E-03.03080.352 3109.91120.61-.012716          0 3 1          0 1 0  7  5  3        7  7  0      444233603230712210    45.0   45.0
 11 6530.730500 4.480E-29 1.194E-03.07330.250 2629.33290.41-.029360          0 0 2          0 0 0 12  2 11       13  5  8      4442336032297122 9    75.0   81.0
 11 6530.755800 4.724E-29 2.240E+00.01960.235 4184.82990.40-.022364          0 3 1          0 1 0 13  3 11       14  3 12      4442336032297122 9    81.0   87.0
 11 6530.770000 2.270E-29 8.834E-02.09380.434 3392.74920.71-.009776          1 4 0          0 2 0  3  1  2        3  2  1      4442236032257122 7    21.0   21.0
 14 6530.784266 1.060E-28 1.444E-02.07420.315 1082.88650.55-.008158          1 0 1          0 0 0 10  5  5        9  5  4      5611015041 7712248   126.0  114.0
 11 6530.876400 1.065E-25 6.554E-01.00900.136 2358.29960.37-.022999          0 2 1          0 0 0 14  0 14       15  0 15      475421603311572246    87.0   93.0
 11 6530.935600 1.600E-29 4.056E-02.03570.281 3323.26890.47-.020768          1 3 0          0 1 0 11  2 10       11  3  9      4442336032297122 8    23.0   23.0
 13 6530.985600 1.250E-29 4.865E-04.06060.276 1003.78140.57-.001096          0 4 0          0 0 0  8  4  5        8  3  6      4443336036285722 7   306.0  306.0
 11 6531.027800 4.853E-27 1.221E-01.06620.412 2129.61850.69-.006096          1 3 0          0 1 0  3  3  1        4  4  0      4742236033287122 7     7.0    9.0
 14 6531.066093 2.069E-29 9.915E-02.08840.391 1716.69590.67-.009440          1 1 1          0 1 0  6  3  4        5  2  3      4641035041257122 7    78.0   66.0
 14 6531.120610 7.148E-26 2.572E-01.09090.448  109.26910.72-.008760          1 0 1          0 0 0  3  3  1        2  2  0      5646033041255722 7    42.0   30.0
 11 6531.138100 1.466E-26 1.230E-01.06810.412 2129.59910.69-.009476          1 3 0          0 1 0  3  3  0        4  4  1      4742236033257122 7    21.0   27.0
