# DateTime,20170420_203220
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,209.69,0.3690,0.6864,7823.8515,2.35,2.5327,0.17491
,,3000,204.79,0.1104,0.6861,7823.8515,1.91,0.7574,0.05293
,,4000,204.58,0.0575,0.6860,7823.8515,1.34,0.3945,0.02758
,,5000,204.58,0.0424,0.6860,7823.8515,1.32,0.2912,0.02036
,,6000,204.50,0.0355,0.6861,7823.8515,1.34,0.2435,0.01703
,,7000,204.54,0.0301,0.6861,7823.8515,1.38,0.2062,0.01442
,,8000,203.96,0.0278,0.6861,7823.8515,1.36,0.1909,0.01337
,,9000,204.37,0.0274,0.6862,7823.8515,1.32,0.1884,0.01318
,,10000,199.72,0.0262,0.6863,7823.8515,1.43,0.1800,0.01274
,,11000,199.36,0.0234,0.6863,7823.8515,1.43,0.1607,0.01138
,,12000,195.31,0.0205,0.6864,7823.8515,1.39,0.1408,0.01007
,,13000,193.87,0.0177,0.6864,7823.8515,1.50,0.1212,0.00870
,,14000,187.65,0.0164,0.6864,7823.8515,1.48,0.1123,0.00820
,,15000,173.40,0.0166,0.6864,7823.8515,1.57,0.1138,0.00864
,,16000,146.78,0.0169,0.6864,7823.8515,1.67,0.1163,0.00960
