# DateTime,20170420_203523
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_PK
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_PK.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,198.73,0.5307,0.6397,6548.8039,2.46,3.3950,0.24083
,,3000,204.58,0.1204,0.6390,6548.8040,2.20,0.7696,0.05381
,,4000,204.58,0.0555,0.6387,6548.8040,0.88,0.3547,0.02480
,,5000,204.58,0.0424,0.6388,6548.8040,0.87,0.2705,0.01891
,,6000,204.58,0.0334,0.6388,6548.8040,0.87,0.2131,0.01490
,,7000,204.54,0.0315,0.6389,6548.8040,0.90,0.2014,0.01408
,,8000,204.37,0.0320,0.6389,6548.8040,0.86,0.2047,0.01432
,,9000,204.54,0.0315,0.6390,6548.8040,0.85,0.2010,0.01405
,,10000,204.16,0.0288,0.6390,6548.8040,0.91,0.1841,0.01288
,,11000,203.54,0.0234,0.6391,6548.8040,0.94,0.1496,0.01049
,,12000,203.79,0.0208,0.6391,6548.8040,0.90,0.1329,0.00931
,,13000,202.96,0.0188,0.6391,6548.8040,0.91,0.1204,0.00845
,,14000,202.14,0.0172,0.6391,6548.8040,0.98,0.1097,0.00772
,,15000,201.53,0.0179,0.6391,6548.8040,0.96,0.1142,0.00804
,,16000,200.16,0.0177,0.6391,6548.8040,1.07,0.1131,0.00800
