   EpochTime,InletValve,OutletValve,  Pressure,Stage
1494623232.1,         0,         0,    763.07,    1
1494623234.1,         0,         0,    763.10,    1
1494623236.1,         0,         0,    763.27,    1
1494623238.2,         0,         0,    763.12,    1
1494623240.2,         0,         0,    762.98,    1
1494623242.2,         0,         0,    763.19,    1
1494623244.2,         0,         0,    763.13,    1
1494623246.2,         0,         0,    763.46,    1
1494623248.2,         0,         0,    763.47,    1
1494623250.2,         0,         0,    763.48,    1
1494623252.2,         0,         0,    763.52,    1
1494623254.2,         0,         0,    763.53,    1
1494623256.3,         0,         0,    763.54,    1
1494623258.3,         0,         0,    763.54,    1
1494623260.3,         0,         0,    763.55,    1
1494623262.3,         0,         0,    763.55,    1
1494623264.3,         0,         0,    763.55,    1
1494623266.3,         0,         0,    763.56,    1
1494623268.3,         0,         0,    763.57,    1
1494623270.3,         0,         0,    763.57,    1
1494623272.3,         0,         0,    763.58,    1
1494623274.3,         0,         0,    763.58,    1
1494623276.3,         0,         0,    763.59,    1
1494623278.3,         0,         0,    763.59,    1
1494623280.4,         0,         0,    763.60,    1
1494623282.4,         0,         0,    763.60,    1
1494623284.4,         0,         0,    763.60,    1
1494623286.4,         0,         0,    763.61,    1
1494623288.4,         0,         0,    763.61,    1
1494623290.4,         0,         0,    763.62,    1
1494623292.4,         0,         0,    763.62,    1
1494623294.4,         0,         0,    763.63,    1
1494623296.4,         0,         0,    763.63,    1
1494623298.4,         0,         0,    763.64,    1
1494623300.4,         0,         0,    763.64,    1
1494623302.5,         0,         0,    763.64,    1
1494623304.5,         0,         0,    763.65,    1
1494623306.5,         0,         0,    763.65,    1
1494623308.5,         0,         0,    763.66,    1
1494623310.5,         0,         0,    763.66,    1
1494623312.5,         0,         0,    763.66,    1
1494623314.5,         0,         0,    763.67,    1
1494623316.5,         0,         0,    763.67,    1
1494623318.5,         0,         0,    763.68,    1
1494623320.6,         0,         0,    763.68,    1
1494623322.6,         0,         0,    763.69,    1
1494623324.6,         0,         0,    763.69,    1
1494623326.6,         0,         0,    763.69,    1
1494623328.6,         0,         0,    763.69,    1
1494623330.6,         0,         0,    763.70,    1
1494623332.6,         0,         0,    763.70,    1
1494623334.6,         0,         0,    763.70,    1
1494623336.6,         0,         0,    763.71,    1
1494623338.6,         0,         0,    763.71,    1
1494623340.7,         0,         0,    763.71,    1
1494623342.7,         0,         0,    763.71,    1
1494623344.7,         0,         0,    763.71,    1
1494623346.7,         0,         0,    763.72,    1
1494623348.7,         0,         0,    763.72,    1
1494623350.7,         0,         0,    763.72,    1
1494623352.7,         0,         0,    763.73,    1
1494623354.7,         0,         0,    763.73,    1
1494623356.7,         0,         0,    763.73,    1
1494623358.7,         0,         0,    763.73,    1
1494623360.7,         0,         0,    763.73,    1
1494623362.7,         0,         0,    763.74,    1
1494623364.7,         0,         0,    763.74,    1
1494623366.8,         0,         0,    763.74,    1
1494623368.8,         0,         0,    763.74,    1
1494623370.8,         0,         0,    763.75,    1
1494623372.8,         0,         0,    763.75,    1
1494623374.8,         0,         0,    763.75,    1
1494623376.8,         0,         0,    763.75,    1
1494623378.8,         0,         0,    763.76,    1
