y_parameter,  pressure,   date_time,     slope, intercept,                         comment
          ,          ,            ,          ,          ,         scale(orig)=6.91025e-05
          ,          ,            ,          ,          ,         offset(orig)=   4.87118
          ,          ,            ,          ,          ,                  P(atm)=759.065
          ,          ,            ,          ,          ,             P(cav_open)=758.597
    0.1707,   15.3657,1491957742.9,  116.4070,   -6.3378,                                
    0.1715,   15.3468,1491957746.9,  116.4070,   -6.3378,                                
    0.1690,   15.3324,1491957750.5,  116.4070,   -6.3378,                                
    0.1709,   15.3267,1491957754.4,  116.4070,   -6.3378,                                
    0.1704,   15.3124,1491957758.3,  116.4070,   -6.3378,                                
    0.1691,   15.3045,1491957762.3,  116.4070,   -6.3378,                                
    0.1651,   15.2863,1491957766.1,  116.4070,   -6.3378,                                
    0.1702,   15.2780,1491957770.1,  116.4070,   -6.3378,                                
    0.1701,   15.2710,1491957774.1,  116.4070,   -6.3378,                                
    0.1745,   15.2690,1491957778.2,  116.4070,   -6.3378,                                
    0.1714,   15.2677,1491957782.1,  116.4070,   -6.3378,                                
    0.1742,   15.2462,1491957786.0,  116.4070,   -6.3378,                                
    0.1669,   15.2280,1491957789.9,  116.4070,   -6.3378,                                
    0.1710,   15.2095,1491957793.9,  116.4070,   -6.3378,                                
    0.1750,   15.2015,1491957797.9,  116.4070,   -6.3378,                                
    0.1725,   15.2075,1491957801.7,  116.4070,   -6.3378,                                
    0.1718,   15.1673,1491957805.6,  116.4070,   -6.3378,                                
    0.1708,   15.1240,1491957809.5,  116.4070,   -6.3378,                                
    0.1745,   15.1146,1491957813.5,  116.4070,   -6.3378,                                
    0.1745,   15.1126,1491957817.5,  116.4070,   -6.3378,                                
    0.1692,   15.1271,1491957821.3,  116.4070,   -6.3378,                                
    0.1668,   15.1191,1491957825.1,  116.4070,   -6.3378,                                
    0.1694,   15.1188,1491957829.0,  116.4070,   -6.3378,                                
    0.1705,   15.1074,1491957833.0,  116.4070,   -6.3378,                                
    0.1723,   15.1027,1491957836.7,  116.3886,   -6.3185,                                
    0.1646,   15.1027,1491957840.6,  116.3886,   -6.3185,                                
    0.1637,   15.1099,1491957844.4,  116.3886,   -6.3185,                                
    0.1674,   15.0940,1491957848.2,  116.3886,   -6.3185,                                
    0.1670,   15.0984,1491957852.2,  116.3886,   -6.3185,                                
    0.1715,   15.0956,1491957856.2,  116.3886,   -6.3185,                                
    0.1743,   15.0912,1491957860.0,  116.3886,   -6.3185,                                
    0.1731,   15.0860,1491957864.0,  116.3886,   -6.3185,                                
    0.1695,   15.0911,1491957867.8,  116.3886,   -6.3185,                                
    0.1698,   15.0892,1491957871.8,  116.3886,   -6.3185,                                
    0.1657,   15.0773,1491957875.7,  116.3886,   -6.3185,                                
    0.1705,   15.0823,1491957879.8,  116.3886,   -6.3185,                                
    0.1719,   15.1049,1491957883.5,  116.3886,   -6.3185,                                
          ,          ,            ,          ,          ,                 P(yZero)=-6.319
          ,          ,            ,          ,          ,          scale(new)=6.85739e-05
          ,          ,            ,          ,          ,          offset(new)=  11.10412
