# DateTime,20170426_125533
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,342.58,745.2478,0.2655,5739.1888,3.57,1978.4925,106.89352
,,3000,154.18,0.6802,0.7735,5739.1892,1.39,5.2615,0.42374
,,4000,204.58,0.1333,0.7721,5739.1892,1.26,1.0289,0.07194
,,5000,204.54,0.1090,0.7724,5739.1892,1.25,0.8418,0.05886
,,6000,204.54,0.0926,0.7727,5739.1892,1.24,0.7157,0.05004
,,7000,204.37,0.0742,0.7729,5739.1892,1.33,0.5733,0.04010
,,8000,204.54,0.0606,0.7731,5739.1892,1.30,0.4689,0.03278
,,9000,203.75,0.0565,0.7733,5739.1892,1.30,0.4370,0.03061
,,10000,203.96,0.0478,0.7734,5739.1892,1.35,0.3698,0.02589
,,11000,202.51,0.0441,0.7736,5739.1892,1.32,0.3415,0.02400
,,12000,199.56,0.0406,0.7737,5739.1892,1.34,0.3139,0.02222
,,13000,196.12,0.0367,0.7738,5739.1892,1.43,0.2842,0.02029
,,14000,187.65,0.0327,0.7739,5739.1892,1.49,0.2533,0.01849
,,15000,188.36,0.0312,0.7740,5739.1892,1.54,0.2419,0.01762
,,16000,172.62,0.0288,0.7741,5739.1892,1.53,0.2231,0.01698
