# DateTime,20170518_135116
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,356.51,1531.5263,0.2010,5736.0022,63875.49,3078.3936,163.03866
,,3000,204.54,0.2511,0.7912,5739.2626,1.30,1.9870,0.13894
,,4000,204.58,0.1401,0.7916,5739.2626,1.25,1.1089,0.07753
,,5000,204.58,0.1000,0.7920,5739.2626,1.26,0.7918,0.05536
,,6000,204.58,0.0837,0.7922,5739.2626,1.27,0.6633,0.04638
,,7000,204.54,0.0706,0.7925,5739.2626,1.32,0.5594,0.03912
,,8000,204.37,0.0617,0.7928,5739.2626,1.36,0.4894,0.03423
,,9000,204.58,0.0580,0.7931,5739.2626,1.32,0.4596,0.03213
,,10000,204.16,0.0481,0.7933,5739.2626,1.37,0.3816,0.02671
,,11000,202.55,0.0435,0.7935,5739.2626,1.36,0.3453,0.02427
,,12000,202.55,0.0394,0.7936,5739.2626,1.43,0.3128,0.02198
,,13000,196.73,0.0378,0.7937,5739.2626,1.43,0.3002,0.02140
,,14000,196.16,0.0391,0.7938,5739.2626,1.44,0.3107,0.02218
,,15000,185.12,0.0379,0.7938,5739.2626,1.58,0.3008,0.02211
,,16000,183.02,0.0386,0.7939,5739.2626,1.58,0.3062,0.02263
