# DateTime,20170426_102947
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,343.64,665.8247,0.2858,5739.1888,3.42,1902.6679,102.63837
,,3000,113.26,0.9481,0.7766,5739.1893,1.51,7.3630,0.69184
,,4000,204.54,0.1389,0.7721,5739.1892,1.26,1.0722,0.07497
,,5000,204.58,0.1004,0.7723,5739.1892,1.21,0.7751,0.05419
,,6000,204.54,0.0848,0.7726,5739.1892,1.25,0.6555,0.04583
,,7000,204.58,0.0735,0.7728,5739.1892,1.29,0.5684,0.03974
,,8000,204.58,0.0664,0.7730,5739.1892,1.31,0.5134,0.03590
,,9000,204.16,0.0545,0.7732,5739.1892,1.26,0.4211,0.02947
,,10000,203.75,0.0531,0.7734,5739.1892,1.29,0.4106,0.02876
,,11000,201.98,0.0437,0.7735,5739.1892,1.30,0.3380,0.02378
,,12000,199.56,0.0384,0.7737,5739.1892,1.31,0.2970,0.02102
,,13000,196.27,0.0340,0.7738,5739.1892,1.35,0.2627,0.01875
,,14000,189.75,0.0328,0.7738,5739.1892,1.39,0.2538,0.01843
,,15000,184.13,0.0322,0.7739,5739.1892,1.52,0.2496,0.01839
,,16000,170.30,0.0313,0.7739,5739.1892,1.63,0.2424,0.01857
