# DateTime,20170523_151552
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_PK
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_PK.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,207.38,21.2469,0.6419,6548.8039,4.38,136.3933,9.47123
,,3000,204.58,0.1025,0.6394,6548.8040,1.25,0.6556,0.04583
,,4000,204.58,0.0582,0.6393,6548.8040,1.06,0.3720,0.02601
,,5000,204.58,0.0412,0.6393,6548.8040,1.09,0.2635,0.01842
,,6000,204.58,0.0333,0.6393,6548.8040,1.11,0.2128,0.01488
,,7000,203.83,0.0291,0.6394,6548.8040,1.15,0.1859,0.01302
,,8000,204.04,0.0265,0.6394,6548.8040,1.11,0.1692,0.01185
,,9000,200.64,0.0259,0.6395,6548.8040,1.24,0.1653,0.01167
,,10000,197.36,0.0234,0.6395,6548.8040,1.25,0.1496,0.01065
,,11000,191.39,0.0207,0.6395,6548.8040,1.40,0.1327,0.00959
,,12000,183.12,0.0187,0.6395,6548.8040,1.49,0.1198,0.00885
,,13000,176.30,0.0191,0.6395,6548.8040,1.64,0.1223,0.00921
,,14000,169.03,0.0187,0.6395,6548.8040,1.65,0.1193,0.00917
,,15000,147.86,0.0189,0.6395,6548.8040,1.89,0.1208,0.00994
,,16000,143.97,0.0188,0.6395,6548.8040,1.90,0.1204,0.01004
