# DateTime,20170420_193856
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,211.69,0.4106,0.6866,7823.8515,2.62,2.8193,0.19378
,,3000,204.58,0.1079,0.6864,7823.8515,1.80,0.7404,0.05176
,,4000,204.58,0.0600,0.6862,7823.8515,1.37,0.4115,0.02877
,,5000,204.58,0.0413,0.6863,7823.8515,1.34,0.2835,0.01982
,,6000,204.58,0.0341,0.6863,7823.8515,1.31,0.2338,0.01635
,,7000,204.58,0.0282,0.6863,7823.8515,1.32,0.1936,0.01353
,,8000,204.37,0.0276,0.6864,7823.8515,1.31,0.1897,0.01327
,,9000,204.12,0.0243,0.6864,7823.8515,1.39,0.1666,0.01166
,,10000,201.37,0.0218,0.6864,7823.8515,1.38,0.1497,0.01055
,,11000,199.16,0.0205,0.6865,7823.8515,1.40,0.1405,0.00996
,,12000,197.04,0.0193,0.6864,7823.8515,1.38,0.1327,0.00945
,,13000,188.61,0.0188,0.6864,7823.8515,1.42,0.1290,0.00940
,,14000,175.38,0.0188,0.6864,7823.8515,1.59,0.1291,0.00975
,,15000,167.25,0.0195,0.6864,7823.8515,1.58,0.1341,0.01037
,,16000,150.38,0.0186,0.6864,7823.8515,1.59,0.1280,0.01044
