# DateTime,20170412_082029
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49546.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15989.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47446.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18089.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,200.20,19.3674,0.8143,5739.2626,1.74,157.7068,11.14598
,,3000,204.58,0.1433,0.8010,5739.2627,1.22,1.1476,0.08023
,,4000,204.58,0.0555,0.8011,5739.2626,1.26,0.4445,0.03108
,,5000,204.54,0.0398,0.8011,5739.2626,1.24,0.3188,0.02229
,,6000,204.58,0.0344,0.8012,5739.2626,1.26,0.2755,0.01926
,,7000,204.58,0.0308,0.8013,5739.2626,1.25,0.2468,0.01725
,,8000,204.54,0.0286,0.8014,5739.2626,1.26,0.2295,0.01605
,,9000,204.37,0.0249,0.8015,5739.2626,1.31,0.2000,0.01399
,,10000,202.92,0.0226,0.8015,5739.2626,1.37,0.1815,0.01274
,,11000,203.75,0.0181,0.8016,5739.2626,1.34,0.1454,0.01019
,,12000,200.76,0.0181,0.8016,5739.2626,1.33,0.1453,0.01025
,,13000,198.02,0.0174,0.8017,5739.2626,1.44,0.1393,0.00990
,,14000,195.92,0.0174,0.8017,5739.2626,1.42,0.1392,0.00995
,,15000,191.53,0.0174,0.8017,5739.2626,1.48,0.1392,0.01006
,,16000,186.29,0.0175,0.8017,5739.2626,1.53,0.1405,0.01029
