# DateTime,20170424_103309
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,312.99,1010.2119,0.2300,5739.2623,3.04,2323.9374,131.35900
,,3000,204.58,0.2594,0.7957,5739.2626,1.34,2.0640,0.14431
,,4000,204.58,0.1878,0.7960,5739.2626,1.29,1.4944,0.10448
,,5000,204.54,0.1401,0.7963,5739.2626,1.30,1.1160,0.07803
,,6000,204.54,0.1276,0.7966,5739.2626,1.31,1.0164,0.07107
,,7000,204.58,0.1014,0.7969,5739.2626,1.32,0.8082,0.05650
,,8000,204.37,0.0930,0.7971,5739.2626,1.35,0.7416,0.05188
,,9000,203.96,0.0829,0.7974,5739.2626,1.33,0.6609,0.04628
,,10000,203.13,0.0731,0.7976,5739.2626,1.38,0.5830,0.04091
,,11000,200.96,0.0561,0.7979,5739.2626,1.40,0.4479,0.03160
,,12000,197.32,0.0426,0.7981,5739.2626,1.43,0.3403,0.02422
,,13000,194.44,0.0375,0.7981,5739.2626,1.46,0.2994,0.02147
,,14000,187.51,0.0356,0.7981,5739.2626,1.52,0.2842,0.02076
,,15000,178.35,0.0376,0.7982,5739.2626,1.59,0.3001,0.02247
,,16000,172.21,0.0365,0.7982,5739.2626,1.68,0.2911,0.02218
