# DateTime,20170424_103441
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,318.47,512.1977,0.4214,5739.1889,2.77,2158.2824,120.94086
,,3000,204.54,0.2695,0.7720,5739.1892,1.23,2.0805,0.14547
,,4000,204.58,0.1714,0.7723,5739.1892,1.17,1.3234,0.09252
,,5000,204.58,0.1500,0.7726,5739.1892,1.26,1.1588,0.08101
,,6000,204.54,0.1185,0.7727,5739.1892,1.27,0.9153,0.06400
,,7000,204.54,0.1020,0.7730,5739.1892,1.25,0.7882,0.05511
,,8000,204.58,0.0857,0.7733,5739.1892,1.27,0.6627,0.04633
,,9000,204.17,0.0801,0.7736,5739.1892,1.35,0.6194,0.04335
,,10000,203.75,0.0704,0.7738,5739.1892,1.30,0.5451,0.03819
,,11000,200.76,0.0562,0.7740,5739.1892,1.33,0.4351,0.03071
,,12000,199.16,0.0416,0.7742,5739.1892,1.40,0.3223,0.02284
,,13000,187.65,0.0361,0.7743,5739.1892,1.60,0.2795,0.02040
,,14000,184.13,0.0373,0.7743,5739.1892,1.50,0.2888,0.02128
,,15000,173.79,0.0349,0.7743,5739.1892,1.59,0.2704,0.02051
,,16000,170.47,0.0355,0.7743,5739.1892,1.69,0.2752,0.02108
