EPOCH_TIME                ALARM_STATUS              INST_STATUS               Delta_High_Conc_Raw_iCH4  C13_Delta_Raw             CH4                       ValveMask                 GPS_ABS_LAT               GPS_ABS_LONG              GPS_FIT                   
1321423656.419            0                         963                       -2.7047231528E+001        -3.5548974684E+001        5.1132849709E+000         5.0000000000E+000         3.7386829359E+001         -1.2199576926E+002        1.0000000000E+000         
1321423657.502            0                         963                       -3.0633887666E+001        -3.7934896155E+001        4.5110492613E+000         5.0000000000E+000         3.7387026320E+001         -1.2199576780E+002        1.0000000000E+000         
1321423658.012            0                         963                       -2.8947028681E+001        -3.3048938245E+001        3.9434557012E+000         5.0000000000E+000         3.7387221369E+001         -1.2199576805E+002        1.0000000000E+000         
1321423658.627            0                         963                       -2.8947028681E+001        -3.3048938245E+001        3.9434557012E+000         5.0000000000E+000         3.7387421981E+001         -1.2199576960E+002        1.0000000000E+000         
1321423659.551            0                         963                       -2.4406037504E+001        -3.8318610850E+001        3.4945134215E+000         5.0000000000E+000         3.7387632583E+001         -1.2199577385E+002        1.0000000000E+000         
1321423660.487            0                         963                       -1.4037586118E+001        -3.2435407317E+001        3.2206548298E+000         5.0000000000E+000         3.7387829434E+001         -1.2199578315E+002        1.0000000000E+000         
1321423661.437            0                         963                       -2.4854722541E+001        -3.4424629290E+001        2.9968738552E+000         5.0000000000E+000         3.7388022112E+001         -1.2199579787E+002        1.0000000000E+000         
1321423662.524            0                         963                       -1.6209156571E+001        -3.9676650178E+001        2.8235701423E+000         5.0000000000E+000         3.7388219533E+001         -1.2199581671E+002        1.0000000000E+000         
1321423663.492            0                         963                       -8.4771227833E+000        -3.4877969556E+001        2.6698101431E+000         5.0000000000E+000         3.7388415676E+001         -1.2199583468E+002        1.0000000000E+000         
1321423664.037            0                         963                       -1.5510779606E+001        -3.7151746084E+001        2.5644055845E+000         5.0000000000E+000         3.7388604531E+001         -1.2199584659E+002        1.0000000000E+000         
1321423664.645            0                         963                       -1.5510779606E+001        -3.7151746084E+001        2.5644055845E+000         5.0000000000E+000         3.7388802522E+001         -1.2199585448E+002        1.0000000000E+000         
1321423665.569            0                         963                       -1.3142411601E+001        -3.7613209880E+001        2.4681901743E+000         5.0000000000E+000         3.7389004732E+001         -1.2199586244E+002        1.0000000000E+000         
1321423666.501            0                         963                       -7.6587988965E+000        -3.2561963887E+001        2.4105655177E+000         5.0000000000E+000         3.7389203577E+001         -1.2199586809E+002        1.0000000000E+000         
1321423667.430            0                         963                       -6.3251179739E+000        -3.1798990166E+001        2.3644687650E+000         5.0000000000E+000         3.7389416017E+001         -1.2199587061E+002        1.0000000000E+000         
1321423668.516            0                         963                       -1.2434312494E+001        -4.5942621033E+001        2.3281844088E+000         5.0000000000E+000         3.7389622391E+001         -1.2199587031E+002        1.0000000000E+000         
1321423669.462            0                         963                       -1.0758165374E+001        -2.8923525838E+001        2.2959813348E+000         5.0000000000E+000         3.7389825000E+001         -1.2199587072E+002        1.0000000000E+000         
1321423669.992            0                         963                       -2.2795975886E+000        -3.4707114158E+001        2.2739909665E+000         5.0000000000E+000         3.7390022743E+001         -1.2199587341E+002        1.0000000000E+000         
1321423670.603            0                         963                       -2.2795975886E+000        -3.4707114158E+001        2.2739909665E+000         5.0000000000E+000         3.7390217602E+001         -1.2199587647E+002        1.0000000000E+000         
1321423671.546            0                         963                       -1.2050296180E+001        -4.1827035018E+001        2.2551357334E+000         5.0000000000E+000         3.7390404899E+001         -1.2199588005E+002        1.0000000000E+000         
1321423672.504            0                         963                       -1.3235173843E+000        -3.6510333850E+001        2.2428278762E+000         5.0000000000E+000         3.7390590482E+001         -1.2199588428E+002        1.0000000000E+000         
1321423673.445            0                         963                       -7.8274866817E+000        -3.3676403558E+001        2.2326724666E+000         5.0000000000E+000         3.7390768583E+001         -1.2199588679E+002        1.0000000000E+000         
1321423674.500            0                         963                       -7.0381014351E+000        -4.0009401802E+001        2.2250969852E+000         5.0000000000E+000         3.7390936212E+001         -1.2199588527E+002        1.0000000000E+000         
1321423675.451            0                         963                       -1.4487540044E+001        -4.0323431763E+001        2.2187207711E+000         5.0000000000E+000         3.7391109850E+001         -1.2199587842E+002        1.0000000000E+000         
1321423676.008            0                         963                       -9.5818598126E+000        -3.3115677708E+001        2.2143260367E+000         5.0000000000E+000         3.7391279154E+001         -1.2199586826E+002        1.0000000000E+000         
1321423676.612            0                         963                       -9.5818598126E+000        -3.3115677708E+001        2.2143260367E+000         5.0000000000E+000         3.7391435483E+001         -1.2199585717E+002        1.0000000000E+000         
1321423677.570            0                         963                       -1.5398304392E+001        -3.8183030561E+001        2.2101627179E+000         5.0000000000E+000         3.7391584579E+001         -1.2199584597E+002        1.0000000000E+000         
1321423678.524            0                         963                       -1.6352048285E+001        -4.2735797081E+001        2.2071244131E+000         5.0000000000E+000         3.7391737176E+001         -1.2199583086E+002        1.0000000000E+000         
1321423679.471            0                         963                       -5.9878990269E+000        -3.5040381144E+001        2.2048401631E+000         5.0000000000E+000         3.7391891942E+001         -1.2199581211E+002        1.0000000000E+000         
1321423680.412            0                         963                       -1.1594870179E+001        -4.3953190349E+001        2.2033829778E+000         5.0000000000E+000         3.7392047259E+001         -1.2199579310E+002        1.0000000000E+000         
1321423681.476            0                         963                       -1.2775526928E+001        -4.1802557212E+001        2.2027032472E+000         5.0000000000E+000         3.7392211846E+001         -1.2199577373E+002        1.0000000000E+000         
1321423682.013            0                         963                       -1.2492315678E+001        -3.8641422847E+001        2.2011233483E+000         5.0000000000E+000         3.7392369594E+001         -1.2199575551E+002        1.0000000000E+000         
1321423682.630            0                         963                       -1.2492315678E+001        -3.8641422847E+001        2.2011233483E+000         5.0000000000E+000         3.7392523992E+001         -1.2199573774E+002        1.0000000000E+000         
1321423683.567            0                         963                       -1.6522894875E+001        -4.3014166422E+001        2.1998820157E+000         5.0000000000E+000         3.7392681945E+001         -1.2199572078E+002        1.0000000000E+000         
1321423684.498            0                         963                       -3.0646425086E+000        -3.7532453806E+001        2.1998197798E+000         5.0000000000E+000         3.7392837003E+001         -1.2199570862E+002        1.0000000000E+000         
1321423685.423            0                         963                       -1.8308935439E+001        -4.0386776107E+001        2.1994016941E+000         5.0000000000E+000         3.7392986034E+001         -1.2199570095E+002        1.0000000000E+000         
1321423686.353            0                         963                       -1.0312684564E+001        -3.7957983450E+001        2.1986923458E+000         5.0000000000E+000         3.7393135283E+001         -1.2199569511E+002        1.0000000000E+000         
1321423687.295            0                         963                       -1.7441240040E+001        -3.7049288615E+001        2.1992767870E+000         5.0000000000E+000         3.7393281445E+001         -1.2199568879E+002        1.0000000000E+000         
1321423687.822            0                         963                       -1.5833673993E+001        -3.5024476432E+001        2.1986725449E+000         5.0000000000E+000         3.7393420281E+001         -1.2199568321E+002        1.0000000000E+000         
1321423688.427            0                         963                       -1.5833673993E+001        -3.5024476432E+001        2.1986725449E+000         5.0000000000E+000         3.7393547429E+001         -1.2199567792E+002        1.0000000000E+000         
1321423689.370            0                         963                       -5.8916698932E+000        -4.0804914744E+001        2.1987094332E+000         5.0000000000E+000         3.7393657834E+001         -1.2199567398E+002        1.0000000000E+000         
1321423690.296            0                         963                       -2.5569265636E+001        -4.0306479781E+001        2.1987799884E+000         5.0000000000E+000         3.7393763503E+001         -1.2199567020E+002        1.0000000000E+000         
1321423691.222            0                         963                       -7.7992025728E+000        -4.2001324718E+001        2.1983253923E+000         5.0000000000E+000         3.7393862820E+001         -1.2199566515E+002        1.0000000000E+000         
1321423692.278            0                         963                       -2.3625882962E+001        -4.3854189742E+001        2.1985436757E+000         5.0000000000E+000         3.7393962863E+001         -1.2199565979E+002        1.0000000000E+000         
1321423693.234            0                         963                       -1.6133452710E+001        -3.0640343638E+001        2.1970843018E+000         5.0000000000E+000         3.7394066514E+001         -1.2199565512E+002        1.0000000000E+000         
1321423693.848            0                         963                       -1.3211221950E+001        -3.4066816017E+001        2.1949146507E+000         5.0000000000E+000         3.7394176709E+001         -1.2199565005E+002        1.0000000000E+000         
1321423694.445            0                         963                       -1.3211221950E+001        -3.4066816017E+001        2.1949146507E+000         5.0000000000E+000         3.7394276243E+001         -1.2199564555E+002        1.0000000000E+000         
1321423695.391            0                         963                       -8.3370743611E+000        -3.7160275573E+001        2.1915241587E+000         5.0000000000E+000         3.7394374587E+001         -1.2199564133E+002        1.0000000000E+000         
1321423696.345            0                         963                       -2.4869231740E+001        -4.1744133496E+001        2.1894506641E+000         5.0000000000E+000         3.7394466800E+001         -1.2199563802E+002        1.0000000000E+000         
1321423697.288            0                         963                       -1.9064931629E+001        -4.5713084282E+001        2.1870170233E+000         5.0000000000E+000         3.7394559160E+001         -1.2199563414E+002        1.0000000000E+000         
1321423698.235            0                         963                       -1.4546880560E+001        -4.0023176649E+001        2.1860438708E+000         5.0000000000E+000         3.7394649300E+001         -1.2199563136E+002        1.0000000000E+000         
1321423699.303            0                         963                       -1.3635823898E+001        -3.7284343033E+001        2.1852238967E+000         5.0000000000E+000         3.7394735505E+001         -1.2199563230E+002        1.0000000000E+000         
1321423699.830            0                         963                       -1.4589760491E+001        -3.9823138419E+001        2.1847713976E+000         5.0000000000E+000         3.7394819981E+001         -1.2199563783E+002        1.0000000000E+000         
1321423700.448            0                         963                       -1.4589760491E+001        -3.9823138419E+001        2.1847713976E+000         5.0000000000E+000         3.7394904677E+001         -1.2199564485E+002        1.0000000000E+000         
1321423701.398            0                         963                       -4.8329922440E+000        -3.7237177700E+001        2.1842193014E+000         5.0000000000E+000         3.7394991960E+001         -1.2199564884E+002        1.0000000000E+000         
1321423702.337            0                         963                       -7.1018494000E+000        -3.7772728731E+001        2.1844015100E+000         5.0000000000E+000         3.7395089880E+001         -1.2199565021E+002        1.0000000000E+000         
1321423703.258            0                         963                       -2.2879677146E+001        -4.6821021457E+001        2.1832665326E+000         5.0000000000E+000         3.7395190506E+001         -1.2199565365E+002        1.0000000000E+000         
1321423704.310            0                         963                       1.2699182316E+000         -3.5804154950E+001        2.1833582752E+000         5.0000000000E+000         3.7395303773E+001         -1.2199565985E+002        1.0000000000E+000         
1321423705.261            0                         963                       -6.4579598188E+000        -4.3598658291E+001        2.1826745123E+000         5.0000000000E+000         3.7395440510E+001         -1.2199566718E+002        1.0000000000E+000         
1321423705.807            0                         963                       -1.8347420669E+001        -3.6044395705E+001        2.1823340909E+000         5.0000000000E+000         3.7395595383E+001         -1.2199567157E+002        1.0000000000E+000         
1321423706.420            0                         963                       -1.8347420669E+001        -3.6044395705E+001        2.1823340909E+000         5.0000000000E+000         3.7395770701E+001         -1.2199567115E+002        1.0000000000E+000         
1321423707.362            0                         963                       -6.0897194779E+000        -3.5305392519E+001        2.1823275753E+000         5.0000000000E+000         3.7395969588E+001         -1.2199566894E+002        1.0000000000E+000         
1321423708.317            0                         963                       -7.9771774809E+000        -3.8601755331E+001        2.1820252808E+000         5.0000000000E+000         3.7396152574E+001         -1.2199566841E+002        1.0000000000E+000         
1321423709.274            0                         963                       -1.2971438582E+001        -3.8207607378E+001        2.1831877287E+000         5.0000000000E+000         3.7396343499E+001         -1.2199566964E+002        1.0000000000E+000         
1321423710.206            0                         963                       1.0879201063E+000         -3.2996259852E+001        2.1827001205E+000         5.0000000000E+000         3.7396534725E+001         -1.2199567276E+002        1.0000000000E+000         
1321423711.260            0                         963                       -2.4466442357E+001        -3.9437330893E+001        2.1820778091E+000         5.0000000000E+000         3.7396731254E+001         -1.2199567890E+002        1.0000000000E+000         
1321423711.810            0                         963                       -1.0589398651E+001        -3.3527124463E+001        2.1821091492E+000         5.0000000000E+000         3.7396928940E+001         -1.2199568483E+002        1.0000000000E+000         
1321423712.406            0                         963                       -1.0589398651E+001        -3.3527124463E+001        2.1821091492E+000         5.0000000000E+000         3.7397127620E+001         -1.2199569029E+002        1.0000000000E+000         
1321423713.337            0                         963                       -2.1931958166E+001        -4.2811214334E+001        2.1822197035E+000         5.0000000000E+000         3.7397331304E+001         -1.2199569603E+002        1.0000000000E+000         
1321423714.280            0                         963                       -9.4177907007E+000        -4.1087540877E+001        2.1817364170E+000         5.0000000000E+000         3.7397534415E+001         -1.2199570071E+002        1.0000000000E+000         
1321423715.231            0                         963                       -9.3276249272E+000        -3.9864009186E+001        2.1821159404E+000         5.0000000000E+000         3.7397733406E+001         -1.2199570447E+002        1.0000000000E+000         
1321423716.166            0                         963                       3.3856563007E-001         -3.8806168240E+001        2.1809155090E+000         5.0000000000E+000         3.7397935484E+001         -1.2199570878E+002        1.0000000000E+000         
1321423717.098            0                         963                       -1.4924419102E+001        -4.1677937770E+001        2.1803967201E+000         5.0000000000E+000         3.7398145933E+001         -1.2199571192E+002        1.0000000000E+000         
1321423717.614            0                         963                       -2.2596068643E+001        -3.8992061179E+001        2.1810222184E+000         5.0000000000E+000         3.7398349423E+001         -1.2199570630E+002        1.0000000000E+000         
1321423718.220            0                         963                       -2.2596068643E+001        -3.8992061179E+001        2.1810222184E+000         5.0000000000E+000         3.7398546873E+001         -1.2199570225E+002        1.0000000000E+000         
1321423719.169            0                         963                       -1.1970903482E+001        -3.5331656316E+001        2.1814259160E+000         5.0000000000E+000         3.7398760947E+001         -1.2199570224E+002        1.0000000000E+000         
1321423720.101            0                         963                       -4.3231266439E+000        -3.7534599362E+001        2.1806215578E+000         5.0000000000E+000         3.7398976081E+001         -1.2199570511E+002        1.0000000000E+000         
1321423721.037            0                         963                       -1.0864433778E+001        -3.6324022430E+001        2.1803035485E+000         5.0000000000E+000         3.7399185279E+001         -1.2199570646E+002        1.0000000000E+000         
1321423722.085            0                         963                       -4.0863080377E+000        -3.5612955690E+001        2.1806671289E+000         5.0000000000E+000         3.7399406064E+001         -1.2199570838E+002        1.0000000000E+000         
1321423723.017            0                         963                       -2.5626164136E+001        -3.7407492002E+001        2.1800209055E+000         5.0000000000E+000         3.7399622214E+001         -1.2199571437E+002        1.0000000000E+000         
1321423723.583            0                         963                       -2.2401797332E+001        -4.0936555431E+001        2.1805214919E+000         5.0000000000E+000         3.7399826363E+001         -1.2199571698E+002        1.0000000000E+000         
1321423724.184            0                         963                       -2.2401797332E+001        -4.0936555431E+001        2.1805214919E+000         5.0000000000E+000         3.7400029971E+001         -1.2199571904E+002        1.0000000000E+000         
1321423725.121            0                         963                       -1.7507604899E+001        -3.6757337454E+001        2.1801518542E+000         5.0000000000E+000         3.7400225564E+001         -1.2199572166E+002        1.0000000000E+000         
1321423726.095            0                         963                       -1.8815825881E+001        -3.5420390723E+001        2.1798983984E+000         5.0000000000E+000         3.7400425341E+001         -1.2199572281E+002        1.0000000000E+000         
1321423727.027            0                         963                       -1.6180440385E+001        -3.5480209721E+001        2.1804451828E+000         5.0000000000E+000         3.7400626718E+001         -1.2199572231E+002        1.0000000000E+000         
1321423727.978            0                         963                       -1.1266692084E+001        -3.9667699929E+001        2.1803893850E+000         5.0467625899E+000         3.7400823894E+001         -1.2199572225E+002        1.0000000000E+000         
1321423728.915            0                         963                       4.2892639303E+000         -3.1355798716E+001        2.1776935291E+000         6.0000000000E+000         3.7401012642E+001         -1.2199572413E+002        1.0000000000E+000         
1321423729.421            0                         963                       -1.8590451224E+001        -3.1024074045E+001        2.2401152955E+000         6.0000000000E+000         3.7401199099E+001         -1.2199572552E+002        1.0000000000E+000         
1321423730.037            0                         963                       -1.8590451224E+001        -3.1024074045E+001        2.2401152955E+000         6.0000000000E+000         3.7401382000E+001         -1.2199572641E+002        1.0000000000E+000         
1321423730.982            0                         963                       -2.4466690294E+001        -3.7341924084E+001        2.4594587918E+000         6.0000000000E+000         3.7401563422E+001         -1.2199572810E+002        1.0000000000E+000         
1321423731.930            0                         963                       -2.0166538193E+001        -3.8365967419E+001        2.5592124153E+000         6.0000000000E+000         3.7401741121E+001         -1.2199573115E+002        1.0000000000E+000         
1321423732.880            0                         963                       -1.3438166985E+001        -3.6877825578E+001        2.5273343078E+000         6.0000000000E+000         3.7401905496E+001         -1.2199573560E+002        1.0000000000E+000         
1321423733.811            0                         963                       -1.7694159253E+001        -4.7259334273E+001        2.5066923249E+000         6.0000000000E+000         3.7402070727E+001         -1.2199574020E+002        1.0000000000E+000         
1321423734.862            0                         963                       -1.3027348685E+001        -4.1191586845E+001        2.4916219261E+000         6.0000000000E+000         3.7402237182E+001         -1.2199574496E+002        1.0000000000E+000         
1321423735.411            0                         963                       -1.5217630418E+001        -3.2446388500E+001        2.4731152900E+000         6.0000000000E+000         3.7402406856E+001         -1.2199574851E+002        1.0000000000E+000         
1321423736.023            0                         963                       -1.5217630418E+001        -3.2446388500E+001        2.4731152900E+000         6.0000000000E+000         3.7402589213E+001         -1.2199575119E+002        1.0000000000E+000         
1321423736.955            0                         963                       -6.4040739931E+000        -3.5396042358E+001        2.4374527983E+000         6.0000000000E+000         3.7402768456E+001         -1.2199575401E+002        1.0000000000E+000         
1321423737.892            0                         963                       -1.3742252494E+001        -3.6283388564E+001        2.3913706103E+000         6.0000000000E+000         3.7402942157E+001         -1.2199575734E+002        1.0000000000E+000         
1321423738.847            0                         963                       -8.0121874949E+000        -3.7906077767E+001        2.3367814263E+000         6.0000000000E+000         3.7403114060E+001         -1.2199576095E+002        1.0000000000E+000         
1321423739.778            0                         963                       -8.4710957891E+000        -4.2392547465E+001        2.2887759395E+000         6.0000000000E+000         3.7403290712E+001         -1.2199576574E+002        1.0000000000E+000         
1321423740.724            0                         963                       -1.3491438350E+001        -3.9065307523E+001        2.2541906997E+000         6.0000000000E+000         3.7403473505E+001         -1.2199577392E+002        1.0000000000E+000         
1321423741.222            0                         963                       -2.6489147319E+001        -4.5384997431E+001        2.2303104829E+000         6.0000000000E+000         3.7403663808E+001         -1.2199578923E+002        1.0000000000E+000         
1321423741.828            0                         963                       -2.6489147319E+001        -4.5384997431E+001        2.2303104829E+000         6.0000000000E+000         3.7403839374E+001         -1.2199581276E+002        1.0000000000E+000         
1321423742.785            0                         963                       -1.6543626158E+001        -4.3626856345E+001        2.2123715598E+000         6.0000000000E+000         3.7404005968E+001         -1.2199584141E+002        1.0000000000E+000         
1321423743.737            0                         963                       5.3858257506E-001         -3.2675225365E+001        2.2029756349E+000         6.0000000000E+000         3.7404172649E+001         -1.2199587527E+002        1.0000000000E+000         
1321423744.678            0                         963                       -3.9498852825E+000        -3.5451907232E+001        2.1958378147E+000         6.0000000000E+000         3.7404345444E+001         -1.2199591586E+002        1.0000000000E+000         
1321423745.609            0                         963                       5.7803250500E+000         -3.0997437470E+001        2.1915589647E+000         6.0000000000E+000         3.7404521888E+001         -1.2199596274E+002        1.0000000000E+000         
1321423746.673            0                         963                       1.0447547636E+000         -3.1572163675E+001        2.1880149385E+000         6.0000000000E+000         3.7404705562E+001         -1.2199601742E+002        1.0000000000E+000         
1321423747.200            0                         963                       -9.0340032818E+000        -4.0469507383E+001        2.1842889535E+000         6.0000000000E+000         3.7404893335E+001         -1.2199608187E+002        1.0000000000E+000         
1321423747.808            0                         963                       -9.0340032818E+000        -4.0469507383E+001        2.1842889535E+000         6.0000000000E+000         3.7405074814E+001         -1.2199615220E+002        1.0000000000E+000         
1321423748.741            0                         963                       -1.8359176170E+000        -3.0303032392E+001        2.1813619190E+000         6.0000000000E+000         3.7405252458E+001         -1.2199622682E+002        1.0000000000E+000         
1321423749.689            0                         963                       -1.7940654541E+001        -4.0233849365E+001        2.1793821000E+000         6.0000000000E+000         3.7405428445E+001         -1.2199630648E+002        1.0000000000E+000         
1321423750.643            0                         963                       -1.6293919706E+001        -4.3786724124E+001        2.1777149621E+000         6.0000000000E+000         3.7405603612E+001         -1.2199639338E+002        1.0000000000E+000         
1321423751.598            0                         963                       1.0287730976E+000         -3.9133754834E+001        2.1754869287E+000         6.0000000000E+000         3.7405777669E+001         -1.2199648671E+002        1.0000000000E+000         
1321423752.696            0                         963                       -5.6421457383E+000        -3.6842262493E+001        2.1741592771E+000         6.0000000000E+000         3.7405948676E+001         -1.2199658322E+002        1.0000000000E+000         
1321423753.216            0                         963                       -1.8092323697E+001        -4.8353523767E+001        2.1722173231E+000         6.0000000000E+000         3.7406130945E+001         -1.2199669010E+002        1.0000000000E+000         
1321423753.842            0                         963                       -1.8092323697E+001        -4.8353523767E+001        2.1722173231E+000         6.0000000000E+000         3.7406310841E+001         -1.2199679707E+002        1.0000000000E+000         
1321423754.790            0                         963                       -2.8658557444E+001        -4.6533567200E+001        2.1712061440E+000         6.0000000000E+000         3.7406493850E+001         -1.2199690737E+002        1.0000000000E+000         
1321423755.734            0                         963                       -1.7862668386E+001        -3.7452329824E+001        2.1701692822E+000         6.0000000000E+000         3.7406680013E+001         -1.2199702578E+002        1.0000000000E+000         
1321423756.667            0                         963                       -1.5221710547E+001        -4.1976812285E+001        2.1695318739E+000         6.0000000000E+000         3.7406865586E+001         -1.2199714602E+002        1.0000000000E+000         
1321423757.614            0                         963                       -4.2614690660E+000        -3.0850452352E+001        2.1679037787E+000         6.0000000000E+000         3.7407070269E+001         -1.2199727728E+002        1.0000000000E+000         
1321423758.677            0                         963                       -1.7071758821E+001        -3.4009480677E+001        2.1680806669E+000         6.0000000000E+000         3.7407265236E+001         -1.2199740097E+002        1.0000000000E+000         
1321423759.213            0                         963                       -7.1533346132E+000        -3.0135310694E+001        2.1669539632E+000         6.0000000000E+000         3.7407459509E+001         -1.2199752437E+002        1.0000000000E+000         
1321423759.820            0                         963                       -7.1533346132E+000        -3.0135310694E+001        2.1669539632E+000         6.0000000000E+000         3.7407654842E+001         -1.2199764872E+002        1.0000000000E+000         
1321423760.757            0                         963                       -1.8222417806E+001        -4.0586224215E+001        2.1661602389E+000         5.4676258993E+000         3.7407861938E+001         -1.2199777976E+002        1.0000000000E+000         
1321423761.707            0                         963                       -1.3060382158E+001        -3.9137646660E+001        2.1649942064E+000         2.0000000000E+000         3.7408063959E+001         -1.2199790621E+002        1.0000000000E+000         
1321423762.651            0                         963                       -1.1126076676E+001        -3.6481056586E+001        2.1653254305E+000         2.0000000000E+000         3.7408277595E+001         -1.2199803766E+002        1.0000000000E+000         
1321423763.598            0                         963                       -1.7586264353E+002        3.5894230005E+001         2.6961947105E+000         2.0000000000E+000         3.7408486268E+001         -1.2199816688E+002        1.0000000000E+000         
1321423764.661            0                         963                       3.0222269090E+001         -5.4668863978E+001        7.0773181723E+000         3.7553956835E+000         3.7408690522E+001         -1.2199829311E+002        1.0000000000E+000         
1321423765.209            0                         963                       -1.7777509739E+001        -3.7269752675E+001        8.3927638791E+000         6.0000000000E+000         3.7408888180E+001         -1.2199841519E+002        1.0000000000E+000         
1321423765.824            0                         963                       -1.7777509739E+001        -3.7269752675E+001        8.3927638791E+000         6.0000000000E+000         3.7409076919E+001         -1.2199853253E+002        1.0000000000E+000         
1321423766.756            0                         963                       -6.5941360602E+001        -2.2685506299E+001        5.4385012606E+000         6.0000000000E+000         3.7409258920E+001         -1.2199864655E+002        1.0000000000E+000         
1321423767.686            0                         963                       -6.1137047715E+001        -3.2519911789E+001        3.2051669931E+000         6.0000000000E+000         3.7409437283E+001         -1.2199875847E+002        1.0000000000E+000         
1321423768.624            0                         963                       -2.9533543471E+001        -3.8834890579E+001        2.9557124965E+000         6.0000000000E+000         3.7409612423E+001         -1.2199886840E+002        1.0000000000E+000         
1321423769.683            0                         963                       -7.7425309708E+000        -3.4009833027E+001        2.8800849682E+000         6.0000000000E+000         3.7409788123E+001         -1.2199898288E+002        1.0000000000E+000         
1321423770.628            0                         963                       -1.6323063420E+001        -3.7388646920E+001        2.8362247698E+000         6.0000000000E+000         3.7409964391E+001         -1.2199910328E+002        1.0000000000E+000         
1321423771.200            0                         963                       -2.0619805076E+001        -3.4073546788E+001        2.8134399525E+000         5.8273381295E+000         3.7410141815E+001         -1.2199922390E+002        1.0000000000E+000         
1321423771.825            0                         963                       -2.0619805076E+001        -3.4073546788E+001        2.8134399525E+000         5.0000000000E+000         3.7410330975E+001         -1.2199934774E+002        1.0000000000E+000         
1321423772.801            0                         963                       -1.3440122509E+001        -3.9285308926E+001        2.8042474170E+000         5.0000000000E+000         3.7410501998E+001         -1.2199945790E+002        1.0000000000E+000         
1321423773.754            0                         963                       -1.9679875510E+001        -4.4077721983E+001        2.7985893542E+000         5.0000000000E+000         3.7410667832E+001         -1.2199956347E+002        1.0000000000E+000         
1321423774.825            0                         963                       -2.6605751969E+001        -3.6480292291E+001        2.8064221038E+000         5.0000000000E+000         3.7410834289E+001         -1.2199966944E+002        1.0000000000E+000         
1321423775.751            0                         963                       -2.3979534057E+001        -3.6425586734E+001        2.7821348961E+000         5.0000000000E+000         3.7410986442E+001         -1.2199976635E+002        1.0000000000E+000         
1321423776.691            0                         963                       -9.0093377101E+000        -3.5615141384E+001        2.7718888158E+000         5.0000000000E+000         3.7411138470E+001         -1.2199986254E+002        1.0000000000E+000         
1321423777.220            0                         963                       -1.4356280864E+001        -3.8133047541E+001        2.7673636358E+000         5.0000000000E+000         3.7411273916E+001         -1.2199994719E+002        1.0000000000E+000         
1321423777.832            0                         963                       -1.4356280864E+001        -3.8133047541E+001        2.7673636358E+000         5.0000000000E+000         3.7411390846E+001         -1.2200001983E+002        1.0000000000E+000         
1321423778.797            0                         963                       -2.7983729139E+001        -4.4629999862E+001        2.7658049214E+000         5.0000000000E+000         3.7411492836E+001         -1.2200008291E+002        1.0000000000E+000         
1321423779.765            0                         963                       -2.2430210330E+001        -3.4659232985E+001        2.7675098579E+000         5.0000000000E+000         3.7411580717E+001         -1.2200013765E+002        1.0000000000E+000         
1321423780.823            0                         963                       -1.3526885878E+001        -3.3442970470E+001        2.7726657636E+000         5.0000000000E+000         3.7411657917E+001         -1.2200018559E+002        1.0000000000E+000         
1321423781.745            0                         963                       -2.1650708813E+001        -4.1228019526E+001        2.7801225084E+000         5.0000000000E+000         3.7411729347E+001         -1.2200022885E+002        1.0000000000E+000         
1321423782.687            0                         963                       -2.5753479090E+001        -3.9045275645E+001        2.7866522023E+000         5.0000000000E+000         3.7411797545E+001         -1.2200027093E+002        1.0000000000E+000         
1321423783.210            0                         963                       -1.8069147335E+001        -3.8468547165E+001        2.7932013024E+000         5.0000000000E+000         3.7411850640E+001         -1.2200031309E+002        1.0000000000E+000         
1321423783.826            0                         963                       -1.8069147335E+001        -3.8468547165E+001        2.7932013024E+000         5.0000000000E+000         3.7411885923E+001         -1.2200036970E+002        1.0000000000E+000         
1321423784.796            0                         963                       -1.7502674217E+000        -3.8371244470E+001        2.7990816233E+000         5.0000000000E+000         3.7411898073E+001         -1.2200044161E+002        1.0000000000E+000         
1321423785.734            0                         963                       -1.5421880466E+001        -3.3868090039E+001        2.8038895927E+000         5.0000000000E+000         3.7411886384E+001         -1.2200052940E+002        1.0000000000E+000         
1321423786.675            0                         963                       -2.2771492535E+001        -4.2169331698E+001        2.8081297938E+000         5.0000000000E+000         3.7411854839E+001         -1.2200063080E+002        1.0000000000E+000         
1321423787.635            0                         963                       -2.2322581960E+001        -3.6933540803E+001        2.8142002333E+000         5.0000000000E+000         3.7411811532E+001         -1.2200075133E+002        1.0000000000E+000         
1321423788.705            0                         963                       -2.2964989166E+001        -3.6383155749E+001        2.8219242725E+000         5.0000000000E+000         3.7411765939E+001         -1.2200088348E+002        1.0000000000E+000         
1321423789.223            0                         963                       -2.1007594833E+001        -4.0381945194E+001        2.8316534769E+000         5.0000000000E+000         3.7411723466E+001         -1.2200102644E+002        1.0000000000E+000         
1321423789.848            0                         963                       -2.1007594833E+001        -4.0381945194E+001        2.8316534769E+000         5.0000000000E+000         3.7411689174E+001         -1.2200118243E+002        1.0000000000E+000         
1321423790.827            0                         963                       -2.7515176332E+001        -4.2125922369E+001        2.8475005227E+000         5.0000000000E+000         3.7411670079E+001         -1.2200134585E+002        1.0000000000E+000         
