# DateTime,20170420_100408
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49450.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15893.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47350.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,17993.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,210.57,685.0035,0.6662,5739.2626,3.88,4563.6708,314.49596
,,3000,204.58,0.1906,0.7885,5739.2627,1.30,1.5031,0.10509
,,4000,204.58,0.1161,0.7889,5739.2626,1.31,0.9156,0.06401
,,5000,204.54,0.0935,0.7893,5739.2626,1.37,0.7381,0.05161
,,6000,204.37,0.0804,0.7895,5739.2626,1.35,0.6345,0.04438
,,7000,202.35,0.0622,0.7897,5739.2626,1.35,0.4913,0.03454
,,8000,198.61,0.0536,0.7899,5739.2626,1.37,0.4230,0.03002
,,9000,190.48,0.0443,0.7900,5739.2626,1.51,0.3498,0.02534
,,10000,180.21,0.0397,0.7902,5739.2626,1.58,0.3139,0.02339
,,11000,163.40,0.0356,0.7903,5739.2626,1.67,0.2813,0.02201
,,12000,149.43,0.0310,0.7905,5739.2626,1.75,0.2451,0.02005
,,13000,128.68,0.0296,0.7905,5739.2627,1.78,0.2338,0.02061
,,14000,113.51,0.0271,0.7905,5739.2627,1.89,0.2146,0.02014
,,15000,99.58,0.0280,0.7905,5739.2627,1.88,0.2211,0.02216
,,16000,84.35,0.0287,0.7905,5739.2627,1.81,0.2268,0.02469
