# DateTime,20170412_083115
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49546.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15989.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47446.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18089.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,158.30,35.0798,0.8170,5739.2626,1.77,286.6076,22.77945
,,3000,204.54,0.0991,0.8024,5739.2626,1.25,0.7952,0.05560
,,4000,204.54,0.0563,0.8025,5739.2626,1.28,0.4521,0.03161
,,5000,204.58,0.0399,0.8025,5739.2626,1.31,0.3206,0.02241
,,6000,204.54,0.0338,0.8026,5739.2626,1.25,0.2716,0.01899
,,7000,204.37,0.0314,0.8027,5739.2626,1.35,0.2521,0.01763
,,8000,204.54,0.0287,0.8028,5739.2626,1.34,0.2307,0.01613
,,9000,204.58,0.0276,0.8029,5739.2626,1.43,0.2215,0.01549
,,10000,203.96,0.0248,0.8029,5739.2626,1.34,0.1995,0.01397
,,11000,202.92,0.0206,0.8030,5739.2626,1.41,0.1657,0.01163
,,12000,199.96,0.0182,0.8031,5739.2626,1.42,0.1465,0.01036
,,13000,196.50,0.0166,0.8031,5739.2626,1.47,0.1329,0.00948
,,14000,194.86,0.0155,0.8031,5739.2626,1.54,0.1242,0.00890
,,15000,186.46,0.0165,0.8031,5739.2626,1.56,0.1328,0.00973
,,16000,179.28,0.0159,0.8030,5739.2626,1.65,0.1278,0.00954
