EPOCH_TIME                ALARM_STATUS              GPS_ABS_LONG              GPS_ABS_LAT               CH4                       
1316238595.530            0                         -1.2240370109e+02         3.7636726444e+01          1.8110338996e+00          
1316238596.649            0                         -1.2240418544e+02         3.7637383819e+01          1.8127045376e+00          
1316238597.740            0                         -1.2240427578e+02         3.7637592945e+01          1.8162330747e+00          
1316238598.863            0                         -1.2240441027e+02         3.7637822790e+01          1.8202510004e+00          
1316238599.966            0                         -1.2240454012e+02         3.7638051595e+01          1.8228376280e+00          
1316238600.999            0                         -1.2240466093e+02         3.7638267527e+01          1.8280903042e+00          
1316238602.079            0                         -1.2240478621e+02         3.7638492427e+01          1.8299766210e+00          
1316238603.149            0                         -1.2240490253e+02         3.7638717890e+01          1.8287471860e+00          
1316238604.212            0                         -1.2240501195e+02         3.7638944374e+01          1.8254153423e+00          
1316238605.281            0                         -1.2240511606e+02         3.7639174747e+01          1.8251395755e+00          
1316238606.386            0                         -1.2240521798e+02         3.7639416355e+01          1.8250566748e+00          
1316238607.507            0                         -1.2240531477e+02         3.7639665511e+01          1.8246278526e+00          
1316238608.596            0                         -1.2240540161e+02         3.7639911640e+01          1.8205867642e+00          
1316238609.696            0                         -1.2240548351e+02         3.7640163244e+01          1.8177711086e+00          
1316238610.766            0                         -1.2240555805e+02         3.7640410226e+01          1.8165067360e+00          
1316238611.898            0                         -1.2240562952e+02         3.7640675184e+01          1.8182433765e+00          
1316238612.975            0                         -1.2240568887e+02         3.7640931060e+01          1.8203836706e+00          
1316238614.071            0                         -1.2240574267e+02         3.7641194542e+01          1.8213600448e+00          
1316238615.189            0                         -1.2240579281e+02         3.7641466231e+01          1.8201291246e+00          
1316238616.313            0                         -1.2240583679e+02         3.7641741040e+01          1.8180908958e+00          
1316238617.403            0                         -1.2240587459e+02         3.7642007531e+01          1.8196719173e+00          
1316238618.520            0                         -1.2240590812e+02         3.7642282654e+01          1.8181137575e+00          
1316238619.608            0                         -1.2240593422e+02         3.7642554407e+01          1.8186967714e+00          
1316238620.697            0                         -1.2240595767e+02         3.7642828115e+01          1.8267925225e+00          
1316238621.766            0                         -1.2240598066e+02         3.7643097100e+01          1.8348020035e+00          
1316238622.792            0                         -1.2240600212e+02         3.7643355098e+01          1.8409131903e+00          
1316238623.864            0                         -1.2240602244e+02         3.7643624526e+01          1.8426875848e+00          
1316238624.972            0                         -1.2240604371e+02         3.7643902730e+01          1.8430914595e+00          
1316238626.074            0                         -1.2240606939e+02         3.7644178474e+01          1.8382181367e+00          
1316238627.146            0                         -1.2240609733e+02         3.7644446015e+01          1.8395883113e+00          
1316238628.270            0                         -1.2240612580e+02         3.7644727050e+01          1.8659476458e+00          
1316238629.393            0                         -1.2240615198e+02         3.7645009005e+01          1.9162275299e+00          
1316238630.523            0                         -1.2240617653e+02         3.7645293336e+01          1.9370229219e+00          
1316238631.669            0                         -1.2240620068e+02         3.7645581138e+01          2.1386676581e+00          
1316238632.781            0                         -1.2240622421e+02         3.7645858623e+01          2.2132774565e+00          
1316238633.887            0                         -1.2240624857e+02         3.7646133443e+01          2.0138848366e+00          
1316238635.017            0                         -1.2240627459e+02         3.7646413586e+01          1.9124088871e+00          
1316238636.135            0                         -1.2240629965e+02         3.7646690255e+01          1.8641909272e+00          
1316238637.234            0                         -1.2240632289e+02         3.7646961680e+01          1.8381055347e+00          
1316238638.342            0                         -1.2240634578e+02         3.7647234538e+01          1.8280078921e+00          
