EPOCH_TIME                ALARM_STATUS              GPS_ABS_LONG              GPS_ABS_LAT               CH4                       
1317074022.226            0                         -1.2197788694e+02         3.7380763799e+01          1.8387906141e+00          
1317074023.267            0                         -1.2197788727e+02         3.7380764404e+01          1.8375515291e+00          
1317074024.317            0                         -1.2197788757e+02         3.7380764973e+01          1.8379153427e+00          
1317074025.329            0                         -1.2197788787e+02         3.7380765488e+01          1.8374807488e+00          
1317074026.346            0                         -1.2197788815e+02         3.7380765315e+01          1.8374547455e+00          
1317074027.380            0                         -1.2197788842e+02         3.7380759036e+01          1.8366102686e+00          
1317074028.416            0                         -1.2197788858e+02         3.7380736328e+01          1.8358312840e+00          
1317074029.480            0                         -1.2197788831e+02         3.7380693292e+01          1.8350263544e+00          
1317074030.521            0                         -1.2197788774e+02         3.7380634374e+01          1.8348890845e+00          
1317074031.554            0                         -1.2197788670e+02         3.7380559858e+01          1.8360842285e+00          
1317074032.595            0                         -1.2197788561e+02         3.7380469877e+01          1.8367760548e+00          
1317074033.622            0                         -1.2197788462e+02         3.7380368576e+01          1.8353020153e+00          
1317074034.651            0                         -1.2197788420e+02         3.7380254776e+01          1.8359119284e+00          
1317074035.703            0                         -1.2197788379e+02         3.7380128793e+01          1.8331403183e+00          
1317074036.742            0                         -1.2197788284e+02         3.7379995517e+01          1.8310616135e+00          
1317074037.789            0                         -1.2197788192e+02         3.7379854424e+01          1.8306410101e+00          
1317074038.808            0                         -1.2197788136e+02         3.7379709974e+01          1.8288382866e+00          
1317074039.845            0                         -1.2197788162e+02         3.7379555117e+01          1.8294692734e+00          
1317074040.925            0                         -1.2197788237e+02         3.7379388414e+01          1.8291672268e+00          
1317074042.008            0                         -1.2197788273e+02         3.7379217379e+01          1.8276453326e+00          
1317074043.111            0                         -1.2197788289e+02         3.7379040203e+01          1.8272389021e+00          
1317074044.176            0                         -1.2197788217e+02         3.7378866708e+01          1.8239109209e+00          
1317074045.216            0                         -1.2197788282e+02         3.7378692785e+01          1.8218194339e+00          
1317074046.248            0                         -1.2197788396e+02         3.7378521580e+01          1.8212290921e+00          
1317074047.288            0                         -1.2197788501e+02         3.7378348527e+01          1.8211492014e+00          
1317074048.338            0                         -1.2197788643e+02         3.7378174058e+01          1.8241091980e+00          
1317074049.368            0                         -1.2197788837e+02         3.7378006218e+01          1.8278585045e+00          
1317074050.399            0                         -1.2197789019e+02         3.7377838503e+01          1.8272147412e+00          
1317074051.513            0                         -1.2197789154e+02         3.7377661003e+01          1.8260365848e+00          
1317074052.604            0                         -1.2197789261e+02         3.7377491113e+01          1.8264307628e+00          
1317074053.694            0                         -1.2197789369e+02         3.7377325706e+01          1.8275521913e+00          
1317074054.720            0                         -1.2197789561e+02         3.7377173409e+01          1.8287371744e+00          
1317074055.761            0                         -1.2197789704e+02         3.7377023381e+01          1.8291203994e+00          
1317074056.858            0                         -1.2197789891e+02         3.7376876626e+01          1.8291255785e+00          
1317074057.920            0                         -1.2197790485e+02         3.7376752045e+01          1.8294546421e+00          
1317074058.971            0                         -1.2197791874e+02         3.7376648174e+01          1.8277849704e+00          
1317074060.051            0                         -1.2197794697e+02         3.7376563794e+01          1.8285437956e+00          
1317074061.129            0                         -1.2197799480e+02         3.7376504654e+01          1.8316279237e+00          
1317074062.208            0                         -1.2197806337e+02         3.7376470191e+01          1.8342203337e+00          
1317074063.278            0                         -1.2197814670e+02         3.7376459700e+01          1.8314274642e+00          
1317074064.396            0                         -1.2197824773e+02         3.7376474515e+01          1.8291333871e+00          
1317074065.492            0                         -1.2197835487e+02         3.7376512788e+01          1.8273776418e+00          
1317074066.580            0                         -1.2197846898e+02         3.7376568605e+01          1.8232778137e+00          
1317074067.635            0                         -1.2197859142e+02         3.7376633651e+01          1.8226252247e+00          
1317074068.720            0                         -1.2197872880e+02         3.7376707536e+01          1.8227642799e+00          
1317074069.751            0                         -1.2197886933e+02         3.7376786714e+01          1.8246127383e+00          
1317074070.817            0                         -1.2197901889e+02         3.7376877747e+01          1.8242754353e+00          
1317074071.899            0                         -1.2197917487e+02         3.7376977999e+01          1.8245532075e+00          
1317074073.021            0                         -1.2197934478e+02         3.7377087273e+01          1.8250859233e+00          
1317074074.124            0                         -1.2197951787e+02         3.7377195480e+01          1.8226824474e+00          
1317074075.190            0                         -1.2197969152e+02         3.7377297956e+01          1.8227696660e+00          
1317074076.225            0                         -1.2197986908e+02         3.7377394690e+01          1.8233069248e+00          
1317074077.280            0                         -1.2198005968e+02         3.7377488347e+01          1.8245719889e+00          
1317074078.333            0                         -1.2198026474e+02         3.7377573048e+01          1.8249391612e+00          
1317074079.440            0                         -1.2198048707e+02         3.7377649131e+01          1.8257686427e+00          
1317074080.501            0                         -1.2198070742e+02         3.7377711575e+01          1.8261743909e+00          
1317074081.559            0                         -1.2198093145e+02         3.7377763067e+01          1.8287147072e+00          
1317074082.621            0                         -1.2198116009e+02         3.7377803659e+01          1.8271618369e+00          
1317074083.694            0                         -1.2198139694e+02         3.7377832514e+01          1.8275964430e+00          
1317074084.782            0                         -1.2198163700e+02         3.7377849407e+01          1.8280105661e+00          
1317074085.864            0                         -1.2198188014e+02         3.7377856922e+01          1.8292115697e+00          
1317074086.949            0                         -1.2198212567e+02         3.7377858604e+01          1.8261548075e+00          
1317074088.023            0                         -1.2198236890e+02         3.7377857860e+01          1.8248183469e+00          
1317074089.062            0                         -1.2198260733e+02         3.7377856242e+01          1.8202922492e+00          
1317074090.102            0                         -1.2198284437e+02         3.7377854062e+01          1.8215186800e+00          
1317074091.192            0                         -1.2198309054e+02         3.7377851959e+01          1.8204538328e+00          
1317074092.273            0                         -1.2198333276e+02         3.7377850059e+01          1.8215825971e+00          
1317074093.310            0                         -1.2198356046e+02         3.7377847981e+01          1.8212282994e+00          
1317074094.407            0                         -1.2198380621e+02         3.7377845399e+01          1.8220397251e+00          
1317074095.519            0                         -1.2198405676e+02         3.7377842604e+01          1.8239426534e+00          
1317074096.583            0                         -1.2198429626e+02         3.7377840968e+01          1.8218047970e+00          
1317074097.636            0                         -1.2198453295e+02         3.7377839389e+01          1.8184132037e+00          
1317074098.715            0                         -1.2198477447e+02         3.7377836646e+01          1.8194301212e+00          
1317074099.781            0                         -1.2198501334e+02         3.7377832554e+01          1.8207066451e+00          
1317074100.834            0                         -1.2198524741e+02         3.7377828656e+01          1.8214583856e+00          
1317074101.907            0                         -1.2198548334e+02         3.7377826788e+01          1.8198915372e+00          
1317074103.008            0                         -1.2198572540e+02         3.7377825911e+01          1.8226963510e+00          
1317074104.078            0                         -1.2198596050e+02         3.7377824439e+01          1.8221516738e+00          
1317074105.116            0                         -1.2198618641e+02         3.7377823849e+01          1.8221727934e+00          
1317074106.146            0                         -1.2198640473e+02         3.7377823096e+01          1.8210956993e+00          
1317074107.206            0                         -1.2198662895e+02         3.7377822373e+01          1.8221824948e+00          
1317074108.248            0                         -1.2198684676e+02         3.7377821667e+01          1.8237222432e+00          
1317074109.325            0                         -1.2198706877e+02         3.7377820598e+01          1.8240694472e+00          
1317074110.392            0                         -1.2198728677e+02         3.7377819001e+01          1.8260848021e+00          
1317074111.489            0                         -1.2198751145e+02         3.7377817078e+01          1.8384169316e+00          
1317074112.562            0                         -1.2198772729e+02         3.7377815409e+01          1.8397160877e+00          
1317074113.599            0                         -1.2198793619e+02         3.7377813072e+01          1.8315317095e+00          
1317074114.678            0                         -1.2198815616e+02         3.7377810139e+01          1.8264981260e+00          
1317074115.797            0                         -1.2198838866e+02         3.7377808031e+01          1.8260071526e+00          
1317074116.884            0                         -1.2198861815e+02         3.7377807176e+01          1.8267947218e+00          
1317074117.950            0                         -1.2198884405e+02         3.7377807340e+01          1.8243935775e+00          
1317074119.044            0                         -1.2198908108e+02         3.7377807581e+01          1.8263068580e+00          
1317074120.144            0                         -1.2198932311e+02         3.7377806050e+01          1.8290122840e+00          
1317074121.243            0                         -1.2198956439e+02         3.7377803474e+01          1.8305007941e+00          
1317074122.318            0                         -1.2198980201e+02         3.7377800806e+01          1.8315237588e+00          
1317074123.375            0                         -1.2199003102e+02         3.7377797861e+01          1.8302480578e+00          
1317074124.416            0                         -1.2199025304e+02         3.7377796033e+01          1.8287778735e+00          
1317074125.489            0                         -1.2199047962e+02         3.7377794563e+01          1.8269174570e+00          
1317074126.540            0                         -1.2199070273e+02         3.7377792756e+01          1.8238495222e+00          
1317074127.554            0                         -1.2199091982e+02         3.7377790927e+01          1.8250702988e+00          
1317074128.596            0                         -1.2199114373e+02         3.7377788449e+01          1.8240746490e+00          
1317074129.644            0                         -1.2199137162e+02         3.7377786963e+01          1.8222543140e+00          
1317074130.694            0                         -1.2199159833e+02         3.7377786804e+01          1.8217923457e+00          
1317074131.765            0                         -1.2199182671e+02         3.7377788405e+01          1.8195756878e+00          
1317074132.846            0                         -1.2199205683e+02         3.7377791827e+01          1.8208119833e+00          
1317074133.908            0                         -1.2199228137e+02         3.7377795754e+01          1.8218238835e+00          
1317074134.949            0                         -1.2199250054e+02         3.7377798924e+01          1.8253668363e+00          
1317074136.011            0                         -1.2199272519e+02         3.7377800129e+01          1.8271384015e+00          
1317074137.073            0                         -1.2199294806e+02         3.7377799807e+01          1.8268099535e+00          
1317074138.140            0                         -1.2199316533e+02         3.7377799451e+01          1.8227119687e+00          
1317074139.241            0                         -1.2199337379e+02         3.7377799198e+01          1.8213283762e+00          
1317074140.301            0                         -1.2199355282e+02         3.7377798923e+01          1.8230441730e+00          
1317074141.364            0                         -1.2199370404e+02         3.7377803909e+01          1.8246010346e+00          
1317074142.437            0                         -1.2199382469e+02         3.7377821141e+01          1.8261949406e+00          
1317074143.510            0                         -1.2199391248e+02         3.7377856270e+01          1.8284915623e+00          
1317074144.566            0                         -1.2199397338e+02         3.7377914615e+01          1.8310813817e+00          
1317074145.657            0                         -1.2199400831e+02         3.7377991448e+01          1.8305160774e+00          
1317074146.716            0                         -1.2199401869e+02         3.7378078880e+01          1.8319466474e+00          
1317074147.790            0                         -1.2199401242e+02         3.7378174478e+01          1.8299334008e+00          
1317074148.853            0                         -1.2199400809e+02         3.7378236152e+01          1.8313358775e+00          
1317074149.948            0                         -1.2199400835e+02         3.7378377127e+01          1.8321087025e+00          
1317074150.995            0                         -1.2199400925e+02         3.7378516220e+01          1.8294205320e+00          
1317074152.086            0                         -1.2199400952e+02         3.7378554264e+01          1.8267835555e+00          
1317074153.130            0                         -1.2199401795e+02         3.7378760451e+01          1.8253531465e+00          
1317074154.174            0                         -1.2199403756e+02         3.7378905727e+01          1.8236852490e+00          
1317074155.251            0                         -1.2199406202e+02         3.7379003486e+01          1.8214747907e+00          
1317074156.305            0                         -1.2199411178e+02         3.7379080544e+01          1.8259196113e+00          
1317074157.365            0                         -1.2199419094e+02         3.7379136952e+01          1.8280799650e+00          
1317074158.448            0                         -1.2199429156e+02         3.7379173994e+01          1.8300658612e+00          
1317074159.552            0                         -1.2199441517e+02         3.7379188503e+01          1.8285164333e+00          
1317074160.636            0                         -1.2199455534e+02         3.7379191100e+01          1.8306033959e+00          
1317074161.681            0                         -1.2199470422e+02         3.7379191676e+01          1.8306741895e+00          
1317074162.755            0                         -1.2199486501e+02         3.7379188833e+01          1.8294786820e+00          
1317074163.840            0                         -1.2199503085e+02         3.7379186273e+01          1.8330627583e+00          
1317074164.953            0                         -1.2199519480e+02         3.7379185848e+01          1.8336824626e+00          
1317074166.019            0                         -1.2199533630e+02         3.7379185402e+01          1.8320405992e+00          
1317074167.112            0                         -1.2199546023e+02         3.7379198446e+01          1.8323609301e+00          
1317074168.185            0                         -1.2199555732e+02         3.7379204537e+01          1.8342713020e+00          
1317074169.290            0                         -1.2199563444e+02         3.7379212046e+01          1.8309673481e+00          
1317074170.351            0                         -1.2199568489e+02         3.7379297724e+01          1.8290399782e+00          
1317074171.458            0                         -1.2199571839e+02         3.7379384563e+01          1.8282415030e+00          
1317074172.553            0                         -1.2199573519e+02         3.7379479617e+01          1.8267919520e+00          
1317074173.624            0                         -1.2199574128e+02         3.7379577195e+01          1.8233228154e+00          
1317074174.676            0                         -1.2199574707e+02         3.7379678896e+01          1.8212798960e+00          
1317074175.754            0                         -1.2199575319e+02         3.7379788989e+01          1.8228949734e+00          
1317074176.897            0                         -1.2199576245e+02         3.7379904408e+01          1.8247758317e+00          
1317074177.998            0                         -1.2199576841e+02         3.7380005449e+01          1.8270704676e+00          
1317074179.110            0                         -1.2199576924e+02         3.7380093147e+01          1.8288443562e+00          
1317074180.204            0                         -1.2199576780e+02         3.7380165944e+01          1.8291402938e+00          
1317074181.306            0                         -1.2199576630e+02         3.7380224404e+01          1.8280389207e+00          
1317074182.402            0                         -1.2199576533e+02         3.7380268893e+01          1.8274387043e+00          
1317074183.478            0                         -1.2199576448e+02         3.7380299295e+01          1.8279393149e+00          
1317074184.548            0                         -1.2199576379e+02         3.7380316616e+01          1.8297539087e+00          
1317074185.615            0                         -1.2199576338e+02         3.7380323928e+01          1.8393907551e+00          
1317074186.661            0                         -1.2199576305e+02         3.7380325396e+01          1.8490766874e+00          
1317074187.725            0                         -1.2199576286e+02         3.7380325074e+01          1.8484754256e+00          
1317074188.838            0                         -1.2199576273e+02         3.7380324778e+01          1.8415188781e+00          
1317074189.917            0                         -1.2199576264e+02         3.7380324541e+01          1.8354557945e+00          
1317074190.973            0                         -1.2199576257e+02         3.7380324350e+01          1.8325081806e+00          
1317074192.060            0                         -1.2199576257e+02         3.7380324194e+01          1.8318271074e+00          
1317074193.146            0                         -1.2199576262e+02         3.7380324008e+01          1.8301358126e+00          
1317074194.249            0                         -1.2199576273e+02         3.7380323837e+01          1.8287694580e+00          
1317074195.350            0                         -1.2199576277e+02         3.7380323727e+01          1.8285211460e+00          
1317074196.432            0                         -1.2199576282e+02         3.7380323624e+01          1.8283732055e+00          
1317074197.483            0                         -1.2199576287e+02         3.7380323475e+01          1.8266504731e+00          
1317074198.572            0                         -1.2199576295e+02         3.7380323396e+01          1.8278164053e+00          
1317074199.684            0                         -1.2199576307e+02         3.7380323296e+01          1.8278449026e+00          
1317074200.764            0                         -1.2199576314e+02         3.7380323225e+01          1.8261018852e+00          
1317074201.866            0                         -1.2199576325e+02         3.7380323168e+01          1.8254106521e+00          
1317074202.954            0                         -1.2199576331e+02         3.7380323115e+01          1.8256316954e+00          
1317074204.010            0                         -1.2199576336e+02         3.7380323095e+01          1.8271017780e+00          
1317074205.081            0                         -1.2199576338e+02         3.7380323140e+01          1.8265961520e+00          
1317074206.220            0                         -1.2199576340e+02         3.7380323139e+01          1.8264877631e+00          
1317074207.314            0                         -1.2199576342e+02         3.7380323170e+01          1.8267960402e+00          
1317074208.333            0                         -1.2199576341e+02         3.7380323190e+01          1.8257512577e+00          
1317074209.405            0                         -1.2199576336e+02         3.7380323210e+01          1.8270431415e+00          
1317074210.504            0                         -1.2199576334e+02         3.7380323251e+01          1.8272334002e+00          
1317074211.586            0                         -1.2199576333e+02         3.7380323268e+01          1.8261212337e+00          
1317074212.669            0                         -1.2199576329e+02         3.7380323325e+01          1.8263245046e+00          
1317074213.758            0                         -1.2199576324e+02         3.7380323360e+01          1.8259965835e+00          
1317074214.866            0                         -1.2199576320e+02         3.7380323376e+01          1.8256844495e+00          
1317074215.954            0                         -1.2199576315e+02         3.7380323406e+01          1.8228898779e+00          
1317074217.009            0                         -1.2199576312e+02         3.7380323465e+01          1.8212406189e+00          
1317074218.109            0                         -1.2199576305e+02         3.7380323442e+01          1.8216016159e+00          
1317074219.179            0                         -1.2199576303e+02         3.7380323363e+01          1.8222193271e+00          
1317074220.297            0                         -1.2199576294e+02         3.7380323380e+01          1.8233597590e+00          
1317074221.439            0                         -1.2199576283e+02         3.7380323385e+01          1.8229491316e+00          
1317074222.598            0                         -1.2199576279e+02         3.7380323452e+01          1.8242215710e+00          
1317074223.726            0                         -1.2199576271e+02         3.7380323523e+01          1.8239257972e+00          
1317074224.888            0                         -1.2199576261e+02         3.7380323616e+01          1.8239474078e+00          
1317074225.989            0                         -1.2199576252e+02         3.7380323696e+01          1.8244635599e+00          
1317074227.070            0                         -1.2199576244e+02         3.7380323753e+01          1.8245364304e+00          
1317074228.199            0                         -1.2199576240e+02         3.7380323809e+01          1.8252145426e+00          
1317074229.285            0                         -1.2199576236e+02         3.7380323929e+01          1.8245648156e+00          
1317074230.361            0                         -1.2199576230e+02         3.7380324030e+01          1.8245745451e+00          
1317074231.498            0                         -1.2199576222e+02         3.7380324131e+01          1.8237537559e+00          
1317074232.566            0                         -1.2199576220e+02         3.7380324232e+01          1.8243415575e+00          
1317074233.624            0                         -1.2199576227e+02         3.7380324289e+01          1.8248160253e+00          
1317074234.709            0                         -1.2199576230e+02         3.7380324293e+01          1.8257438723e+00          
1317074235.804            0                         -1.2199576235e+02         3.7380324333e+01          1.8245692764e+00          
1317074236.879            0                         -1.2199576232e+02         3.7380324408e+01          1.8253848468e+00          
1317074237.938            0                         -1.2199576232e+02         3.7380324469e+01          1.8247804970e+00          
1317074239.020            0                         -1.2199576230e+02         3.7380324526e+01          1.8243388300e+00          
1317074240.129            0                         -1.2199576233e+02         3.7380324588e+01          1.8240357684e+00          
1317074241.194            0                         -1.2199576232e+02         3.7380324657e+01          1.8247726564e+00          
1317074242.292            0                         -1.2199576225e+02         3.7380324723e+01          1.8252227436e+00          
1317074243.399            0                         -1.2199576225e+02         3.7380325612e+01          1.8249385790e+00          
1317074244.462            0                         -1.2199576206e+02         3.7380330438e+01          1.8249327757e+00          
1317074245.516            0                         -1.2199576193e+02         3.7380341446e+01          1.8247673509e+00          
1317074246.617            0                         -1.2199576160e+02         3.7380369794e+01          1.8254976580e+00          
1317074247.697            0                         -1.2199576126e+02         3.7380419695e+01          1.8261239027e+00          
1317074248.771            0                         -1.2199576073e+02         3.7380489963e+01          1.8264122273e+00          
1317074249.886            0                         -1.2199575984e+02         3.7380582631e+01          1.8265811249e+00          
1317074250.999            0                         -1.2199575888e+02         3.7380692205e+01          1.8312721543e+00          
1317074252.099            0                         -1.2199575885e+02         3.7380815370e+01          1.8298725989e+00          
1317074253.217            0                         -1.2199575854e+02         3.7380952393e+01          1.8267258479e+00          
1317074254.295            0                         -1.2199575789e+02         3.7381100519e+01          1.8263462614e+00          
1317074255.389            0                         -1.2199575842e+02         3.7381259673e+01          1.8278799480e+00          
1317074256.533            0                         -1.2199576106e+02         3.7381435687e+01          1.8277838250e+00          
1317074257.677            0                         -1.2199576560e+02         3.7381620720e+01          1.8279612097e+00          
1317074258.818            0                         -1.2199577119e+02         3.7381811671e+01          1.8277950242e+00          
1317074259.945            0                         -1.2199577538e+02         3.7382005210e+01          1.8278900426e+00          
1317074261.043            0                         -1.2199577671e+02         3.7382197911e+01          1.8262610454e+00          
1317074262.122            0                         -1.2199577679e+02         3.7382389471e+01          1.8243976229e+00          
1317074263.214            0                         -1.2199577747e+02         3.7382583904e+01          1.8241977109e+00          
1317074264.327            0                         -1.2199577756e+02         3.7382782074e+01          1.8249059812e+00          
1317074265.465            0                         -1.2199577784e+02         3.7382983855e+01          1.8240378820e+00          
1317074266.547            0                         -1.2199577726e+02         3.7383174562e+01          1.8242923418e+00          
1317074267.639            0                         -1.2199577642e+02         3.7383366636e+01          1.8239560709e+00          
1317074268.745            0                         -1.2199577581e+02         3.7383562073e+01          1.8259357372e+00          
1317074269.862            0                         -1.2199577464e+02         3.7383761118e+01          1.8267464052e+00          
1317074270.958            0                         -1.2199577759e+02         3.7383956049e+01          1.8238695634e+00          
1317074272.043            0                         -1.2199578196e+02         3.7384149280e+01          1.8236341091e+00          
1317074273.117            0                         -1.2199578381e+02         3.7384340622e+01          1.8251244509e+00          
1317074274.211            0                         -1.2199578404e+02         3.7384535693e+01          1.8271032491e+00          
1317074275.314            0                         -1.2199578629e+02         3.7384730286e+01          1.8240309701e+00          
1317074276.385            0                         -1.2199578675e+02         3.7384920724e+01          1.8238442965e+00          
1317074277.458            0                         -1.2199578950e+02         3.7385110250e+01          1.8240901795e+00          
1317074278.529            0                         -1.2199578672e+02         3.7385298762e+01          1.8229590061e+00          
1317074279.650            0                         -1.2199578057e+02         3.7385496194e+01          1.8234603519e+00          
1317074280.701            0                         -1.2199577477e+02         3.7385680695e+01          1.8242086600e+00          
1317074281.793            0                         -1.2199577075e+02         3.7385871446e+01          1.8227845747e+00          
1317074282.887            0                         -1.2199576897e+02         3.7386061916e+01          1.8230153819e+00          
1317074283.990            0                         -1.2199576888e+02         3.7386251394e+01          1.8234787691e+00          
1317074285.100            0                         -1.2199576942e+02         3.7386445174e+01          1.8252012270e+00          
1317074286.193            0                         -1.2199576991e+02         3.7386633021e+01          1.8283711327e+00          
1317074287.301            0                         -1.2199576926e+02         3.7386829359e+01          1.8339497958e+00          
1317074288.418            0                         -1.2199576780e+02         3.7387026320e+01          1.8361271440e+00          
1317074289.512            0                         -1.2199576805e+02         3.7387221369e+01          1.8355915938e+00          
1317074290.627            0                         -1.2199576960e+02         3.7387421981e+01          1.8315090315e+00          
1317074291.788            0                         -1.2199577385e+02         3.7387632583e+01          1.8287788466e+00          
1317074292.870            0                         -1.2199578315e+02         3.7387829434e+01          1.8288078963e+00          
1317074293.943            0                         -1.2199579787e+02         3.7388022112e+01          1.8261863098e+00          
1317074295.062            0                         -1.2199581671e+02         3.7388219533e+01          1.8282570715e+00          
1317074296.184            0                         -1.2199583468e+02         3.7388415676e+01          1.8322764774e+00          
1317074297.255            0                         -1.2199584659e+02         3.7388604531e+01          1.8344236161e+00          
1317074298.362            0                         -1.2199585448e+02         3.7388802522e+01          1.8340080966e+00          
1317074299.474            0                         -1.2199586244e+02         3.7389004732e+01          1.8315680284e+00          
1317074300.555            0                         -1.2199586809e+02         3.7389203577e+01          1.8327663219e+00          
1317074301.699            0                         -1.2199587061e+02         3.7389416017e+01          1.8331239475e+00          
1317074302.806            0                         -1.2199587031e+02         3.7389622391e+01          1.8326021664e+00          
1317074303.896            0                         -1.2199587072e+02         3.7389825000e+01          1.8311384139e+00          
1317074304.971            0                         -1.2199587341e+02         3.7390022743e+01          1.8330791176e+00          
1317074306.055            0                         -1.2199587647e+02         3.7390217602e+01          1.8332689618e+00          
1317074307.132            0                         -1.2199588005e+02         3.7390404899e+01          1.8295111241e+00          
1317074308.236            0                         -1.2199588428e+02         3.7390590482e+01          1.8284420906e+00          
1317074309.343            0                         -1.2199588679e+02         3.7390768583e+01          1.8286540717e+00          
1317074310.430            0                         -1.2199588527e+02         3.7390936212e+01          1.8270891830e+00          
