# DateTime,20170420_112000
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_BL
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_BL.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,193.69,5.6207,0.6365,6548.5515,7216.55,35.7757,2.57063
,,3000,204.50,0.1233,0.6387,6548.5150,2.17,0.7876,0.05507
,,4000,204.46,0.0668,0.6386,6548.5150,1.16,0.4267,0.02984
,,5000,204.50,0.0468,0.6386,6548.5150,0.90,0.2986,0.02088
,,6000,204.46,0.0382,0.6386,6548.5150,0.95,0.2441,0.01707
,,7000,204.46,0.0338,0.6386,6548.5150,0.88,0.2162,0.01512
,,8000,204.25,0.0312,0.6387,6548.5150,0.91,0.1993,0.01394
,,9000,203.71,0.0320,0.6388,6548.5150,0.95,0.2046,0.01434
,,10000,204.29,0.0344,0.6389,6548.5150,0.90,0.2197,0.01537
,,11000,202.84,0.0318,0.6389,6548.5150,1.00,0.2032,0.01427
,,12000,203.25,0.0281,0.6390,6548.5150,0.95,0.1798,0.01261
,,13000,202.47,0.0245,0.6390,6548.5150,1.03,0.1563,0.01098
,,14000,201.65,0.0216,0.6390,6548.5150,1.04,0.1379,0.00971
,,15000,200.84,0.0186,0.6390,6548.5150,1.05,0.1187,0.00837
,,16000,199.84,0.0173,0.6390,6548.5150,1.07,0.1103,0.00781
