# DateTime,20170420_111823
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,171.64,4.4585,0.6889,7823.8513,4.97,30.7136,2.34431
,,3000,201.73,0.1178,0.6906,7823.8515,1.82,0.8133,0.05726
,,4000,204.46,0.0665,0.6904,7823.8515,1.32,0.4588,0.03208
,,5000,204.46,0.0479,0.6904,7823.8515,1.32,0.3306,0.02312
,,6000,204.29,0.0390,0.6904,7823.8515,1.36,0.2695,0.01886
,,7000,204.50,0.0319,0.6905,7823.8515,1.31,0.2205,0.01542
,,8000,204.29,0.0306,0.6905,7823.8515,1.34,0.2112,0.01478
,,9000,202.63,0.0283,0.6906,7823.8515,1.39,0.1953,0.01372
,,10000,200.84,0.0273,0.6906,7823.8515,1.37,0.1883,0.01328
,,11000,199.24,0.0290,0.6907,7823.8515,1.37,0.2002,0.01418
,,12000,193.76,0.0263,0.6908,7823.8515,1.45,0.1815,0.01304
,,13000,185.98,0.0237,0.6908,7823.8515,1.58,0.1639,0.01202
,,14000,176.71,0.0208,0.6909,7823.8515,1.63,0.1439,0.01083
,,15000,168.89,0.0179,0.6909,7823.8515,1.59,0.1239,0.00953
,,16000,155.98,0.0165,0.6909,7823.8515,1.72,0.1138,0.00911
