# DateTime,20170420_111650
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,252.14,3.2775,0.6824,7823.3999,3.73,22.3665,1.40855
,,3000,204.71,0.1191,0.6830,7823.4000,2.06,0.8135,0.05686
,,4000,204.46,0.0655,0.6828,7823.4001,1.34,0.4470,0.03126
,,5000,204.46,0.0480,0.6828,7823.4001,1.38,0.3278,0.02292
,,6000,204.25,0.0383,0.6828,7823.4001,1.33,0.2616,0.01831
,,7000,204.04,0.0321,0.6829,7823.4000,1.37,0.2194,0.01536
,,8000,204.25,0.0305,0.6829,7823.4000,1.33,0.2085,0.01459
,,9000,203.05,0.0291,0.6830,7823.4000,1.44,0.1986,0.01394
,,10000,199.44,0.0289,0.6830,7823.4000,1.51,0.1971,0.01396
,,11000,198.49,0.0299,0.6831,7823.4000,1.46,0.2043,0.01450
,,12000,193.61,0.0255,0.6832,7823.4000,1.50,0.1739,0.01250
,,13000,187.69,0.0245,0.6832,7823.4000,1.48,0.1672,0.01221
,,14000,179.24,0.0200,0.6833,7823.4000,1.63,0.1368,0.01022
,,15000,170.77,0.0179,0.6833,7823.4000,1.62,0.1225,0.00937
,,16000,155.79,0.0165,0.6833,7823.4000,1.75,0.1131,0.00906
