# DateTime,20170420_204624
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_PK
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_PK.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,197.12,0.0000,0.6391,6548.8039,2.61,0.0001,0.00001
,,3000,204.58,0.0000,0.6391,6548.8040,2.15,0.0001,0.00001
,,4000,204.58,0.0000,0.6391,6548.8040,0.97,0.0001,0.00001
,,5000,204.67,0.0000,0.6391,6548.8040,0.86,0.0001,0.00001
,,6000,204.67,0.0000,0.6391,6548.8040,0.89,0.0001,0.00001
,,7000,204.58,0.0000,0.6391,6548.8040,0.87,0.0001,0.00001
,,8000,204.37,0.0000,0.6391,6548.8040,0.90,0.0001,0.00001
,,9000,204.58,0.0000,0.6391,6548.8040,0.86,0.0001,0.00001
,,10000,204.37,0.0000,0.6391,6548.8040,0.88,0.0001,0.00001
,,11000,204.37,0.0000,0.6391,6548.8040,0.88,0.0001,0.00001
,,12000,203.75,0.0000,0.6391,6548.8040,0.89,0.0001,0.00001
,,13000,202.84,0.0000,0.6391,6548.8040,0.98,0.0001,0.00001
,,14000,201.98,0.0000,0.6391,6548.8040,1.00,0.0001,0.00001
,,15000,200.92,0.0000,0.6391,6548.8040,1.00,0.0001,0.00001
,,16000,200.72,0.0000,0.6391,6548.8040,0.99,0.0001,0.00001
