# DateTime,20170420_204322
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,213.26,0.0000,0.6391,7823.8515,2.68,0.0001,0.00001
,,3000,204.54,0.0000,0.6391,7823.8515,1.85,0.0001,0.00001
,,4000,204.54,0.0000,0.6391,7823.8515,1.33,0.0001,0.00001
,,5000,204.58,0.0000,0.6391,7823.8515,1.33,0.0001,0.00001
,,6000,204.58,0.0000,0.6391,7823.8515,1.35,0.0001,0.00001
,,7000,204.42,0.0000,0.6391,7823.8515,1.40,0.0001,0.00001
,,8000,204.25,0.0000,0.6391,7823.8515,1.42,0.0001,0.00001
,,9000,203.46,0.0000,0.6391,7823.8515,1.35,0.0001,0.00001
,,10000,201.41,0.0000,0.6391,7823.8515,1.39,0.0001,0.00001
,,11000,199.52,0.0000,0.6391,7823.8515,1.41,0.0001,0.00001
,,12000,197.12,0.0000,0.6391,7823.8515,1.46,0.0001,0.00001
,,13000,191.87,0.0000,0.6391,7823.8515,1.45,0.0001,0.00001
,,14000,180.21,0.0000,0.6391,7823.8515,1.55,0.0001,0.00001
,,15000,175.99,0.0000,0.6391,7823.8515,1.65,0.0001,0.00001
,,16000,155.52,0.0000,0.6391,7823.8515,1.66,0.0001,0.00001
