"SamplePeriod","TriggerSample","CompressedData"
"0.00000002","1278","True"
"SampleNumber","DSP_I2C0","DSP_I2C1","Clock2","Clock1","ADCout","Data0","Data1","Data2","Data3","Data4","Data5","Data6","Data7","Data8","Data9","Data10","Data11","Data12","Data13"
"324","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"328","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"336","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"338","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"340","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"342","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"344","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"346","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"348","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"354","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"356","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"358","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"362","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"368","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"370","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"372","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"374","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"376","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"378","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"382","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"384","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"386","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"388","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"390","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"394","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"396","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"398","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"400","","","1","0","0354h","0","0","1","0","1","0","1","0","1","1","0","0","0","0"
"402","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"404","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"406","","","1","0","0354h","0","0","1","0","1","0","1","0","1","1","0","0","0","0"
"408","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"412","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"414","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"416","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"418","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"422","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"434","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"438","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"440","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"442","","","1","0","034Ch","0","0","1","1","0","0","1","0","1","1","0","0","0","0"
"444","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"446","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"448","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"452","","","1","0","0350h","0","0","0","0","1","0","1","0","1","1","0","0","0","0"
"456","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"458","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"462","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"464","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"466","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"468","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"470","","","1","0","034Eh","0","1","1","1","0","0","1","0","1","1","0","0","0","0"
"472","","","1","0","034Dh","1","0","1","1","0","0","1","0","1","1","0","0","0","0"
"474","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"476","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"478","","","1","0","0352h","0","1","0","0","1","0","1","0","1","1","0","0","0","0"
"480","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
"486","","","1","0","0351h","1","0","0","0","1","0","1","0","1","1","0","0","0","0"
"490","","","1","0","034Fh","1","1","1","1","0","0","1","0","1","1","0","0","0","0"
