# DateTime,20170420_192434
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,210.93,0.3932,0.6865,7823.8515,2.38,2.6995,0.18587
,,3000,204.54,0.1060,0.6864,7823.8515,1.84,0.7276,0.05087
,,4000,204.58,0.0603,0.6863,7823.8515,1.35,0.4141,0.02895
,,5000,204.54,0.0437,0.6863,7823.8515,1.32,0.2996,0.02095
,,6000,204.54,0.0336,0.6863,7823.8515,1.34,0.2306,0.01613
,,7000,204.58,0.0304,0.6864,7823.8515,1.33,0.2084,0.01457
,,8000,204.37,0.0260,0.6864,7823.8515,1.33,0.1786,0.01249
,,9000,203.33,0.0235,0.6865,7823.8515,1.37,0.1611,0.01130
,,10000,201.33,0.0219,0.6865,7823.8515,1.41,0.1505,0.01061
,,11000,200.56,0.0200,0.6865,7823.8515,1.40,0.1374,0.00970
,,12000,196.46,0.0202,0.6865,7823.8515,1.37,0.1385,0.00988
,,13000,195.01,0.0201,0.6865,7823.8515,1.44,0.1379,0.00988
,,14000,184.88,0.0206,0.6864,7823.8515,1.46,0.1412,0.01038
,,15000,174.79,0.0197,0.6864,7823.8515,1.55,0.1351,0.01022
,,16000,157.18,0.0200,0.6864,7823.8515,1.70,0.1375,0.01097
