# DateTime,20170420_192301
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,211.95,3.1868,0.6809,7823.4000,2.92,21.6992,1.49047
,,3000,204.54,0.1100,0.6812,7823.4000,1.72,0.7492,0.05238
,,4000,204.58,0.0615,0.6811,7823.4001,1.37,0.4191,0.02930
,,5000,204.37,0.0422,0.6812,7823.4001,1.30,0.2878,0.02013
,,6000,204.58,0.0339,0.6812,7823.4001,1.34,0.2308,0.01614
,,7000,204.37,0.0298,0.6812,7823.4001,1.39,0.2033,0.01422
,,8000,204.37,0.0251,0.6813,7823.4000,1.39,0.1708,0.01195
,,9000,202.92,0.0237,0.6813,7823.4000,1.39,0.1615,0.01133
,,10000,202.14,0.0225,0.6813,7823.4000,1.37,0.1533,0.01078
,,11000,199.08,0.0209,0.6813,7823.4000,1.43,0.1426,0.01011
,,12000,192.01,0.0210,0.6813,7823.4000,1.49,0.1431,0.01033
,,13000,189.86,0.0206,0.6813,7823.4000,1.50,0.1406,0.01020
,,14000,185.39,0.0203,0.6813,7823.4000,1.57,0.1384,0.01017
,,15000,170.47,0.0197,0.6813,7823.4000,1.57,0.1339,0.01026
,,16000,168.15,0.0197,0.6812,7823.4000,1.68,0.1340,0.01033
