# DateTime,20170426_125716
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,336.70,1510.2577,0.1017,5739.2623,3.46,1535.5205,83.68225
,,3000,204.62,0.2337,0.7991,5739.2627,1.28,1.8675,0.13055
,,4000,204.58,0.1437,0.7994,5739.2627,1.29,1.1486,0.08030
,,5000,204.58,0.1064,0.7996,5739.2626,1.24,0.8506,0.05947
,,6000,204.58,0.0923,0.8000,5739.2626,1.34,0.7381,0.05161
,,7000,204.58,0.0761,0.8002,5739.2626,1.27,0.6085,0.04255
,,8000,204.58,0.0685,0.8004,5739.2626,1.29,0.5484,0.03834
,,9000,203.96,0.0600,0.8006,5739.2626,1.41,0.4803,0.03363
,,10000,201.57,0.0530,0.8009,5739.2626,1.39,0.4242,0.02988
,,11000,200.36,0.0436,0.8010,5739.2626,1.35,0.3492,0.02467
,,12000,197.82,0.0398,0.8011,5739.2626,1.41,0.3191,0.02269
,,13000,194.59,0.0356,0.8011,5739.2626,1.51,0.2855,0.02047
,,14000,187.34,0.0342,0.8012,5739.2626,1.53,0.2739,0.02001
,,15000,180.86,0.0346,0.8012,5739.2626,1.64,0.2775,0.02064
,,16000,171.47,0.0365,0.8012,5739.2626,1.60,0.2923,0.02232
