# DateTime,20170426_125845
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,343.29,247.5347,0.2223,5739.1888,3.44,550.2907,29.70042
,,3000,156.52,0.6609,0.7735,5739.1892,1.40,5.1123,0.40863
,,4000,204.54,0.1423,0.7722,5739.1892,1.23,1.0988,0.07683
,,5000,204.58,0.1107,0.7725,5739.1892,1.27,0.8554,0.05981
,,6000,204.58,0.0862,0.7727,5739.1892,1.29,0.6660,0.04657
,,7000,204.58,0.0765,0.7729,5739.1892,1.34,0.5915,0.04135
,,8000,204.58,0.0649,0.7731,5739.1892,1.29,0.5018,0.03509
,,9000,203.58,0.0577,0.7733,5739.1892,1.35,0.4465,0.03129
,,10000,203.58,0.0508,0.7735,5739.1892,1.29,0.3926,0.02752
,,11000,200.92,0.0434,0.7737,5739.1892,1.39,0.3354,0.02366
,,12000,200.76,0.0387,0.7738,5739.1892,1.35,0.2996,0.02115
,,13000,197.63,0.0366,0.7738,5739.1892,1.39,0.2836,0.02017
,,14000,190.22,0.0341,0.7738,5739.1892,1.52,0.2636,0.01911
,,15000,176.65,0.0348,0.7739,5739.1892,1.53,0.2693,0.02026
,,16000,171.17,0.0370,0.7739,5739.1892,1.63,0.2861,0.02187
