# DateTime,20170420_194834
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,210.61,0.5013,0.6865,7823.8515,2.60,3.4417,0.23715
,,3000,204.58,0.1074,0.6864,7823.8515,1.86,0.7369,0.05152
,,4000,204.58,0.0609,0.6862,7823.8515,1.37,0.4178,0.02921
,,5000,204.71,0.0435,0.6862,7823.8515,1.32,0.2985,0.02086
,,6000,204.54,0.0346,0.6862,7823.8515,1.32,0.2373,0.01659
,,7000,204.58,0.0302,0.6863,7823.8515,1.34,0.2075,0.01451
,,8000,203.79,0.0289,0.6863,7823.8515,1.36,0.1983,0.01389
,,9000,203.58,0.0260,0.6864,7823.8515,1.36,0.1781,0.01248
,,10000,202.55,0.0220,0.6864,7823.8515,1.34,0.1508,0.01059
,,11000,199.96,0.0202,0.6864,7823.8515,1.44,0.1387,0.00981
,,12000,193.65,0.0188,0.6864,7823.8515,1.47,0.1289,0.00926
,,13000,190.80,0.0181,0.6864,7823.8515,1.52,0.1245,0.00901
,,14000,178.16,0.0188,0.6864,7823.8515,1.62,0.1291,0.00967
,,15000,171.06,0.0189,0.6864,7823.8515,1.59,0.1297,0.00992
,,16000,151.75,0.0183,0.6864,7823.8515,1.64,0.1257,0.01021
