# DateTime,20170420_195009
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_BL
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_BL.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,199.20,3.6287,0.6396,6548.5149,2.67,23.2081,1.64434
,,3000,204.79,0.1160,0.6382,6548.5149,2.35,0.7402,0.05172
,,4000,204.58,0.0644,0.6380,6548.5150,1.03,0.4111,0.02874
,,5000,204.58,0.0419,0.6380,6548.5150,1.00,0.2671,0.01867
,,6000,204.54,0.0333,0.6381,6548.5150,0.93,0.2128,0.01488
,,7000,204.58,0.0324,0.6381,6548.5150,0.91,0.2065,0.01444
,,8000,204.54,0.0299,0.6382,6548.5150,0.91,0.1910,0.01336
,,9000,204.58,0.0267,0.6382,6548.5150,0.92,0.1706,0.01193
,,10000,204.37,0.0223,0.6382,6548.5150,0.95,0.1423,0.00995
,,11000,204.33,0.0202,0.6382,6548.5150,0.93,0.1287,0.00900
,,12000,203.58,0.0200,0.6382,6548.5150,0.96,0.1278,0.00896
,,13000,203.54,0.0192,0.6382,6548.5150,0.97,0.1226,0.00860
,,14000,201.86,0.0196,0.6382,6548.5150,0.99,0.1253,0.00882
,,15000,202.18,0.0192,0.6382,6548.5150,0.99,0.1223,0.00860
,,16000,199.96,0.0195,0.6382,6548.5150,1.09,0.1246,0.00881
