# DateTime,20170420_185420
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,211.55,0.3706,0.6869,7823.8515,2.62,2.5458,0.17503
,,3000,204.58,0.1043,0.6866,7823.8515,1.75,0.7160,0.05006
,,4000,204.58,0.0583,0.6865,7823.8515,1.31,0.4000,0.02797
,,5000,204.58,0.0443,0.6864,7823.8515,1.33,0.3042,0.02127
,,6000,204.58,0.0329,0.6865,7823.8515,1.31,0.2256,0.01577
,,7000,204.17,0.0306,0.6865,7823.8515,1.33,0.2098,0.01468
,,8000,203.96,0.0273,0.6865,7823.8515,1.32,0.1877,0.01315
,,9000,203.96,0.0239,0.6866,7823.8515,1.34,0.1639,0.01148
,,10000,202.55,0.0214,0.6866,7823.8515,1.36,0.1467,0.01031
,,11000,197.78,0.0202,0.6866,7823.8515,1.40,0.1389,0.00988
,,12000,196.70,0.0200,0.6866,7823.8515,1.44,0.1373,0.00979
,,13000,192.23,0.0204,0.6866,7823.8515,1.44,0.1402,0.01011
,,14000,177.62,0.0199,0.6866,7823.8515,1.46,0.1369,0.01027
,,15000,173.49,0.0203,0.6866,7823.8515,1.52,0.1394,0.01058
,,16000,151.56,0.0199,0.6866,7823.8515,1.63,0.1365,0.01109
