# DateTime,20170420_185245
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,212.68,0.4383,0.6811,7823.0891,19256.67,2.9853,0.20470
,,3000,204.62,0.1053,0.6813,7823.4000,1.91,0.7175,0.05016
,,4000,204.58,0.0601,0.6812,7823.4001,1.34,0.4093,0.02862
,,5000,204.58,0.0428,0.6811,7823.4001,1.36,0.2913,0.02036
,,6000,204.54,0.0361,0.6812,7823.4001,1.36,0.2456,0.01717
,,7000,204.54,0.0308,0.6812,7823.4000,1.38,0.2098,0.01467
,,8000,203.96,0.0271,0.6813,7823.4000,1.38,0.1845,0.01292
,,9000,202.96,0.0241,0.6813,7823.4000,1.38,0.1644,0.01154
,,10000,202.14,0.0219,0.6813,7823.4000,1.42,0.1495,0.01052
,,11000,199.24,0.0207,0.6813,7823.4000,1.44,0.1408,0.00998
,,12000,194.78,0.0209,0.6813,7823.4000,1.47,0.1426,0.01021
,,13000,190.59,0.0208,0.6813,7823.4000,1.51,0.1415,0.01025
,,14000,186.19,0.0205,0.6813,7823.4000,1.56,0.1399,0.01025
,,15000,173.82,0.0203,0.6813,7823.4000,1.69,0.1385,0.01050
,,16000,165.34,0.0201,0.6812,7823.4000,1.61,0.1370,0.01066
