   EpochTime,InletValve,OutletValve,  Pressure,Stage
1459966062.7,         0,         0,    189.28,    1
1459966064.7,         0,         0,    189.23,    1
1459966066.7,         0,         0,    189.20,    1
1459966068.7,         0,         0,    189.17,    1
1459966070.8,         0,         0,    189.14,    1
1459966072.8,         0,         0,    189.13,    1
1459966074.8,         0,         0,    189.11,    1
1459966076.8,         0,         0,    189.09,    1
1459966078.8,         0,         0,    189.08,    1
1459966080.8,         0,         0,    189.06,    1
1459966082.8,         0,         0,    189.05,    1
1459966084.8,         0,         0,    189.03,    1
1459966086.8,         0,         0,    189.02,    1
1459966088.8,         0,         0,    189.00,    1
1459966090.8,         0,         0,    188.99,    1
1459966092.8,         0,         0,    188.98,    1
1459966094.8,         0,         0,    188.97,    1
1459966096.9,         0,         0,    188.95,    1
1459966098.9,         0,         0,    188.94,    1
1459966100.9,         0,         0,    188.93,    1
1459966102.9,         0,         0,    188.91,    1
1459966104.9,         0,         0,    188.90,    1
1459966106.9,         0,         0,    188.89,    1
1459966108.9,         0,         0,    188.88,    1
1459966110.9,         0,         0,    188.87,    1
1459966112.9,         0,         0,    188.86,    1
1459966114.9,         0,         0,    188.85,    1
1459966116.9,         0,         0,    188.84,    1
1459966118.9,         0,         0,    188.82,    1
1459966120.9,         0,         0,    188.81,    1
1459966122.9,         0,         0,    188.80,    1
1459966125.0,         0,         0,    188.79,    1
1459966127.0,         0,         0,    188.78,    1
1459966129.0,         0,         0,    188.77,    1
1459966131.0,         0,         0,    188.76,    1
1459966133.0,         0,         0,    188.75,    1
1459966135.0,         0,         0,    188.74,    1
1459966137.0,         0,         0,    188.73,    1
1459966139.0,         0,         0,    188.72,    1
1459966141.0,         0,         0,    188.70,    1
1459966143.0,         0,         0,    188.70,    1
1459966145.0,         0,         0,    188.69,    1
1459966147.0,         0,         0,    188.68,    1
1459966149.0,         0,         0,    188.67,    1
1459966151.0,         0,         0,    188.66,    1
1459966153.1,         0,         0,    188.65,    1
1459966155.1,         0,         0,    188.63,    1
1459966157.1,         0,         0,    188.62,    1
1459966159.1,         0,         0,    188.62,    1
1459966161.1,         0,         0,    188.60,    1
1459966163.1,         0,         0,    188.60,    1
1459966165.1,         0,         0,    188.59,    1
1459966167.1,         0,         0,    188.58,    1
1459966169.1,         0,         0,    188.57,    1
1459966171.1,         0,         0,    188.56,    1
1459966173.1,         0,         0,    188.55,    1
1459966175.1,         0,         0,    188.54,    1
1459966177.1,         0,         0,    188.53,    1
1459966179.2,         0,         0,    188.52,    1
1459966181.2,         0,         0,    188.51,    1
1459966183.2,         0,         0,    188.50,    1
1459966185.2,         0,         0,    188.49,    1
1459966187.2,         0,         0,    188.48,    1
1459966189.2,         0,         0,    188.48,    1
1459966191.2,         0,         0,    188.47,    1
1459966193.2,         0,         0,    188.46,    1
1459966195.2,         0,         0,    188.45,    1
1459966197.2,         0,         0,    188.44,    1
1459966199.2,         0,         0,    188.43,    1
1459966201.2,         0,         0,    188.42,    1
1459966203.2,         0,         0,    188.41,    1
1459966205.3,         0,         0,    188.40,    1
1459966207.3,         0,         0,    188.39,    1
1459966209.3,         0,         0,    188.39,    1
1459966211.3,         0,         0,    188.38,    1
1459966213.3,         0,         0,    188.37,    1
1459966215.3,         0,         0,    188.36,    1
1459966217.3,         0,         0,    188.35,    1
1459966219.3,         0,         0,    188.34,    1
1459966221.3,         0,         0,    188.33,    1
1459966223.3,         0,         0,    188.32,    1
1459966225.3,         0,         0,    188.32,    1
1459966227.3,         0,         0,    188.30,    1
1459966229.3,         0,         0,    188.30,    1
1459966231.4,         0,         0,    188.29,    1
1459966233.4,         0,         0,    188.28,    1
1459966235.4,         0,         0,    188.27,    1
1459966237.4,         0,         0,    188.26,    1
1459966239.4,         0,         0,    188.25,    1
1459966241.4,         0,         0,    188.24,    1
1459966243.4,         0,         0,    188.24,    1
1459966245.4,         0,         0,    188.23,    1
1459966247.4,         0,         0,    188.22,    1
1459966249.4,         0,         0,    188.21,    1
1459966251.4,         0,         0,    188.20,    1
1459966253.4,         0,         0,    188.19,    1
1459966255.4,         0,         0,    188.18,    1
1459966257.5,         0,         0,    188.18,    1
1459966259.5,         0,         0,    188.17,    1
1459966261.5,         0,         0,    188.16,    1
1459966263.5,         0,         0,    188.15,    1
1459966265.5,         0,         0,    188.14,    1
1459966267.5,         0,         0,    188.13,    1
1459966269.5,         0,         0,    188.12,    1
1459966271.5,         0,         0,    188.11,    1
1459966273.5,         0,         0,    188.11,    1
1459966275.5,         0,         0,    188.10,    1
1459966277.5,         0,         0,    188.09,    1
1459966279.5,         0,         0,    188.08,    1
1459966281.5,         0,         0,    188.07,    1
1459966283.6,         0,         0,    188.06,    1
1459966285.6,         0,         0,    188.06,    1
1459966287.6,         0,         0,    188.05,    1
1459966289.6,         0,         0,    188.04,    1
1459966291.6,         0,         0,    188.03,    1
1459966293.6,         0,         0,    188.02,    1
1459966295.6,         0,         0,    188.01,    1
1459966297.6,         0,         0,    188.00,    1
1459966299.6,         0,         0,    187.99,    1
1459966301.6,         0,         0,    187.99,    1
