   EpochTime,InletValve,OutletValve,  Pressure,Stage
1459803153.1,      2503,         0,    139.14,    1
1459803155.1,      5008,         0,    139.10,    1
1459803157.1,      7503,         0,    139.15,    1
1459803159.1,     10004,         0,    139.14,    1
1459803161.1,     12502,         0,    139.15,    1
1459803163.1,     15007,         0,    139.11,    1
1459803165.1,     17504,         0,    139.14,    1
1459803167.1,     20006,         0,    139.12,    1
1459803169.2,     22506,         0,    139.12,    1
1459803171.2,     25010,         0,    139.09,    1
1459803173.2,     25324,         0,    156.58,    1
1459803175.2,     25400,         0,    175.97,    1
1459803177.2,     25399,         0,    195.98,    1
1459803179.2,     25394,         0,    216.02,    1
1459803181.2,     25387,         0,    236.08,    1
1459803183.2,     25390,         0,    256.05,    1
1459803185.2,     25379,         0,    276.14,    1
1459803187.2,     25370,         0,    296.21,    1
1459803189.2,     25356,         0,    316.32,    1
1459803191.2,     25347,         0,    336.39,    1
1459803193.2,     25341,         0,    356.44,    1
1459803195.3,     25322,         0,    376.59,    1
1459803197.3,     25312,         0,    396.67,    1
1459803199.3,     25296,         0,    416.80,    1
1459803201.3,     25293,         0,    438.82,    1
1459803203.3,     25284,         0,    458.90,    1
1459803205.3,     25275,         0,    478.97,    1
1459803207.3,     25278,         0,    498.94,    1
1459803209.3,     25275,         0,    518.97,    1
1459803211.3,     25281,         0,    538.92,    1
1459803213.3,     25294,         0,    558.82,    1
1459803215.3,     25296,         0,    578.81,    1
1459803217.3,     25328,         0,    598.55,    1
1459803219.4,     25377,         0,    618.15,    1
1459803221.4,     25426,         0,    637.76,    1
1459803223.4,     25513,         0,    657.07,    1
1459803225.4,     25605,         0,    676.33,    1
1459803227.4,     25749,         0,    695.18,    1
1459803229.4,     25938,         0,    713.66,    1
1459803231.4,     26202,         0,    731.56,    1
1459803233.4,     26625,         0,    748.17,    1
1459803235.4,     27467,         0,    761.43,    1
1459803237.4,     29265,         0,    767.05,    1
1459803239.4,     31728,         0,    767.35,    1
1459803241.4,     34227,         0,    767.35,    1
1459803243.4,     36729,         0,    767.33,    1
1459803245.5,     39226,         0,    767.36,    1
1459803247.5,     41726,         0,    767.37,    1
1459803249.5,     44471,         0,    767.40,    1
1459803251.5,     46975,         0,    767.37,    1
1459803253.5,     49473,         0,    767.39,    1
1459803255.5,     51973,         0,    767.39,    1
1459803257.5,     54473,         0,    767.39,    1
1459803259.5,     56972,         0,    767.39,    1
1459803261.5,     59475,         0,    767.37,    1
1459803263.5,     61970,         0,    767.41,    1
1459803265.6,     64473,         0,    767.39,    1
1459803268.6,         0,         0,    767.37,    2
1459803269.6,         0,         0,    767.33,    2
1459803270.6,         0,         0,    767.32,    2
1459803271.6,         0,         0,    767.29,    2
1459803272.6,         0,         0,    767.25,    2
1459803273.6,         0,         0,    767.23,    2
1459803274.6,         0,         0,    767.20,    2
1459803275.6,         0,         0,    767.18,    2
1459803276.6,         0,         0,    767.13,    2
1459803277.6,         0,         0,    767.09,    2
1459803278.6,         0,         0,    767.09,    2
1459803279.6,         0,         0,    767.03,    2
1459803280.6,         0,         0,    766.99,    2
1459803281.6,         0,         0,    766.97,    2
1459803282.6,         0,         0,    766.94,    2
1459803283.6,         0,         0,    766.92,    2
1459803284.6,         0,         0,    766.89,    2
1459803285.6,         0,         0,    766.89,    2
1459803286.6,         0,         0,    766.83,    2
1459803287.6,         0,         0,    766.81,    2
1459803288.6,         0,         0,    766.81,    2
1459803289.7,         0,         0,    766.75,    2
1459803290.7,         0,         0,    766.74,    2
1459803291.7,         0,         0,    766.65,    2
1459803292.7,         0,         0,    766.67,    2
1459803293.7,         0,         0,    766.64,    2
1459803294.7,         0,         0,    766.60,    2
1459803295.7,         0,         0,    766.59,    2
1459803296.7,         0,         0,    766.56,    2
1459803297.7,         0,         0,    766.53,    2
1459803298.7,         0,         0,    766.51,    2
1459803299.7,         0,         0,    766.49,    2
1459803300.7,         0,         0,    766.48,    2
1459803301.7,         0,         0,    766.44,    2
1459803302.7,         0,         0,    766.41,    2
1459803303.7,         0,         0,    766.40,    2
1459803304.7,         0,         0,    766.40,    2
1459803305.7,         0,         0,    766.39,    2
1459803306.7,         0,         0,    766.35,    2
1459803307.7,         0,         0,    766.32,    2
1459803308.7,         0,         0,    766.29,    2
1459803309.7,         0,         0,    766.27,    2
