   EpochTime,InletValve,OutletValve,  Pressure,Stage
1444156595.4,         0,         0,    212.93,    1
1444156597.4,         0,         0,    212.86,    1
1444156599.4,         0,         0,    212.80,    1
1444156601.4,         0,         0,    212.78,    1
1444156603.4,         0,         0,    212.77,    1
1444156605.4,         0,         0,    212.74,    1
1444156607.4,         0,         0,    212.70,    1
1444156609.4,         0,         0,    212.66,    1
1444156611.4,         0,         0,    212.68,    1
1444156613.4,         0,         0,    212.62,    1
1444156615.5,         0,         0,    212.63,    1
1444156617.5,         0,         0,    212.58,    1
1444156619.5,         0,         0,    212.60,    1
1444156621.5,         0,         0,    212.56,    1
1444156623.5,         0,         0,    212.58,    1
1444156625.5,         0,         0,    212.55,    1
