y_parameter,  pressure,   date_time,     slope, intercept,                         comment
          ,          ,            ,          ,          ,         scale(orig)=6.93792e-05
          ,          ,            ,          ,          ,         offset(orig)=   7.01238
          ,          ,            ,          ,          ,                  P(atm)=767.315
          ,          ,            ,          ,          ,             P(cav_open)=777.905
    0.5720,  119.3355,1492713840.2,  204.4072,    2.4007,                                
    0.5748,  119.0896,1492713841.7,  204.4031,    2.4040,                                
    0.5722,  118.8563,1492713843.1,  204.4031,    2.4040,                                
    0.5662,  118.6221,1492713844.5,  204.3418,    2.4543,                                
    0.5670,  118.4004,1492713845.9,  204.3367,    2.4584,                                
    0.5664,  118.1729,1492713847.2,  204.3736,    2.4282,                                
    0.5677,  117.9499,1492713848.6,  204.3665,    2.4277,                                
    0.5594,  117.7369,1492713849.9,  204.3709,    2.4245,                                
    0.5776,  117.5016,1492713851.3,  204.3003,    2.4821,                                
    0.5650,  117.2429,1492713852.9,  204.2891,    2.4912,                                
    0.5605,  117.0145,1492713854.3,  204.3024,    2.4804,                                
    0.5586,  116.7976,1492713855.6,  204.2867,    2.4932,                                
    0.5589,  116.5735,1492713856.9,  204.2867,    2.4932,                                
    0.5542,  116.3286,1492713858.4,  204.2987,    2.4870,                                
    0.5578,  116.1061,1492713859.7,  204.2987,    2.4870,                                
    0.5523,  115.8789,1492713861.1,  204.2310,    2.5420,                                
    0.5592,  115.6557,1492713862.5,  204.2310,    2.5420,                                
    0.5530,  115.4367,1492713863.9,  204.3187,    2.4705,                                
    0.5463,  115.2222,1492713865.2,  204.3165,    2.4746,                                
    0.5514,  115.0025,1492713866.5,  204.2675,    2.5143,                                
    0.5447,  114.7835,1492713867.9,  204.3691,    2.4387,                                
    0.5478,  114.5526,1492713869.3,  204.3499,    2.4543,                                
    0.5469,  114.3311,1492713870.7,  204.2216,    2.5473,                                
    0.5469,  114.1180,1492713872.0,  204.2216,    2.5473,                                
    0.5470,  113.8936,1492713873.4,  204.2216,    2.5473,                                
    0.5425,  113.6676,1492713874.7,  204.1976,    2.5667,                                
    0.5386,  113.4455,1492713876.1,  204.1579,    2.5987,                                
    0.5399,  113.2188,1492713877.5,  204.1620,    2.5954,                                
    0.5422,  112.9983,1492713878.8,  204.1827,    2.5787,                                
    0.5369,  112.7537,1492713880.2,  204.1328,    2.6135,                                
    0.5420,  112.5150,1492713881.6,  204.1153,    2.6275,                                
    0.5339,  112.2780,1492713883.0,  204.1122,    2.6299,                                
    0.5357,  112.0656,1492713884.3,  204.1122,    2.6299,                                
    0.5322,  111.8520,1492713885.6,  204.1028,    2.6375,                                
    0.5317,  111.6303,1492713886.9,  204.1483,    2.6008,                                
    0.5318,  111.3978,1492713888.3,  204.1488,    2.6004,                                
    0.5336,  111.1698,1492713889.7,  204.1488,    2.6004,                                
    0.5297,  110.9249,1492713891.2,  204.1583,    2.5928,                                
    0.5339,  110.6935,1492713892.7,  204.1583,    2.5928,                                
    0.5325,  110.4684,1492713894.1,  204.1779,    2.5770,                                
    0.5275,  110.2494,1492713895.5,  204.1673,    2.5856,                                
    0.5189,  110.0250,1492713896.9,  204.0253,    2.6978,                                
    0.5376,  109.7766,1492713898.4,  204.0479,    2.6797,                                
    0.5221,  109.5459,1492713899.9,  204.0626,    2.6680,                                
    0.5303,  109.3050,1492713901.4,  204.0362,    2.6890,                                
    0.5244,  109.0707,1492713902.9,  204.0394,    2.6865,                                
    0.5193,  108.8387,1492713904.3,  204.0893,    2.6465,                                
    0.5196,  108.6125,1492713905.7,  204.1218,    2.6206,                                
    0.5114,  108.3979,1492713907.1,  204.0665,    2.6612,                                
    0.5145,  108.1892,1492713908.4,  204.0644,    2.6628,                                
    0.5151,  107.9649,1492713909.8,  204.0644,    2.6628,                                
    0.5176,  107.7329,1492713911.2,  204.0684,    2.6596,                                
    0.5075,  107.5193,1492713912.6,  204.1505,    2.6002,                                
    0.5110,  107.3017,1492713914.0,  204.0954,    2.6439,                                
    0.5126,  107.0852,1492713915.3,  204.2522,    2.5185,                                
    0.5108,  106.8689,1492713916.7,  204.2894,    2.4890,                                
    0.5094,  106.6573,1492713918.0,  204.2880,    2.4901,                                
    0.5060,  106.4423,1492713919.4,  204.2880,    2.4901,                                
    0.5069,  106.2207,1492713920.8,  204.2767,    2.4990,                                
    0.5070,  105.9861,1492713922.3,  204.2816,    2.4951,                                
    0.4974,  105.7620,1492713923.7,  204.2475,    2.5221,                                
    0.5014,  105.5410,1492713925.1,  204.2666,    2.5070,                                
    0.4973,  105.3134,1492713926.6,  204.2357,    2.5314,                                
    0.4962,  105.0937,1492713928.0,  204.2919,    2.4868,                                
    0.4989,  104.8846,1492713929.3,  204.2930,    2.4860,                                
    0.4967,  104.6716,1492713930.6,  204.2930,    2.4860,                                
    0.4988,  104.4610,1492713932.0,  204.2930,    2.4860,                                
    0.4984,  104.2401,1492713933.4,  204.2995,    2.4808,                                
    0.4983,  104.0149,1492713934.8,  204.2995,    2.4808,                                
    0.4959,  103.7870,1492713936.2,  204.2917,    2.4870,                                
    0.5001,  103.5779,1492713937.6,  204.2917,    2.4870,                                
    0.4965,  103.3575,1492713939.0,  204.2917,    2.4870,                                
    0.5060,  103.1406,1492713940.3,  204.2917,    2.4870,                                
    0.4903,  102.9254,1492713941.7,  204.2086,    2.5559,                                
    0.4934,  102.7200,1492713943.0,  204.2086,    2.5559,                                
    0.4893,  102.5008,1492713944.4,  204.1869,    2.5703,                                
    0.4942,  102.2578,1492713945.8,  204.1869,    2.5703,                                
    0.4875,  101.9910,1492713947.3,  204.1804,    2.5754,                                
    0.4919,  101.7467,1492713948.7,  204.1804,    2.5754,                                
    0.4859,  101.4912,1492713950.2,  204.1146,    2.6199,                                
    0.4824,  101.2481,1492713951.7,  204.0873,    2.6412,                                
    0.4804,  101.0184,1492713953.1,  204.0487,    2.6713,                                
    0.4761,  100.7854,1492713954.5,  204.0195,    2.6941,                                
    0.4742,  100.5280,1492713956.0,  203.9968,    2.7119,                                
    0.4807,  100.3203,1492713957.3,  203.9871,    2.7194,                                
    0.4733,  100.1091,1492713958.7,  204.0061,    2.7046,                                
    0.4783,   99.8588,1492713960.1,  203.9980,    2.7109,                                
    0.4730,   99.6054,1492713961.5,  204.0416,    2.6768,                                
    0.4716,   99.3805,1492713962.9,  204.0814,    2.6457,                                
    0.4735,   99.1305,1492713964.3,  204.0834,    2.6442,                                
    0.4715,   98.9046,1492713965.6,  204.0834,    2.6442,                                
    0.4713,   98.6927,1492713967.0,  204.0834,    2.6442,                                
    0.4683,   98.4951,1492713968.5,  204.1976,    2.5549,                                
    0.4701,   98.2689,1492713970.0,  204.1976,    2.5549,                                
    0.4608,   98.0655,1492713971.4,  204.2255,    2.5393,                                
    0.4683,   97.8497,1492713972.8,  204.2255,    2.5393,                                
    0.4618,   97.6359,1492713974.2,  204.2516,    2.5190,                                
    0.4629,   97.4213,1492713975.6,  204.2403,    2.5277,                                
    0.4615,   97.2129,1492713977.0,  204.2420,    2.5264,                                
    0.4601,   96.9882,1492713978.5,  204.1680,    2.5741,                                
    0.4563,   96.7831,1492713979.8,  204.1413,    2.5947,                                
    0.4653,   96.5734,1492713981.1,  204.1317,    2.6021,                                
    0.4715,   96.3675,1492713982.4,  204.1317,    2.6021,                                
    0.4579,   96.1520,1492713983.8,  204.1554,    2.5839,                                
    0.4556,   95.9359,1492713985.2,  204.0833,    2.6385,                                
    0.4550,   95.7175,1492713986.6,  204.0660,    2.6518,                                
    0.4551,   95.5074,1492713987.9,  204.0734,    2.6461,                                
    0.4500,   95.2694,1492713989.4,  204.0109,    2.6935,                                
    0.4546,   95.0088,1492713990.8,  204.0091,    2.6949,                                
    0.4552,   94.7422,1492713992.1,  204.0091,    2.6949,                                
    0.4533,   94.4791,1492713993.5,  204.0041,    2.6987,                                
    0.4483,   94.2210,1492713994.9,  203.9877,    2.7113,                                
    0.4489,   93.9959,1492713996.4,  203.9877,    2.7113,                                
    0.4483,   93.7568,1492713997.9,  203.9877,    2.7113,                                
    0.4396,   93.5195,1492713999.3,  203.7946,    2.8524,                                
    0.4408,   93.3147,1492714000.6,  203.7946,    2.8524,                                
    0.4374,   93.1059,1492714002.0,  203.8032,    2.8555,                                
    0.4436,   92.9134,1492714003.4,  203.7775,    2.8751,                                
    0.4356,   92.7371,1492714004.8,  203.7846,    2.8707,                                
    0.4334,   92.5404,1492714006.2,  203.7870,    2.8688,                                
    0.4358,   92.3163,1492714007.7,  203.7954,    2.8624,                                
    0.4383,   92.1205,1492714009.0,  203.8119,    2.8499,                                
    0.4370,   91.9134,1492714010.5,  203.8176,    2.8456,                                
    0.4348,   91.6940,1492714012.0,  203.8658,    2.8088,                                
    0.4324,   91.4940,1492714013.4,  203.8929,    2.7882,                                
    0.4312,   91.2836,1492714014.8,  203.8929,    2.7882,                                
    0.4365,   91.0842,1492714016.1,  204.0017,    2.7049,                                
    0.4409,   90.8885,1492714017.4,  203.9936,    2.7111,                                
    0.4293,   90.6384,1492714018.8,  204.0191,    2.6917,                                
    0.4243,   90.4206,1492714020.2,  203.9986,    2.7043,                                
    0.4323,   90.1975,1492714021.6,  204.0481,    2.6668,                                
    0.4251,   89.9708,1492714023.0,  204.0542,    2.6622,                                
    0.4274,   89.7004,1492714024.4,  204.1043,    2.6241,                                
    0.4239,   89.4543,1492714025.8,  204.1043,    2.6241,                                
    0.4270,   89.2550,1492714027.1,  204.1165,    2.6149,                                
    0.4228,   89.0158,1492714028.4,  204.1100,    2.6198,                                
    0.4205,   88.8012,1492714029.7,  204.0960,    2.6303,                                
    0.4186,   88.6107,1492714031.1,  204.0960,    2.6303,                                
    0.4172,   88.4149,1492714032.5,  204.0825,    2.6386,                                
    0.4153,   88.2339,1492714033.9,  204.0426,    2.6687,                                
    0.4185,   88.0502,1492714035.3,  204.0594,    2.6561,                                
    0.4128,   87.8635,1492714036.6,  203.9814,    2.7148,                                
    0.4131,   87.6726,1492714038.0,  203.9814,    2.7148,                                
    0.4182,   87.4660,1492714039.4,  203.9980,    2.7023,                                
    0.4150,   87.2301,1492714040.7,  203.9818,    2.7145,                                
    0.4128,   87.0300,1492714042.0,  203.9818,    2.7145,                                
    0.4117,   86.8004,1492714043.4,  203.9881,    2.7098,                                
    0.4053,   86.5861,1492714044.9,  203.9981,    2.7062,                                
    0.4101,   86.3695,1492714046.4,  203.9978,    2.7064,                                
    0.4093,   86.1569,1492714047.9,  204.0042,    2.7016,                                
    0.4026,   85.9469,1492714049.2,  203.9946,    2.7088,                                
    0.4028,   85.7186,1492714050.7,  204.0070,    2.6995,                                
    0.4092,   85.4730,1492714052.0,  204.0070,    2.6995,                                
    0.4055,   85.2562,1492714053.4,  204.0215,    2.6886,                                
    0.4030,   85.0697,1492714054.8,  204.0215,    2.6886,                                
    0.4001,   84.8735,1492714056.2,  203.9827,    2.7176,                                
    0.4038,   84.6193,1492714057.6,  203.9693,    2.7276,                                
    0.3987,   84.3907,1492714059.1,  203.9258,    2.7632,                                
    0.4009,   84.1875,1492714060.4,  203.9258,    2.7632,                                
    0.3980,   83.9493,1492714061.8,  203.9646,    2.7342,                                
    0.4021,   83.7152,1492714063.1,  204.0525,    2.6685,                                
    0.3979,   83.4886,1492714064.5,  204.0525,    2.6685,                                
    0.4079,   83.2989,1492714065.8,  204.0525,    2.6685,                                
    0.3856,   83.0979,1492714067.1,  204.0071,    2.7026,                                
    0.4020,   82.9065,1492714068.5,  204.0002,    2.7078,                                
    0.3930,   82.6841,1492714070.0,  204.0014,    2.7069,                                
    0.3900,   82.4962,1492714071.3,  203.9739,    2.7272,                                
    0.3890,   82.3107,1492714072.7,  203.9739,    2.7272,                                
    0.3928,   82.1218,1492714074.0,  203.9892,    2.7159,                                
    0.3851,   81.9149,1492714075.5,  204.0184,    2.6943,                                
    0.3822,   81.7040,1492714076.9,  204.0184,    2.6943,                                
    0.3822,   81.5013,1492714078.3,  204.0037,    2.6993,                                
    0.3868,   81.3156,1492714079.7,  204.0012,    2.7012,                                
    0.3862,   81.1104,1492714081.1,  204.0012,    2.7012,                                
    0.3832,   80.9189,1492714082.4,  204.0108,    2.6941,                                
    0.3784,   80.7213,1492714083.8,  204.0244,    2.6840,                                
    0.3891,   80.4945,1492714085.3,  204.0244,    2.6840,                                
    0.3798,   80.2471,1492714086.7,  203.9700,    2.7161,                                
    0.3764,   79.9858,1492714088.2,  203.9516,    2.7305,                                
    0.3749,   79.7408,1492714089.6,  203.9215,    2.7525,                                
    0.3708,   79.5438,1492714091.0,  203.8474,    2.8078,                                
    0.3741,   79.3489,1492714092.3,  203.8474,    2.8078,                                
    0.3679,   79.1340,1492714093.7,  203.7875,    2.8534,                                
    0.3765,   78.9251,1492714095.0,  203.7891,    2.8523,                                
    0.3757,   78.6938,1492714096.5,  203.7891,    2.8523,                                
    0.3691,   78.4694,1492714098.0,  203.7809,    2.8582,                                
    0.3800,   78.2470,1492714099.5,  203.7633,    2.8711,                                
    0.3693,   78.0337,1492714100.9,  203.7633,    2.8711,                                
    0.3589,   77.8304,1492714102.3,  203.7690,    2.8669,                                
    0.3660,   77.6264,1492714103.6,  203.8267,    2.8246,                                
    0.3674,   77.4389,1492714104.9,  203.8267,    2.8246,                                
    0.3642,   77.2372,1492714106.2,  203.8166,    2.8320,                                
    0.3740,   77.0244,1492714107.6,  203.7793,    2.8590,                                
    0.3655,   76.8138,1492714109.0,  203.8036,    2.8414,                                
    0.3599,   76.6048,1492714110.4,  203.7878,    2.8528,                                
    0.3577,   76.3879,1492714111.9,  203.7878,    2.8528,                                
    0.3596,   76.1831,1492714113.2,  203.7958,    2.8470,                                
    0.3581,   75.9787,1492714114.6,  203.7886,    2.8522,                                
    0.3701,   75.7763,1492714116.0,  203.8082,    2.8380,                                
    0.3513,   75.5686,1492714117.4,  203.8487,    2.8148,                                
    0.3505,   75.3794,1492714118.7,  203.8484,    2.8149,                                
    0.3542,   75.1750,1492714120.1,  203.8397,    2.8213,                                
    0.3667,   74.9316,1492714121.8,  203.8247,    2.8322,                                
    0.3571,   74.7041,1492714123.4,  203.8071,    2.8449,                                
    0.3458,   74.5005,1492714124.8,  203.7732,    2.8678,                                
    0.3516,   74.3171,1492714126.0,  203.7764,    2.8655,                                
    0.3495,   74.1204,1492714127.4,  203.7483,    2.8857,                                
    0.3521,   73.9076,1492714128.9,  203.7289,    2.8997,                                
    0.3430,   73.7128,1492714130.2,  203.7480,    2.8859,                                
    0.3426,   73.5065,1492714131.7,  203.7548,    2.8810,                                
    0.3430,   73.3114,1492714133.0,  203.7536,    2.8819,                                
    0.3459,   73.1229,1492714134.3,  203.7536,    2.8819,                                
    0.3409,   72.9337,1492714135.7,  203.7525,    2.8827,                                
    0.3434,   72.7145,1492714137.2,  203.7525,    2.8827,                                
    0.3430,   72.5159,1492714138.6,  203.7547,    2.8811,                                
    0.3337,   72.3251,1492714139.9,  203.7242,    2.9029,                                
    0.3412,   72.1287,1492714141.3,  203.6929,    2.9254,                                
    0.3363,   71.9371,1492714142.6,  203.6929,    2.9254,                                
    0.3377,   71.7493,1492714144.0,  203.6705,    2.9414,                                
    0.3325,   71.5535,1492714145.4,  203.6865,    2.9287,                                
    0.3362,   71.3423,1492714146.9,  203.6945,    2.9229,                                
    0.3359,   71.1489,1492714148.2,  203.6926,    2.9243,                                
    0.3343,   70.9562,1492714149.6,  203.6926,    2.9243,                                
    0.3334,   70.7500,1492714151.1,  203.6926,    2.9243,                                
    0.3337,   70.5510,1492714152.5,  203.7089,    2.9126,                                
    0.3267,   70.3411,1492714154.0,  203.6847,    2.9294,                                
    0.3299,   70.1494,1492714155.4,  203.6959,    2.9214,                                
    0.3253,   69.9602,1492714156.7,  203.6959,    2.9214,                                
    0.3300,   69.7811,1492714158.0,  203.6970,    2.9206,                                
    0.3258,   69.5904,1492714159.4,  203.7285,    2.8981,                                
    0.3201,   69.4091,1492714160.7,  203.7171,    2.9022,                                
    0.3235,   69.2200,1492714162.0,  203.7171,    2.9022,                                
    0.3193,   69.0222,1492714163.4,  203.7906,    2.8495,                                
    0.3214,   68.8224,1492714164.9,  203.7906,    2.8495,                                
    0.3218,   68.6314,1492714166.3,  203.8419,    2.8129,                                
    0.3180,   68.4306,1492714167.7,  203.8488,    2.8080,                                
    0.3233,   68.2421,1492714169.1,  203.8435,    2.8118,                                
    0.3174,   68.0578,1492714170.4,  203.8375,    2.8160,                                
    0.3329,   67.8786,1492714171.7,  203.8586,    2.8010,                                
    0.3157,   67.6772,1492714173.2,  203.8106,    2.8350,                                
    0.3174,   67.4908,1492714174.6,  203.8106,    2.8350,                                
    0.3153,   67.2974,1492714176.0,  203.7941,    2.8467,                                
    0.3102,   67.0952,1492714177.5,  203.7460,    2.8807,                                
    0.3130,   66.9036,1492714179.0,  203.7564,    2.8734,                                
    0.3105,   66.7203,1492714180.4,  203.7684,    2.8649,                                
    0.3095,   66.5486,1492714181.8,  203.7692,    2.8643,                                
    0.3146,   66.4169,1492714183.1,  203.7692,    2.8643,                                
    0.3188,   66.2703,1492714184.5,  203.7692,    2.8643,                                
    0.3094,   66.1179,1492714185.8,  203.7692,    2.8643,                                
    0.3098,   65.9417,1492714187.2,  203.8129,    2.8333,                                
    0.3211,   65.7686,1492714188.6,  203.8128,    2.8333,                                
    0.3084,   65.5802,1492714190.1,  203.7980,    2.8413,                                
    0.3060,   65.3886,1492714191.6,  203.7775,    2.8558,                                
    0.3087,   65.1974,1492714193.0,  203.7775,    2.8558,                                
    0.3017,   65.0099,1492714194.4,  203.7409,    2.8796,                                
    0.3037,   64.8136,1492714195.9,  203.7340,    2.8844,                                
    0.3022,   64.6226,1492714197.3,  203.7340,    2.8844,                                
    0.2991,   64.4366,1492714198.7,  203.7040,    2.9054,                                
    0.3112,   64.2413,1492714200.2,  203.7216,    2.8930,                                
    0.2990,   64.0605,1492714201.6,  203.7407,    2.8796,                                
    0.2923,   63.8949,1492714202.9,  203.6818,    2.9168,                                
    0.3004,   63.7181,1492714204.2,  203.6718,    2.9238,                                
    0.3022,   63.5426,1492714205.6,  203.7238,    2.8873,                                
    0.2957,   63.3645,1492714207.0,  203.7238,    2.8873,                                
    0.2909,   63.1837,1492714208.3,  203.7258,    2.8858,                                
    0.2918,   62.9833,1492714209.8,  203.7258,    2.8858,                                
    0.2899,   62.7989,1492714211.2,  203.7211,    2.8892,                                
    0.3038,   62.6083,1492714212.6,  203.7287,    2.8838,                                
    0.2888,   62.4288,1492714214.1,  203.7331,    2.8822,                                
    0.2926,   62.2381,1492714215.6,  203.7841,    2.8465,                                
    0.2863,   62.0646,1492714216.9,  203.7360,    2.8799,                                
    0.2868,   61.8877,1492714218.3,  203.7496,    2.8705,                                
    0.2871,   61.7200,1492714219.7,  203.7391,    2.8777,                                
    0.2856,   61.5576,1492714221.0,  203.7391,    2.8777,                                
    0.2828,   61.3796,1492714222.4,  203.7232,    2.8888,                                
    0.2826,   61.1885,1492714223.9,  203.7224,    2.8894,                                
    0.2820,   61.0228,1492714225.2,  203.7189,    2.8918,                                
    0.2833,   60.8453,1492714226.6,  203.7786,    2.8500,                                
    0.2983,   60.6715,1492714228.1,  203.7786,    2.8500,                                
    0.2809,   60.4956,1492714229.5,  203.7723,    2.8533,                                
    0.2818,   60.3298,1492714230.8,  203.7723,    2.8533,                                
    0.2794,   60.1600,1492714232.2,  203.7806,    2.8496,                                
    0.2836,   59.9973,1492714233.5,  203.7806,    2.8496,                                
    0.2733,   59.8279,1492714234.9,  203.7939,    2.8412,                                
    0.2774,   59.6543,1492714236.3,  203.8160,    2.8260,                                
    0.2766,   59.4760,1492714237.7,  203.8160,    2.8260,                                
    0.2749,   59.2822,1492714239.3,  203.8160,    2.8260,                                
    0.2729,   59.1066,1492714240.8,  203.8202,    2.8231,                                
    0.2880,   58.9415,1492714242.1,  203.8188,    2.8241,                                
    0.2717,   58.7229,1492714243.5,  203.8055,    2.8331,                                
    0.2850,   58.4937,1492714244.9,  203.8055,    2.8331,                                
    0.2703,   58.2865,1492714246.3,  203.8055,    2.8331,                                
    0.2708,   58.1008,1492714247.7,  203.7796,    2.8465,                                
    0.2625,   57.9211,1492714249.0,  203.7160,    2.8893,                                
    0.2692,   57.7408,1492714250.5,  203.7216,    2.8855,                                
    0.2656,   57.5691,1492714251.9,  203.7069,    2.8955,                                
    0.2657,   57.4046,1492714253.3,  203.7102,    2.8932,                                
    0.2651,   57.2176,1492714254.6,  203.7163,    2.8891,                                
    0.2686,   57.0254,1492714255.9,  203.7163,    2.8891,                                
    0.2664,   56.8703,1492714257.3,  203.7163,    2.8891,                                
    0.2630,   56.7230,1492714258.6,  203.7230,    2.8845,                                
    0.2616,   56.5652,1492714260.1,  203.7230,    2.8845,                                
    0.2604,   56.3968,1492714261.6,  203.7098,    2.8935,                                
    0.2572,   56.2385,1492714262.9,  203.6735,    2.9182,                                
    0.2638,   56.0866,1492714264.2,  203.6735,    2.9182,                                
    0.2544,   55.9069,1492714265.7,  203.6532,    2.9320,                                
    0.2585,   55.6993,1492714267.2,  203.6575,    2.9291,                                
    0.2566,   55.5210,1492714268.6,  203.6575,    2.9291,                                
    0.2715,   55.3479,1492714270.0,  203.6585,    2.9284,                                
    0.2556,   55.1721,1492714271.5,  203.6604,    2.9271,                                
    0.2516,   54.9964,1492714272.9,  203.6683,    2.9217,                                
    0.2542,   54.8310,1492714274.3,  203.6683,    2.9217,                                
    0.2464,   54.6583,1492714275.7,  203.6478,    2.9357,                                
    0.2635,   54.4742,1492714277.1,  203.6471,    2.9361,                                
    0.2505,   54.3296,1492714278.5,  203.6292,    2.9483,                                
    0.2487,   54.1660,1492714279.9,  203.6376,    2.9425,                                
    0.2484,   54.0145,1492714281.3,  203.6376,    2.9425,                                
    0.2469,   53.8592,1492714282.6,  203.6306,    2.9473,                                
    0.2506,   53.7010,1492714284.0,  203.6306,    2.9473,                                
    0.2437,   53.5307,1492714285.4,  203.6218,    2.9533,                                
    0.2464,   53.3609,1492714286.8,  203.6218,    2.9533,                                
    0.2465,   53.1990,1492714288.1,  203.6218,    2.9533,                                
    0.2428,   53.0354,1492714289.6,  203.5832,    2.9794,                                
    0.2401,   52.8798,1492714291.0,  203.5398,    3.0056,                                
    0.2593,   52.7219,1492714292.4,  203.5398,    3.0056,                                
    0.2417,   52.5644,1492714293.8,  203.5243,    3.0161,                                
    0.2374,   52.4134,1492714295.2,  203.5365,    3.0078,                                
    0.2348,   52.2626,1492714296.5,  203.5264,    3.0146,                                
    0.2374,   52.1037,1492714297.9,  203.5264,    3.0146,                                
    0.2438,   51.9451,1492714299.4,  203.5861,    2.9740,                                
    0.2453,   51.7521,1492714300.8,  203.5768,    2.9803,                                
    0.2391,   51.5604,1492714302.2,  203.5791,    2.9787,                                
    0.2378,   51.3794,1492714303.6,  203.5763,    2.9806,                                
    0.2373,   51.1908,1492714305.0,  203.5763,    2.9806,                                
    0.2329,   51.0192,1492714306.4,  203.5763,    2.9806,                                
    0.2394,   50.8829,1492714307.8,  203.5721,    2.9835,                                
    0.2339,   50.7155,1492714309.2,  203.5721,    2.9835,                                
    0.2286,   50.5385,1492714310.6,  203.5078,    3.0227,                                
    0.2356,   50.3837,1492714311.9,  203.5210,    3.0139,                                
    0.2284,   50.2521,1492714313.3,  203.5543,    2.9915,                                
    0.2283,   50.1244,1492714314.7,  203.5543,    2.9915,                                
    0.2350,   49.9811,1492714316.0,  203.5512,    2.9935,                                
    0.2277,   49.8316,1492714317.4,  203.5561,    2.9908,                                
    0.2313,   49.6761,1492714318.8,  203.6078,    2.9560,                                
    0.2259,   49.5292,1492714320.2,  203.5988,    2.9603,                                
    0.2182,   49.3925,1492714321.5,  203.5937,    2.9621,                                
    0.2231,   49.2591,1492714322.8,  203.5912,    2.9638,                                
    0.2212,   49.1164,1492714324.2,  203.5912,    2.9638,                                
    0.2237,   48.9682,1492714325.6,  203.6040,    2.9553,                                
    0.2271,   48.8241,1492714327.0,  203.5908,    2.9641,                                
    0.2217,   48.6780,1492714328.3,  203.5908,    2.9641,                                
    0.2193,   48.5145,1492714329.7,  203.5905,    2.9642,                                
    0.2205,   48.3665,1492714331.0,  203.5877,    2.9661,                                
    0.2182,   48.2186,1492714332.4,  203.5756,    2.9741,                                
    0.2182,   48.0632,1492714333.8,  203.5756,    2.9741,                                
    0.2144,   47.9119,1492714335.3,  203.6169,    2.9466,                                
    0.2148,   47.7671,1492714336.7,  203.6122,    2.9497,                                
    0.2164,   47.6043,1492714338.3,  203.6122,    2.9497,                                
    0.2127,   47.4462,1492714339.8,  203.6266,    2.9413,                                
    0.2182,   47.2943,1492714341.3,  203.6266,    2.9413,                                
    0.2154,   47.1446,1492714342.7,  203.6455,    2.9288,                                
    0.2223,   46.9513,1492714344.1,  203.6412,    2.9316,                                
    0.2235,   46.7747,1492714345.4,  203.6412,    2.9316,                                
    0.2110,   46.6087,1492714346.8,  203.5992,    2.9593,                                
    0.2151,   46.4718,1492714348.3,  203.5992,    2.9593,                                
    0.2100,   46.3362,1492714349.7,  203.5789,    2.9727,                                
    0.2067,   46.1992,1492714351.0,  203.6047,    2.9555,                                
    0.2069,   46.0541,1492714352.4,  203.6047,    2.9555,                                
    0.2056,   45.9252,1492714353.7,  203.5914,    2.9642,                                
    0.2059,   45.7897,1492714355.1,  203.5975,    2.9603,                                
    0.2110,   45.6514,1492714356.5,  203.5975,    2.9603,                                
    0.2010,   45.5211,1492714357.9,  203.5814,    2.9708,                                
    0.2191,   45.3886,1492714359.2,  203.5709,    2.9777,                                
    0.2065,   45.2488,1492714360.7,  203.5709,    2.9777,                                
    0.2048,   45.1123,1492714362.1,  203.5650,    2.9816,                                
    0.2027,   44.9608,1492714363.5,  203.5564,    2.9873,                                
    0.2005,   44.8115,1492714364.9,  203.5401,    2.9980,                                
    0.2048,   44.6660,1492714366.3,  203.5401,    2.9980,                                
    0.2086,   44.5366,1492714367.6,  203.5269,    3.0066,                                
    0.1992,   44.3988,1492714369.0,  203.5396,    3.0030,                                
    0.2000,   44.2620,1492714370.3,  203.5362,    3.0053,                                
    0.1992,   44.1297,1492714371.6,  203.5362,    3.0053,                                
    0.2003,   44.0015,1492714373.0,  203.5911,    2.9690,                                
    0.2002,   43.8760,1492714374.3,  203.5847,    2.9732,                                
    0.1924,   43.7370,1492714375.8,  203.5965,    2.9678,                                
    0.1999,   43.6076,1492714377.2,  203.5967,    2.9676,                                
    0.1993,   43.4743,1492714378.6,  203.5909,    2.9714,                                
    0.1970,   43.3421,1492714380.0,  203.5909,    2.9714,                                
    0.2034,   43.1972,1492714381.4,  203.6043,    2.9627,                                
    0.1938,   43.0465,1492714382.8,  203.6043,    2.9627,                                
    0.1910,   42.9093,1492714384.2,  203.5771,    2.9804,                                
    0.1906,   42.7753,1492714385.6,  203.5750,    2.9813,                                
    0.2016,   42.6370,1492714386.9,  203.5714,    2.9837,                                
    0.1894,   42.4737,1492714388.3,  203.5650,    2.9878,                                
    0.1958,   42.3141,1492714389.7,  203.5544,    2.9947,                                
    0.1838,   42.1612,1492714391.2,  203.5350,    3.0036,                                
    0.1881,   42.0228,1492714392.5,  203.5826,    2.9724,                                
    0.1909,   41.8961,1492714393.9,  203.5745,    2.9776,                                
    0.1868,   41.7694,1492714395.2,  203.5745,    2.9776,                                
    0.1855,   41.6379,1492714396.6,  203.6189,    2.9487,                                
    0.1843,   41.5175,1492714397.9,  203.6189,    2.9487,                                
    0.1869,   41.3968,1492714399.2,  203.6133,    2.9523,                                
    0.1829,   41.2711,1492714400.5,  203.6133,    2.9523,                                
    0.1865,   41.1381,1492714401.9,  203.6129,    2.9525,                                
    0.1871,   41.0160,1492714403.2,  203.6129,    2.9525,                                
    0.1795,   40.8882,1492714404.6,  203.6129,    2.9525,                                
    0.1798,   40.7684,1492714405.9,  203.6135,    2.9521,                                
