# DateTime,20170426_101443
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,343.76,764.8582,0.3476,5739.1888,3.54,2658.9240,143.40937
,,3000,91.31,1.0106,0.7795,5739.1893,1.63,7.8779,0.82444
,,4000,204.54,0.1383,0.7721,5739.1892,1.24,1.0678,0.07466
,,5000,204.58,0.1065,0.7723,5739.1892,1.21,0.8222,0.05748
,,6000,204.58,0.0919,0.7726,5739.1892,1.30,0.7097,0.04962
,,7000,204.54,0.0777,0.7728,5739.1892,1.27,0.6006,0.04199
,,8000,204.58,0.0687,0.7731,5739.1892,1.23,0.5313,0.03714
,,9000,204.37,0.0564,0.7734,5739.1892,1.24,0.4364,0.03052
,,10000,202.96,0.0468,0.7735,5739.1892,1.28,0.3618,0.02539
,,11000,201.98,0.0421,0.7736,5739.1892,1.33,0.3257,0.02292
,,12000,200.72,0.0414,0.7736,5739.1892,1.35,0.3204,0.02261
,,13000,197.08,0.0418,0.7736,5739.1892,1.37,0.3237,0.02306
,,14000,190.29,0.0425,0.7737,5739.1892,1.49,0.3286,0.02382
,,15000,179.92,0.0427,0.7736,5739.1892,1.57,0.3304,0.02464
,,16000,172.50,0.0427,0.7737,5739.1892,1.57,0.3304,0.02516
