# DateTime,20170426_101313
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,334.67,1641.0081,0.2176,5739.2623,3.44,3570.5970,195.17809
,,3000,204.58,0.3322,0.7969,5739.2627,1.24,2.6476,0.18511
,,4000,204.58,0.1405,0.7972,5739.2627,1.27,1.1202,0.07832
,,5000,204.58,0.1097,0.7975,5739.2626,1.27,0.8750,0.06118
,,6000,204.58,0.0922,0.7978,5739.2626,1.33,0.7357,0.05144
,,7000,204.58,0.0824,0.7980,5739.2626,1.33,0.6574,0.04596
,,8000,204.58,0.0699,0.7984,5739.2626,1.38,0.5584,0.03904
,,9000,204.16,0.0579,0.7986,5739.2626,1.36,0.4624,0.03236
,,10000,203.58,0.0462,0.7988,5739.2626,1.38,0.3692,0.02587
,,11000,201.53,0.0439,0.7988,5739.2626,1.35,0.3509,0.02472
,,12000,199.56,0.0432,0.7989,5739.2626,1.41,0.3452,0.02443
,,13000,198.41,0.0415,0.7989,5739.2626,1.40,0.3316,0.02354
,,14000,189.21,0.0413,0.7989,5739.2626,1.48,0.3298,0.02398
,,15000,184.30,0.0407,0.7989,5739.2626,1.56,0.3248,0.02392
,,16000,170.47,0.0417,0.7989,5739.2626,1.72,0.3335,0.02554
