# DateTime,20170412_084249
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49546.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15989.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47446.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18089.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,163.37,37.0387,0.8255,5739.2626,1.66,305.7487,23.92080
,,3000,204.54,0.0951,0.8022,5739.2626,1.25,0.7625,0.05332
,,4000,204.58,0.0530,0.8023,5739.2626,1.30,0.4253,0.02973
,,5000,204.54,0.0400,0.8024,5739.2626,1.27,0.3207,0.02242
,,6000,204.58,0.0336,0.8025,5739.2626,1.32,0.2696,0.01885
,,7000,204.58,0.0306,0.8026,5739.2626,1.33,0.2460,0.01720
,,8000,204.37,0.0299,0.8026,5739.2626,1.33,0.2398,0.01677
,,9000,204.37,0.0283,0.8027,5739.2626,1.41,0.2268,0.01587
,,10000,203.33,0.0263,0.8028,5739.2626,1.36,0.2110,0.01480
,,11000,201.94,0.0239,0.8029,5739.2626,1.31,0.1916,0.01349
,,12000,201.73,0.0206,0.8030,5739.2626,1.44,0.1650,0.01162
,,13000,200.56,0.0177,0.8030,5739.2626,1.45,0.1425,0.01006
,,14000,193.35,0.0160,0.8030,5739.2626,1.41,0.1288,0.00926
,,15000,192.94,0.0154,0.8031,5739.2626,1.51,0.1239,0.00892
,,16000,182.98,0.0148,0.8031,5739.2626,1.61,0.1188,0.00878
