# DateTime,20170426_102536
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,344.83,1052.4002,0.3617,5739.1888,3.36,3806.3463,204.97808
,,3000,147.17,0.7209,0.7740,5739.1892,1.38,5.5796,0.45994
,,4000,204.58,0.1350,0.7721,5739.1892,1.20,1.0423,0.07287
,,5000,204.54,0.1075,0.7724,5739.1892,1.23,0.8302,0.05805
,,6000,204.58,0.0854,0.7726,5739.1892,1.25,0.6602,0.04615
,,7000,204.58,0.0754,0.7728,5739.1892,1.26,0.5830,0.04076
,,8000,204.54,0.0652,0.7730,5739.1892,1.25,0.5044,0.03527
,,9000,203.96,0.0573,0.7732,5739.1892,1.29,0.4428,0.03101
,,10000,203.33,0.0512,0.7734,5739.1892,1.34,0.3957,0.02775
,,11000,201.53,0.0441,0.7736,5739.1892,1.39,0.3415,0.02405
,,12000,199.00,0.0390,0.7737,5739.1892,1.43,0.3017,0.02139
,,13000,193.27,0.0351,0.7738,5739.1892,1.52,0.2719,0.01956
,,14000,190.40,0.0333,0.7738,5739.1892,1.41,0.2574,0.01866
,,15000,181.75,0.0332,0.7738,5739.1892,1.52,0.2569,0.01906
,,16000,178.28,0.0335,0.7738,5739.1892,1.61,0.2592,0.01942
