# DateTime,20170426_102403
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,336.47,1723.3179,0.1125,5739.2623,3.46,1938.7979,105.69561
,,3000,204.58,0.2477,0.7970,5739.2627,1.29,1.9744,0.13804
,,4000,204.54,0.1486,0.7973,5739.2627,1.29,1.1847,0.08284
,,5000,204.58,0.1068,0.7976,5739.2626,1.26,0.8521,0.05957
,,6000,204.54,0.0885,0.7978,5739.2626,1.28,0.7058,0.04935
,,7000,204.58,0.0721,0.7981,5739.2626,1.35,0.5754,0.04023
,,8000,204.08,0.0675,0.7983,5739.2626,1.33,0.5390,0.03773
,,9000,204.16,0.0593,0.7985,5739.2626,1.36,0.4734,0.03313
,,10000,203.75,0.0511,0.7987,5739.2626,1.38,0.4078,0.02857
,,11000,202.96,0.0464,0.7989,5739.2626,1.41,0.3706,0.02601
,,12000,200.52,0.0398,0.7990,5739.2626,1.35,0.3180,0.02246
,,13000,192.42,0.0358,0.7991,5739.2626,1.52,0.2862,0.02063
,,14000,192.98,0.0340,0.7991,5739.2626,1.43,0.2718,0.01957
,,15000,181.65,0.0346,0.7991,5739.2626,1.50,0.2763,0.02050
,,16000,171.64,0.0360,0.7991,5739.2626,1.65,0.2873,0.02193
