EPOCH_TIME                ALARM_STATUS              CH4                       GPS_TIME                  GPS_ABS_LAT               GPS_REL_LAT               GPS_ABS_LONG              GPS_REL_LONG              GPS_FIT                   
1316240018.847            0                         1.8832089645E+000         2.2418000000E+004         3.7804013703E+001         8.0401370289E-001         -1.2242660777E+002        -4.2660777396E-001        2.0000000000E+000         
1316240019.914            0                         1.8807347274E+000         2.2419000000E+004         3.7804013688E+001         8.0401368843E-001         -1.2242660781E+002        -4.2660780764E-001        2.0000000000E+000         
1316240020.947            0                         1.8787560025E+000         2.2420000000E+004         3.7804013672E+001         8.0401367201E-001         -1.2242660788E+002        -4.2660788229E-001        2.0000000000E+000         
1316240021.973            0                         1.8772888937E+000         2.2421000000E+004         3.7804013612E+001         8.0401361249E-001         -1.2242660786E+002        -4.2660785625E-001        2.0000000000E+000         
1316240023.060            0                         1.8728755273E+000         2.2422000000E+004         3.7804013602E+001         8.0401360219E-001         -1.2242660777E+002        -4.2660776942E-001        2.0000000000E+000         
1316240024.130            0                         1.8721205212E+000         2.2424000000E+004         3.7804013608E+001         8.0401360836E-001         -1.2242660776E+002        -4.2660775830E-001        2.0000000000E+000         
1316240025.191            0                         1.8686837098E+000         2.2425000000E+004         3.7804013617E+001         8.0401361669E-001         -1.2242660767E+002        -4.2660766837E-001        2.0000000000E+000         
1316240026.214            0                         1.8658480501E+000         2.2426000000E+004         3.7804013672E+001         8.0401367164E-001         -1.2242660762E+002        -4.2660762461E-001        2.0000000000E+000         
1316240027.251            0                         1.8672779123E+000         2.2427000000E+004         3.7804013664E+001         8.0401366423E-001         -1.2242660749E+002        -4.2660748813E-001        2.0000000000E+000         
1316240028.326            0                         1.8681932913E+000         2.2428000000E+004         3.7804013645E+001         8.0401364486E-001         -1.2242660742E+002        -4.2660742086E-001        2.0000000000E+000         
1316240029.371            0                         1.8674135402E+000         2.2429000000E+004         3.7804013636E+001         8.0401363552E-001         -1.2242660732E+002        -4.2660732489E-001        2.0000000000E+000         
1316240030.404            0                         1.8673796531E+000         2.2430000000E+004         3.7804013634E+001         8.0401363353E-001         -1.2242660723E+002        -4.2660722690E-001        2.0000000000E+000         
1316240031.452            0                         1.8685458203E+000         2.2431000000E+004         3.7804013566E+001         8.0401356592E-001         -1.2242660756E+002        -4.2660756476E-001        2.0000000000E+000         
1316240032.494            0                         1.8674316032E+000         2.2432000000E+004         3.7804013072E+001         8.0401307152E-001         -1.2242661057E+002        -4.2661057001E-001        2.0000000000E+000         
1316240033.551            0                         1.8687025767E+000         2.2433000000E+004         3.7804011959E+001         8.0401195927E-001         -1.2242661782E+002        -4.2661782190E-001        2.0000000000E+000         
1316240034.614            0                         1.8719726626E+000         2.2434000000E+004         3.7804010502E+001         8.0401050206E-001         -1.2242662904E+002        -4.2662903713E-001        2.0000000000E+000         
1316240035.626            0                         1.8735498031E+000         2.2435000000E+004         3.7804008298E+001         8.0400829782E-001         -1.2242664702E+002        -4.2664702110E-001        2.0000000000E+000         
1316240036.633            0                         1.8804308319E+000         2.2436000000E+004         3.7804005108E+001         8.0400510795E-001         -1.2242667520E+002        -4.2667520167E-001        2.0000000000E+000         
1316240037.680            0                         1.8801149462E+000         2.2437000000E+004         3.7804000469E+001         8.0400046885E-001         -1.2242671666E+002        -4.2671666444E-001        2.0000000000E+000         
1316240038.737            0                         1.8781603963E+000         2.2438000000E+004         3.7803994306E+001         8.0399430640E-001         -1.2242676971E+002        -4.2676970678E-001        2.0000000000E+000         
1316240039.753            0                         1.8747355899E+000         2.2439000000E+004         3.7803986852E+001         8.0398685206E-001         -1.2242683036E+002        -4.2683035515E-001        2.0000000000E+000         
1316240040.786            0                         1.8700192232E+000         2.2440000000E+004         3.7803976994E+001         8.0397699355E-001         -1.2242690048E+002        -4.2690047784E-001        2.0000000000E+000         
1316240041.821            0                         1.8639040209E+000         2.2441000000E+004         3.7803966109E+001         8.0396610896E-001         -1.2242697883E+002        -4.2697882927E-001        2.0000000000E+000         
1316240042.866            0                         1.8624950157E+000         2.2442000000E+004         3.7803954591E+001         8.0395459105E-001         -1.2242706519E+002        -4.2706519357E-001        2.0000000000E+000         
1316240043.873            0                         1.8604237309E+000         2.2443000000E+004         3.7803942440E+001         8.0394243999E-001         -1.2242715519E+002        -4.2715518938E-001        2.0000000000E+000         
1316240044.904            0                         1.8582501184E+000         2.2444000000E+004         3.7803929483E+001         8.0392948340E-001         -1.2242725242E+002        -4.2725242210E-001        2.0000000000E+000         
1316240045.973            0                         1.8582835745E+000         2.2445000000E+004         3.7803915819E+001         8.0391581882E-001         -1.2242735698E+002        -4.2735698311E-001        2.0000000000E+000         
1316240047.039            0                         1.8524717739E+000         2.2446000000E+004         3.7803902521E+001         8.0390252101E-001         -1.2242746458E+002        -4.2746458277E-001        2.0000000000E+000         
1316240048.079            0                         1.8495311912E+000         2.2448000000E+004         3.7803889213E+001         8.0388921260E-001         -1.2242757184E+002        -4.2757184274E-001        2.0000000000E+000         
1316240049.087            0                         1.8469437023E+000         2.2449000000E+004         3.7803875762E+001         8.0387576206E-001         -1.2242767636E+002        -4.2767636093E-001        2.0000000000E+000         
1316240050.144            0                         1.8455793088E+000         2.2450000000E+004         3.7803861326E+001         8.0386132645E-001         -1.2242778736E+002        -4.2778736184E-001        2.0000000000E+000         
1316240051.179            0                         1.8430524992E+000         2.2451000000E+004         3.7803846142E+001         8.0384614215E-001         -1.2242789663E+002        -4.2789662758E-001        2.0000000000E+000         
1316240052.205            0                         1.8450021456E+000         2.2452000000E+004         3.7803829931E+001         8.0382993054E-001         -1.2242800496E+002        -4.2800496368E-001        2.0000000000E+000         
1316240053.247            0                         1.8450277805E+000         2.2453000000E+004         3.7803814504E+001         8.0381450417E-001         -1.2242811751E+002        -4.2811750834E-001        2.0000000000E+000         
1316240054.285            0                         1.8459460626E+000         2.2454000000E+004         3.7803799315E+001         8.0379931485E-001         -1.2242823032E+002        -4.2823031738E-001        2.0000000000E+000         
1316240055.352            0                         1.8456886556E+000         2.2455000000E+004         3.7803784850E+001         8.0378485027E-001         -1.2242834787E+002        -4.2834787004E-001        2.0000000000E+000         
1316240056.369            0                         1.8443869980E+000         2.2456000000E+004         3.7803771081E+001         8.0377108142E-001         -1.2242846031E+002        -4.2846031315E-001        2.0000000000E+000         
1316240057.436            0                         1.8423401419E+000         2.2457000000E+004         3.7803755837E+001         8.0375583703E-001         -1.2242857735E+002        -4.2857734650E-001        2.0000000000E+000         
1316240058.502            0                         1.8418675350E+000         2.2458000000E+004         3.7803741148E+001         8.0374114848E-001         -1.2242869624E+002        -4.2869624017E-001        2.0000000000E+000         
1316240059.538            0                         1.8410331018E+000         2.2459000000E+004         3.7803726745E+001         8.0372674535E-001         -1.2242881186E+002        -4.2881185805E-001        2.0000000000E+000         
1316240060.548            0                         1.8405995208E+000         2.2460000000E+004         3.7803712397E+001         8.0371239659E-001         -1.2242892270E+002        -4.2892270247E-001        2.0000000000E+000         
1316240061.566            0                         1.8399615081E+000         2.2461000000E+004         3.7803698093E+001         8.0369809312E-001         -1.2242903093E+002        -4.2903092924E-001        2.0000000000E+000         
1316240062.592            0                         1.8421814959E+000         2.2462000000E+004         3.7803683718E+001         8.0368371845E-001         -1.2242913467E+002        -4.2913466846E-001        2.0000000000E+000         
1316240063.633            0                         1.8447659022E+000         2.2463000000E+004         3.7803669834E+001         8.0366983419E-001         -1.2242923291E+002        -4.2923290683E-001        2.0000000000E+000         
1316240064.692            0                         1.8466092615E+000         2.2464000000E+004         3.7803657536E+001         8.0365753639E-001         -1.2242932666E+002        -4.2932665965E-001        2.0000000000E+000         
1316240065.749            0                         1.8442164583E+000         2.2465000000E+004         3.7803646368E+001         8.0364636820E-001         -1.2242941690E+002        -4.2941690405E-001        2.0000000000E+000         
1316240066.806            0                         1.8421104578E+000         2.2466000000E+004         3.7803635008E+001         8.0363500774E-001         -1.2242950471E+002        -4.2950471041E-001        2.0000000000E+000         
1316240067.835            0                         1.8414318099E+000         2.2467000000E+004         3.7803623821E+001         8.0362382128E-001         -1.2242958841E+002        -4.2958841430E-001        2.0000000000E+000         
1316240068.876            0                         1.8424978228E+000         2.2468000000E+004         3.7803612527E+001         8.0361252653E-001         -1.2242967404E+002        -4.2967403907E-001        2.0000000000E+000         
1316240069.887            0                         1.8395908975E+000         2.2469000000E+004         3.7803601950E+001         8.0360194956E-001         -1.2242976023E+002        -4.2976022735E-001        2.0000000000E+000         
1316240070.932            0                         1.8510335258E+000         2.2470000000E+004         3.7803590947E+001         8.0359094692E-001         -1.2242985365E+002        -4.2985365432E-001        2.0000000000E+000         
1316240071.944            0                         1.8628813415E+000         2.2471000000E+004         3.7803579883E+001         8.0357988271E-001         -1.2242994809E+002        -4.2994808529E-001        2.0000000000E+000         
1316240072.980            0                         1.8647967465E+000         2.2472000000E+004         3.7803568517E+001         8.0356851697E-001         -1.2243004844E+002        -4.3004844399E-001        2.0000000000E+000         
1316240074.055            0                         1.8620944391E+000         2.2473000000E+004         3.7803555720E+001         8.0355572018E-001         -1.2243015524E+002        -4.3015523664E-001        2.0000000000E+000         
1316240075.094            0                         1.8580913186E+000         2.2475000000E+004         3.7803542377E+001         8.0354237716E-001         -1.2243026221E+002        -4.3026221171E-001        2.0000000000E+000         
1316240076.112            0                         1.8616387503E+000         2.2476000000E+004         3.7803528408E+001         8.0352840847E-001         -1.2243037117E+002        -4.3037116546E-001        2.0000000000E+000         
1316240077.146            0                         1.8638056206E+000         2.2477000000E+004         3.7803513537E+001         8.0351353666E-001         -1.2243048308E+002        -4.3048307917E-001        2.0000000000E+000         
1316240078.159            0                         1.8687477750E+000         2.2478000000E+004         3.7803498951E+001         8.0349895105E-001         -1.2243059038E+002        -4.3059037815E-001        2.0000000000E+000         
1316240079.213            0                         1.8724646001E+000         2.2479000000E+004         3.7803484074E+001         8.0348407401E-001         -1.2243069659E+002        -4.3069658543E-001        2.0000000000E+000         
1316240080.246            0                         1.8757594037E+000         2.2480000000E+004         3.7803470266E+001         8.0347026561E-001         -1.2243079384E+002        -4.3079384352E-001        2.0000000000E+000         
1316240081.301            0                         1.8772884200E+000         2.2481000000E+004         3.7803455969E+001         8.0345596874E-001         -1.2243088455E+002        -4.3088454637E-001        2.0000000000E+000         
1316240082.320            0                         1.8852822516E+000         2.2482000000E+004         3.7803440504E+001         8.0344050427E-001         -1.2243096458E+002        -4.3096457844E-001        2.0000000000E+000         
1316240083.339            0                         1.8952847075E+000         2.2483000000E+004         3.7803424365E+001         8.0342436515E-001         -1.2243103533E+002        -4.3103533442E-001        2.0000000000E+000         
1316240084.398            0                         1.8987989785E+000         2.2484000000E+004         3.7803409025E+001         8.0340902481E-001         -1.2243109476E+002        -4.3109475538E-001        2.0000000000E+000         
1316240085.420            0                         1.9129575633E+000         2.2485000000E+004         3.7803396974E+001         8.0339697433E-001         -1.2243114175E+002        -4.3114174552E-001        2.0000000000E+000         
1316240086.465            0                         1.9216423455E+000         2.2486000000E+004         3.7803387238E+001         8.0338723830E-001         -1.2243118431E+002        -4.3118430770E-001        2.0000000000E+000         
1316240087.542            0                         1.9199095012E+000         2.2487000000E+004         3.7803378328E+001         8.0337832848E-001         -1.2243122803E+002        -4.3122802684E-001        2.0000000000E+000         
1316240088.635            0                         1.9052758793E+000         2.2488000000E+004         3.7803369281E+001         8.0336928098E-001         -1.2243127784E+002        -4.3127783580E-001        2.0000000000E+000         
1316240089.698            0                         1.8900396818E+000         2.2489000000E+004         3.7803359899E+001         8.0335989875E-001         -1.2243133552E+002        -4.3133552467E-001        2.0000000000E+000         
1316240090.767            0                         1.8743569676E+000         2.2490000000E+004         3.7803349473E+001         8.0334947287E-001         -1.2243140344E+002        -4.3140343704E-001        2.0000000000E+000         
1316240091.837            0                         1.9080368115E+000         2.2491000000E+004         3.7803338259E+001         8.0333825891E-001         -1.2243148133E+002        -4.3148132611E-001        2.0000000000E+000         
1316240092.880            0                         1.9237779135E+000         2.2492000000E+004         3.7803326740E+001         8.0332673957E-001         -1.2243156755E+002        -4.3156755169E-001        2.0000000000E+000         
1316240093.923            0                         1.9033397868E+000         2.2493000000E+004         3.7803314360E+001         8.0331436010E-001         -1.2243166301E+002        -4.3166301230E-001        2.0000000000E+000         
1316240094.969            0                         1.8785177327E+000         2.2494000000E+004         3.7803300649E+001         8.0330064892E-001         -1.2243176653E+002        -4.3176653091E-001        2.0000000000E+000         
1316240096.034            0                         1.8682921535E+000         2.2495000000E+004         3.7803287073E+001         8.0328707271E-001         -1.2243188138E+002        -4.3188137704E-001        2.0000000000E+000         
1316240097.117            0                         1.8619939515E+000         2.2497000000E+004         3.7803275425E+001         8.0327542511E-001         -1.2243200815E+002        -4.3200815183E-001        2.0000000000E+000         
1316240098.175            0                         1.8486329246E+000         2.2498000000E+004         3.7803262927E+001         8.0326292658E-001         -1.2243213796E+002        -4.3213796253E-001        2.0000000000E+000         
1316240099.244            0                         1.8406667985E+000         2.2499000000E+004         3.7803248964E+001         8.0324896408E-001         -1.2243227233E+002        -4.3227232856E-001        2.0000000000E+000         
1316240100.340            0                         1.8374037979E+000         2.2500000000E+004         3.7803233124E+001         8.0323312408E-001         -1.2243241239E+002        -4.3241238569E-001        2.0000000000E+000         
1316240101.367            0                         1.8356470357E+000         2.2501000000E+004         3.7803217504E+001         8.0321750411E-001         -1.2243254430E+002        -4.3254429677E-001        2.0000000000E+000         
1316240102.348            0                         1.8338210453E+000         2.2502000000E+004         3.7803202207E+001         8.0320220660E-001         -1.2243267066E+002        -4.3267065917E-001        2.0000000000E+000         
1316240103.389            0                         1.8334654638E+000         2.2503000000E+004         3.7803186152E+001         8.0318615229E-001         -1.2243280483E+002        -4.3280482946E-001        2.0000000000E+000         
1316240104.463            0                         1.8331186473E+000         2.2504000000E+004         3.7803169720E+001         8.0316972040E-001         -1.2243294045E+002        -4.3294045292E-001        2.0000000000E+000         
1316240105.528            0                         1.8335678654E+000         2.2505000000E+004         3.7803153800E+001         8.0315379985E-001         -1.2243306743E+002        -4.3306742787E-001        2.0000000000E+000         
1316240106.557            0                         1.8352859014E+000         2.2506000000E+004         3.7803138599E+001         8.0313859895E-001         -1.2243318474E+002        -4.3318474299E-001        2.0000000000E+000         
1316240107.576            0                         1.8365743820E+000         2.2507000000E+004         3.7803124015E+001         8.0312401538E-001         -1.2243330047E+002        -4.3330047267E-001        2.0000000000E+000         
1316240108.598            0                         1.8364873362E+000         2.2508000000E+004         3.7803109606E+001         8.0310960587E-001         -1.2243341670E+002        -4.3341670008E-001        2.0000000000E+000         
1316240109.613            0                         1.8367781129E+000         2.2509000000E+004         3.7803095589E+001         8.0309558914E-001         -1.2243353330E+002        -4.3353329645E-001        2.0000000000E+000         
1316240110.654            0                         1.8391133633E+000         2.2510000000E+004         3.7803081006E+001         8.0308100641E-001         -1.2243365417E+002        -4.3365417432E-001        2.0000000000E+000         
1316240111.690            0                         1.8425310376E+000         2.2511000000E+004         3.7803066490E+001         8.0306649008E-001         -1.2243377398E+002        -4.3377398419E-001        2.0000000000E+000         
1316240112.734            0                         1.8435551960E+000         2.2512000000E+004         3.7803052290E+001         8.0305229015E-001         -1.2243389226E+002        -4.3389226050E-001        2.0000000000E+000         
1316240113.776            0                         1.8459496635E+000         2.2513000000E+004         3.7803038576E+001         8.0303857597E-001         -1.2243400676E+002        -4.3400675787E-001        2.0000000000E+000         
1316240114.822            0                         1.8463593456E+000         2.2514000000E+004         3.7803025183E+001         8.0302518293E-001         -1.2243411825E+002        -4.3411825421E-001        2.0000000000E+000         
1316240115.872            0                         1.8439520790E+000         2.2515000000E+004         3.7803011861E+001         8.0301186144E-001         -1.2243422723E+002        -4.3422723026E-001        2.0000000000E+000         
1316240116.957            0                         1.8421519856E+000         2.2516000000E+004         3.7802997428E+001         8.0299742816E-001         -1.2243433734E+002        -4.3433734437E-001        2.0000000000E+000         
1316240118.007            0                         1.8390631500E+000         2.2517000000E+004         3.7802983606E+001         8.0298360633E-001         -1.2243444252E+002        -4.3444251525E-001        2.0000000000E+000         
1316240119.014            0                         1.8369237447E+000         2.2518000000E+004         3.7802970660E+001         8.0297066030E-001         -1.2243454201E+002        -4.3454201041E-001        2.0000000000E+000         
1316240120.049            0                         1.8353082220E+000         2.2519000000E+004         3.7802957764E+001         8.0295776356E-001         -1.2243464019E+002        -4.3464018586E-001        2.0000000000E+000         
1316240121.093            0                         1.8354260787E+000         2.2521000000E+004         3.7802947095E+001         8.0294709534E-001         -1.2243472556E+002        -4.3472555573E-001        2.0000000000E+000         
1316240122.119            0                         1.8376771032E+000         2.2522000000E+004         3.7802939800E+001         8.0293979966E-001         -1.2243478690E+002        -4.3478690338E-001        2.0000000000E+000         
1316240123.141            0                         1.8380992428E+000         2.2523000000E+004         3.7802935095E+001         8.0293509544E-001         -1.2243482432E+002        -4.3482432083E-001        2.0000000000E+000         
1316240124.188            0                         1.8381019023E+000         2.2524000000E+004         3.7802933334E+001         8.0293333355E-001         -1.2243484242E+002        -4.3484242304E-001        2.0000000000E+000         
1316240125.240            0                         1.8343591256E+000         2.2525000000E+004         3.7802932568E+001         8.0293256835E-001         -1.2243485949E+002        -4.3485948945E-001        2.0000000000E+000         
1316240126.255            0                         1.8336707909E+000         2.2526000000E+004         3.7802929843E+001         8.0292984327E-001         -1.2243488860E+002        -4.3488859862E-001        2.0000000000E+000         
1316240127.274            0                         1.8362572494E+000         2.2527000000E+004         3.7802924564E+001         8.0292456446E-001         -1.2243493551E+002        -4.3493551093E-001        2.0000000000E+000         
1316240128.321            0                         1.8399203257E+000         2.2528000000E+004         3.7802916728E+001         8.0291672804E-001         -1.2243499862E+002        -4.3499862167E-001        2.0000000000E+000         
1316240129.357            0                         1.8422435928E+000         2.2529000000E+004         3.7802906815E+001         8.0290681456E-001         -1.2243507649E+002        -4.3507648775E-001        2.0000000000E+000         
1316240130.393            0                         1.8423832444E+000         2.2530000000E+004         3.7802895347E+001         8.0289534725E-001         -1.2243516806E+002        -4.3516805932E-001        2.0000000000E+000         
1316240131.408            0                         1.8436309520E+000         2.2531000000E+004         3.7802882773E+001         8.0288277296E-001         -1.2243526781E+002        -4.3526781391E-001        2.0000000000E+000         
1316240132.442            0                         1.8432211835E+000         2.2532000000E+004         3.7802868733E+001         8.0286873268E-001         -1.2243537702E+002        -4.3537701959E-001        2.0000000000E+000         
1316240133.484            0                         1.8449270033E+000         2.2533000000E+004         3.7802854195E+001         8.0285419529E-001         -1.2243549113E+002        -4.3549113330E-001        2.0000000000E+000         
1316240134.517            0                         1.8462836889E+000         2.2534000000E+004         3.7802840220E+001         8.0284022021E-001         -1.2243560624E+002        -4.3560624028E-001        2.0000000000E+000         
1316240135.565            0                         1.8473221408E+000         2.2535000000E+004         3.7802826087E+001         8.0282608708E-001         -1.2243572239E+002        -4.3572238667E-001        2.0000000000E+000         
1316240136.606            0                         1.8531709041E+000         2.2536000000E+004         3.7802811941E+001         8.0281194111E-001         -1.2243583550E+002        -4.3583549665E-001        2.0000000000E+000         
1316240137.645            0                         1.8579190910E+000         2.2537000000E+004         3.7802798186E+001         8.0279818645E-001         -1.2243594514E+002        -4.3594513962E-001        2.0000000000E+000         
1316240138.690            0                         1.8566588421E+000         2.2538000000E+004         3.7802785208E+001         8.0278520842E-001         -1.2243605221E+002        -4.3605220946E-001        2.0000000000E+000         
1316240139.695            0                         1.8551322460E+000         2.2539000000E+004         3.7802774219E+001         8.0277421857E-001         -1.2243614909E+002        -4.3614908568E-001        2.0000000000E+000         
1316240140.709            0                         1.8550902678E+000         2.2540000000E+004         3.7802765159E+001         8.0276515908E-001         -1.2243623407E+002        -4.3623406728E-001        2.0000000000E+000         
1316240141.731            0                         1.8544115778E+000         2.2541000000E+004         3.7802758187E+001         8.0275818729E-001         -1.2243630601E+002        -4.3630601216E-001        2.0000000000E+000         
1316240142.772            0                         1.8552457565E+000         2.2542000000E+004         3.7802752890E+001         8.0275289044E-001         -1.2243636737E+002        -4.3636737009E-001        2.0000000000E+000         
1316240143.789            0                         1.8538523499E+000         2.2543000000E+004         3.7802749914E+001         8.0274991364E-001         -1.2243641445E+002        -4.3641445455E-001        2.0000000000E+000         
1316240144.848            0                         1.8535739158E+000         2.2544000000E+004         3.7802748513E+001         8.0274851333E-001         -1.2243644424E+002        -4.3644424157E-001        2.0000000000E+000         
1316240145.918            0                         1.8536516438E+000         2.2545000000E+004         3.7802747908E+001         8.0274790848E-001         -1.2243645715E+002        -4.3645715414E-001        2.0000000000E+000         
1316240146.984            0                         1.8543690232E+000         2.2546000000E+004         3.7802747497E+001         8.0274749672E-001         -1.2243646216E+002        -4.3646215784E-001        2.0000000000E+000         
1316240148.037            0                         1.8548782069E+000         2.2547000000E+004         3.7802747305E+001         8.0274730547E-001         -1.2243646229E+002        -4.3646229350E-001        2.0000000000E+000         
1316240149.036            0                         1.8546924327E+000         2.2548000000E+004         3.7802747117E+001         8.0274711699E-001         -1.2243646188E+002        -4.3646188358E-001        2.0000000000E+000         
1316240150.063            0                         1.8550061673E+000         2.2549000000E+004         3.7802747145E+001         8.0274714510E-001         -1.2243646156E+002        -4.3646155713E-001        2.0000000000E+000         
1316240151.128            0                         1.8548920536E+000         2.2551000000E+004         3.7802747097E+001         8.0274709715E-001         -1.2243646128E+002        -4.3646127696E-001        2.0000000000E+000         
1316240152.168            0                         1.8546749901E+000         2.2552000000E+004         3.7802747108E+001         8.0274710806E-001         -1.2243646111E+002        -4.3646110700E-001        2.0000000000E+000         
1316240153.173            0                         1.8543490414E+000         2.2553000000E+004         3.7802747232E+001         8.0274723225E-001         -1.2243646103E+002        -4.3646102518E-001        2.0000000000E+000         
1316240154.195            0                         1.8543116636E+000         2.2554000000E+004         3.7802747289E+001         8.0274728870E-001         -1.2243646093E+002        -4.3646093099E-001        2.0000000000E+000         
1316240155.240            0                         1.8537604903E+000         2.2555000000E+004         3.7802747346E+001         8.0274734598E-001         -1.2243646089E+002        -4.3646088736E-001        2.0000000000E+000         
1316240156.284            0                         1.8557573196E+000         2.2556000000E+004         3.7802747432E+001         8.0274743222E-001         -1.2243646088E+002        -4.3646087876E-001        2.0000000000E+000         
1316240157.325            0                         1.8541350740E+000         2.2557000000E+004         3.7802747484E+001         8.0274748423E-001         -1.2243646089E+002        -4.3646088588E-001        2.0000000000E+000         
1316240158.390            0                         1.8548614229E+000         2.2558000000E+004         3.7802747513E+001         8.0274751328E-001         -1.2243646089E+002        -4.3646088977E-001        2.0000000000E+000         
1316240159.459            0                         1.8545216031E+000         2.2559000000E+004         3.7802747526E+001         8.0274752623E-001         -1.2243646091E+002        -4.3646090770E-001        2.0000000000E+000         
1316240160.503            0                         1.8556409420E+000         2.2560000000E+004         3.7802747537E+001         8.0274753699E-001         -1.2243646090E+002        -4.3646089833E-001        2.0000000000E+000         
1316240161.552            0                         1.8542803431E+000         2.2561000000E+004         3.7802747530E+001         8.0274753044E-001         -1.2243646087E+002        -4.3646087094E-001        2.0000000000E+000         
1316240162.565            0                         1.8548277231E+000         2.2562000000E+004         3.7802747544E+001         8.0274754367E-001         -1.2243646089E+002        -4.3646088883E-001        2.0000000000E+000         
1316240163.611            0                         1.8552110121E+000         2.2563000000E+004         3.7802747521E+001         8.0274752132E-001         -1.2243646091E+002        -4.3646090943E-001        2.0000000000E+000         
1316240164.657            0                         1.8551777291E+000         2.2564000000E+004         3.7802747486E+001         8.0274748614E-001         -1.2243646093E+002        -4.3646092681E-001        2.0000000000E+000         
1316240165.694            0                         1.8548747909E+000         2.2565000000E+004         3.7802747472E+001         8.0274747240E-001         -1.2243646093E+002        -4.3646092787E-001        2.0000000000E+000         
1316240166.738            0                         1.8542734603E+000         2.2566000000E+004         3.7802747467E+001         8.0274746727E-001         -1.2243646091E+002        -4.3646090895E-001        2.0000000000E+000         
1316240167.790            0                         1.8542965626E+000         2.2567000000E+004         3.7802747434E+001         8.0274743440E-001         -1.2243646093E+002        -4.3646092711E-001        2.0000000000E+000         
1316240168.830            0                         1.8493522095E+000         2.2568000000E+004         3.7802747414E+001         8.0274741426E-001         -1.2243646094E+002        -4.3646094250E-001        2.0000000000E+000         
1316240169.890            0                         1.8503539368E+000         2.2569000000E+004         3.7802747357E+001         8.0274735697E-001         -1.2243646128E+002        -4.3646128344E-001        2.0000000000E+000         
1316240170.947            0                         1.8477336273E+000         2.2570000000E+004         3.7802747309E+001         8.0274730932E-001         -1.2243646312E+002        -4.3646312257E-001        2.0000000000E+000         
1316240172.014            0                         1.8506097775E+000         2.2571000000E+004         3.7802747149E+001         8.0274714886E-001         -1.2243646738E+002        -4.3646738355E-001        2.0000000000E+000         
1316240173.045            0                         1.8543052524E+000         2.2572000000E+004         3.7802747100E+001         8.0274709967E-001         -1.2243647973E+002        -4.3647972782E-001        2.0000000000E+000         
1316240174.098            0                         1.8542542634E+000         2.2574000000E+004         3.7802747642E+001         8.0274764158E-001         -1.2243650521E+002        -4.3650521078E-001        2.0000000000E+000         
1316240175.184            0                         1.8532332796E+000         2.2575000000E+004         3.7802750822E+001         8.0275082199E-001         -1.2243654226E+002        -4.3654225801E-001        2.0000000000E+000         
1316240176.236            0                         1.8556842789E+000         2.2576000000E+004         3.7802758204E+001         8.0275820370E-001         -1.2243658826E+002        -4.3658826176E-001        2.0000000000E+000         
1316240177.248            0                         1.8578599827E+000         2.2577000000E+004         3.7802770647E+001         8.0277064657E-001         -1.2243664074E+002        -4.3664074165E-001        2.0000000000E+000         
1316240178.302            0                         1.8569760235E+000         2.2578000000E+004         3.7802787853E+001         8.0278785254E-001         -1.2243670102E+002        -4.3670101615E-001        2.0000000000E+000         
1316240179.337            0                         1.8561303419E+000         2.2579000000E+004         3.7802808462E+001         8.0280846237E-001         -1.2243676516E+002        -4.3676515943E-001        2.0000000000E+000         
1316240180.378            0                         1.8559774416E+000         2.2580000000E+004         3.7802832360E+001         8.0283235962E-001         -1.2243683401E+002        -4.3683400992E-001        2.0000000000E+000         
1316240181.477            0                         1.8583004427E+000         2.2581000000E+004         3.7802862007E+001         8.0286200651E-001         -1.2243691145E+002        -4.3691145114E-001        2.0000000000E+000         
1316240182.519            0                         1.8546174461E+000         2.2582000000E+004         3.7802893689E+001         8.0289368856E-001         -1.2243698711E+002        -4.3698710603E-001        2.0000000000E+000         
1316240183.545            0                         1.8507288950E+000         2.2583000000E+004         3.7802928213E+001         8.0292821321E-001         -1.2243706522E+002        -4.3706521936E-001        2.0000000000E+000         
1316240184.561            0                         1.8482150513E+000         2.2584000000E+004         3.7802966368E+001         8.0296636794E-001         -1.2243714548E+002        -4.3714547549E-001        2.0000000000E+000         
1316240185.601            0                         1.8463992259E+000         2.2585000000E+004         3.7803009385E+001         8.0300938456E-001         -1.2243722984E+002        -4.3722984044E-001        2.0000000000E+000         
1316240186.620            0                         1.8425842790E+000         2.2586000000E+004         3.7803054444E+001         8.0305444376E-001         -1.2243731457E+002        -4.3731456844E-001        2.0000000000E+000         
1316240187.656            0                         1.8396449995E+000         2.2587000000E+004         3.7803101654E+001         8.0310165383E-001         -1.2243740166E+002        -4.3740166462E-001        2.0000000000E+000         
1316240188.723            0                         1.8408355560E+000         2.2588000000E+004         3.7803151486E+001         8.0315148593E-001         -1.2243749382E+002        -4.3749382248E-001        2.0000000000E+000         
1316240189.758            0                         1.8374665570E+000         2.2589000000E+004         3.7803201982E+001         8.0320198188E-001         -1.2243758521E+002        -4.3758521413E-001        2.0000000000E+000         
1316240190.810            0                         1.8323367614E+000         2.2590000000E+004         3.7803253581E+001         8.0325358074E-001         -1.2243768054E+002        -4.3768053735E-001        2.0000000000E+000         
1316240191.869            0                         1.8311104368E+000         2.2591000000E+004         3.7803305101E+001         8.0330510072E-001         -1.2243777488E+002        -4.3777487871E-001        2.0000000000E+000         
