EPOCH_TIME                ALARM_STATUS              INST_STATUS               13CH4                     C13_Delta_Raw             CH4                       GPS_TIME                  GPS_ABS_LAT               GPS_REL_LAT               GPS_ABS_LONG              GPS_REL_LONG              GPS_FIT                   
1319666754.398            0                         963                       2.4409035432E-002         0.0000000000E+000         0.0000000000E+000         7.9557000000E+004         3.7402355142E+001         4.0235514178E-001         -1.2198512646E+002        -9.8512646238E-001        2.0000000000E+000         
1319666754.829            0                         963                       2.4409035432E-002         0.0000000000E+000         0.0000000000E+000         7.9557000000E+004         3.7402355127E+001         4.0235512705E-001         -1.2198512644E+002        -9.8512643803E-001        2.0000000000E+000         
1319666755.263            0                         963                       2.4574266404E-002         0.0000000000E+000         0.0000000000E+000         7.9557000000E+004         3.7402355112E+001         4.0235511222E-001         -1.2198512641E+002        -9.8512641351E-001        2.0000000000E+000         
1319666755.706            0                         963                       2.4574266404E-002         0.0000000000E+000         0.0000000000E+000         7.9558000000E+004         3.7402355079E+001         4.0235507913E-001         -1.2198512641E+002        -9.8512641468E-001        2.0000000000E+000         
1319666756.153            0                         963                       2.4468282680E-002         0.0000000000E+000         0.0000000000E+000         7.9558000000E+004         3.7402355043E+001         4.0235504262E-001         -1.2198512642E+002        -9.8512642042E-001        2.0000000000E+000         
1319666756.583            0                         963                       2.4468282680E-002         0.0000000000E+000         0.0000000000E+000         7.9559000000E+004         3.7402355040E+001         4.0235504006E-001         -1.2198512642E+002        -9.8512642097E-001        2.0000000000E+000         
1319666757.015            0                         963                       2.4320538707E-002         0.0000000000E+000         0.0000000000E+000         7.9559000000E+004         3.7402355060E+001         4.0235505994E-001         -1.2198512642E+002        -9.8512641809E-001        2.0000000000E+000         
1319666757.468            0                         963                       2.4320538707E-002         0.0000000000E+000         0.0000000000E+000         7.9560000000E+004         3.7402355066E+001         4.0235506596E-001         -1.2198512642E+002        -9.8512641857E-001        2.0000000000E+000         
1319666757.905            0                         963                       2.4428833783E-002         0.0000000000E+000         0.0000000000E+000         7.9560000000E+004         3.7402355040E+001         4.0235503981E-001         -1.2198512643E+002        -9.8512642658E-001        2.0000000000E+000         
1319666758.310            0                         963                       2.4428833783E-002         0.0000000000E+000         0.0000000000E+000         7.9560000000E+004         3.7402355016E+001         4.0235501558E-001         -1.2198512643E+002        -9.8512643400E-001        2.0000000000E+000         
1319666758.803            0                         963                       2.4593803560E-002         0.0000000000E+000         0.0000000000E+000         7.9561000000E+004         3.7402354998E+001         4.0235499795E-001         -1.2198512645E+002        -9.8512644945E-001        2.0000000000E+000         
1319666759.419            0                         963                       2.4593803560E-002         0.0000000000E+000         2.0391832843E+000         7.9562000000E+004         3.7402354975E+001         4.0235497524E-001         -1.2198512647E+002        -9.8512646871E-001        2.0000000000E+000         
1319666759.890            0                         963                       2.4502083800E-002         -4.3801987467E+001        2.0391832843E+000         7.9562000000E+004         3.7402354952E+001         4.0235495232E-001         -1.2198512648E+002        -9.8512648190E-001        2.0000000000E+000         
1319666760.472            0                         963                       2.4502083800E-002         -4.3801987467E+001        2.0399176775E+000         7.9563000000E+004         3.7402354934E+001         4.0235493369E-001         -1.2198512649E+002        -9.8512649460E-001        2.0000000000E+000         
1319666760.942            0                         963                       2.4419039511E-002         -4.7718174113E+001        2.0399176775E+000         7.9563000000E+004         3.7402354942E+001         4.0235494246E-001         -1.2198512650E+002        -9.8512649601E-001        2.0000000000E+000         
1319666761.518            0                         963                       2.4419039511E-002         -4.7718174113E+001        2.0399892074E+000         7.9564000000E+004         3.7402354956E+001         4.0235495565E-001         -1.2198512651E+002        -9.8512650692E-001        2.0000000000E+000         
1319666761.988            0                         963                       2.4536329416E-002         -4.7077659882E+001        2.0399892074E+000         7.9564000000E+004         3.7402354970E+001         4.0235497046E-001         -1.2198512653E+002        -9.8512653105E-001        2.0000000000E+000         
1319666762.459            0                         963                       2.4536329416E-002         -4.7077659882E+001        2.0398256003E+000         7.9565000000E+004         3.7402354981E+001         4.0235498106E-001         -1.2198512655E+002        -9.8512654608E-001        2.0000000000E+000         
1319666762.928            0                         963                       2.4395447959E-002         -4.7469277858E+001        2.0398256003E+000         7.9565000000E+004         3.7402354981E+001         4.0235498067E-001         -1.2198512654E+002        -9.8512653740E-001        2.0000000000E+000         
1319666763.537            0                         963                       2.4395447959E-002         -4.7469277858E+001        2.0405219378E+000         7.9566000000E+004         3.7402354994E+001         4.0235499381E-001         -1.2198512653E+002        -9.8512653481E-001        2.0000000000E+000         
1319666764.017            0                         963                       2.4433519319E-002         -4.9902058569E+001        2.0405219378E+000         7.9566000000E+004         3.7402355025E+001         4.0235502477E-001         -1.2198512655E+002        -9.8512654585E-001        2.0000000000E+000         
1319666764.618            0                         963                       2.4433519319E-002         -4.9902058569E+001        2.0406591678E+000         7.9567000000E+004         3.7402355065E+001         4.0235506484E-001         -1.2198512657E+002        -9.8512657190E-001        2.0000000000E+000         
1319666765.008            0                         963                       2.4391436938E-002         -5.0047415828E+001        2.0406591678E+000         7.9567000000E+004         3.7402355092E+001         4.0235509175E-001         -1.2198512660E+002        -9.8512659731E-001        2.0000000000E+000         
1319666765.527            0                         963                       2.4391436938E-002         -5.0047415828E+001        2.0406591678E+000         7.9568000000E+004         3.7402355134E+001         4.0235513450E-001         -1.2198512664E+002        -9.8512664473E-001        2.0000000000E+000         
1319666766.012            0                         963                       2.4456854005E-002         -5.0047415828E+001        2.0406591678E+000         7.9568000000E+004         3.7402355185E+001         4.0235518486E-001         -1.2198512671E+002        -9.8512670948E-001        2.0000000000E+000         
1319666766.613            0                         963                       2.4456854005E-002         -5.0047415828E+001        2.0412801647E+000         7.9569000000E+004         3.7402355235E+001         4.0235523491E-001         -1.2198512676E+002        -9.8512676079E-001        2.0000000000E+000         
1319666767.090            0                         963                       2.4474558029E-002         -4.8158215134E+001        2.0412801647E+000         7.9569000000E+004         3.7402355264E+001         4.0235526377E-001         -1.2198512678E+002        -9.8512677605E-001        2.0000000000E+000         
1319666767.679            0                         963                       2.4474558029E-002         -4.8158215134E+001        2.0413464048E+000         7.9570000000E+004         3.7402355261E+001         4.0235526132E-001         -1.2198512681E+002        -9.8512680648E-001        2.0000000000E+000         
1319666768.152            0                         963                       2.4481070826E-002         -4.7700500464E+001        2.0413464048E+000         7.9570000000E+004         3.7402355239E+001         4.0235523861E-001         -1.2198512684E+002        -9.8512683723E-001        2.0000000000E+000         
1319666768.638            0                         963                       2.4481070826E-002         -4.7700500464E+001        2.0418738268E+000         7.9571000000E+004         3.7402355241E+001         4.0235524128E-001         -1.2198512686E+002        -9.8512685921E-001        2.0000000000E+000         
1319666769.111            0                         963                       2.4556666430E-002         -4.6303409753E+001        2.0418738268E+000         7.9571000000E+004         3.7402355258E+001         4.0235525822E-001         -1.2198512688E+002        -9.8512687529E-001        2.0000000000E+000         
1319666769.685            0                         963                       2.4556666430E-002         -4.6303409753E+001        2.0419510191E+000         7.9572000000E+004         3.7402355261E+001         4.0235526130E-001         -1.2198512687E+002        -9.8512687190E-001        2.0000000000E+000         
1319666770.147            0                         963                       2.4575593438E-002         -4.4434172885E+001        2.0419510191E+000         7.9572000000E+004         3.7402355255E+001         4.0235525522E-001         -1.2198512686E+002        -9.8512685796E-001        2.0000000000E+000         
1319666770.604            0                         963                       2.4575593438E-002         -4.4434172885E+001        2.0425742884E+000         7.9573000000E+004         3.7402355254E+001         4.0235525375E-001         -1.2198512686E+002        -9.8512686405E-001        2.0000000000E+000         
1319666771.068            0                         963                       2.4572042848E-002         -4.4440777091E+001        2.0425742884E+000         7.9573000000E+004         3.7402355255E+001         4.0235525530E-001         -1.2198512688E+002        -9.8512688346E-001        2.0000000000E+000         
1319666771.666            0                         963                       2.4572042848E-002         -4.4440777091E+001        2.0420094779E+000         7.9574000000E+004         3.7402355259E+001         4.0235525910E-001         -1.2198512689E+002        -9.8512688943E-001        2.0000000000E+000         
1319666772.059            0                         963                       2.4466522891E-002         -4.6371013040E+001        2.0420094779E+000         7.9574000000E+004         3.7402355263E+001         4.0235526250E-001         -1.2198512688E+002        -9.8512688373E-001        2.0000000000E+000         
1319666772.574            0                         963                       2.4466522891E-002         -4.6371013040E+001        2.0420094779E+000         7.9575000000E+004         3.7402355249E+001         4.0235524876E-001         -1.2198512689E+002        -9.8512688643E-001        2.0000000000E+000         
1319666773.041            0                         963                       2.4505178683E-002         -4.6371013040E+001        2.0420094779E+000         7.9575000000E+004         3.7402355218E+001         4.0235521825E-001         -1.2198512690E+002        -9.8512689897E-001        2.0000000000E+000         
1319666773.664            0                         963                       2.4505178683E-002         -4.6371013040E+001        2.0421953712E+000         7.9576000000E+004         3.7402355214E+001         4.0235521367E-001         -1.2198512689E+002        -9.8512689003E-001        2.0000000000E+000         
1319666774.129            0                         963                       2.4586237061E-002         -4.5321853672E+001        2.0421953712E+000         7.9576000000E+004         3.7402355233E+001         4.0235523328E-001         -1.2198512687E+002        -9.8512686702E-001        2.0000000000E+000         
1319666774.702            0                         963                       2.4586237061E-002         -4.5321853672E+001        2.0429101716E+000         7.9577000000E+004         3.7402355213E+001         4.0235521256E-001         -1.2198512684E+002        -9.8512683803E-001        2.0000000000E+000         
1319666775.168            0                         963                       2.4512614725E-002         -4.5530463574E+001        2.0429101716E+000         7.9577000000E+004         3.7402355176E+001         4.0235517629E-001         -1.2198512681E+002        -9.8512681419E-001        2.0000000000E+000         
1319666775.742            0                         963                       2.4512614725E-002         -4.5530463574E+001        2.0426731082E+000         7.9578000000E+004         3.7402355173E+001         4.0235517315E-001         -1.2198512679E+002        -9.8512679406E-001        2.0000000000E+000         
1319666776.208            0                         963                       2.4531997416E-002         -4.6519748951E+001        2.0426731082E+000         7.9578000000E+004         3.7402355184E+001         4.0235518363E-001         -1.2198512678E+002        -9.8512678063E-001        2.0000000000E+000         
1319666776.784            0                         963                       2.4531997416E-002         -4.6519748951E+001        2.0429369927E+000         7.9579000000E+004         3.7402355205E+001         4.0235520526E-001         -1.2198512679E+002        -9.8512679161E-001        2.0000000000E+000         
1319666777.237            0                         963                       2.4321697912E-002         -5.0515742026E+001        2.0429369927E+000         7.9579000000E+004         3.7402355224E+001         4.0235522406E-001         -1.2198512681E+002        -9.8512680595E-001        2.0000000000E+000         
1319666777.812            0                         963                       2.4321697912E-002         -5.0515742026E+001        2.0431351542E+000         7.9580000000E+004         3.7402355221E+001         4.0235522146E-001         -1.2198512680E+002        -9.8512680391E-001        2.0000000000E+000         
1319666778.273            0                         963                       2.4295223781E-002         -5.5394200834E+001        2.0431351542E+000         7.9580000000E+004         3.7402355215E+001         4.0235521539E-001         -1.2198512680E+002        -9.8512679923E-001        2.0000000000E+000         
1319666778.863            0                         963                       2.4295223781E-002         -5.5394200834E+001        2.0427883848E+000         7.9581000000E+004         3.7402355204E+001         4.0235520406E-001         -1.2198512678E+002        -9.8512678485E-001        2.0000000000E+000         
1319666779.267            0                         963                       2.4516139740E-002         -5.1294026329E+001        2.0427883848E+000         7.9581000000E+004         3.7402355196E+001         4.0235519604E-001         -1.2198512677E+002        -9.8512677441E-001        2.0000000000E+000         
1319666779.792            0                         963                       2.4516139740E-002         -5.1294026329E+001        2.0427883848E+000         7.9582000000E+004         3.7402355180E+001         4.0235517952E-001         -1.2198512676E+002        -9.8512675860E-001        2.0000000000E+000         
1319666780.270            0                         963                       2.4376958639E-002         -5.1294026329E+001        2.0427883848E+000         7.9582000000E+004         3.7402355164E+001         4.0235516375E-001         -1.2198512674E+002        -9.8512674395E-001        2.0000000000E+000         
1319666780.864            0                         963                       2.4376958639E-002         -5.1294026329E+001        2.0424045391E+000         7.9583000000E+004         3.7402355165E+001         4.0235516460E-001         -1.2198512675E+002        -9.8512674619E-001        2.0000000000E+000         
1319666781.355            0                         963                       2.4527274785E-002         -4.9163039083E+001        2.0424045391E+000         7.9584000000E+004         3.7402355166E+001         4.0235516556E-001         -1.2198512675E+002        -9.8512674914E-001        2.0000000000E+000         
1319666781.842            0                         963                       2.4527274785E-002         -4.9163039083E+001        2.0422300812E+000         7.9584000000E+004         3.7402355140E+001         4.0235513967E-001         -1.2198512674E+002        -9.8512673964E-001        2.0000000000E+000         
1319666782.315            0                         963                       2.4815826256E-002         -4.0173348737E+001        2.0422300812E+000         7.9584000000E+004         3.7402355115E+001         4.0235511452E-001         -1.2198512673E+002        -9.8512673042E-001        2.0000000000E+000         
1319666782.909            0                         963                       2.4815826256E-002         -4.0173348737E+001        2.0421627173E+000         7.9585000000E+004         3.7402355067E+001         4.0235506687E-001         -1.2198512677E+002        -9.8512677268E-001        2.0000000000E+000         
1319666783.377            0                         963                       2.4431171327E-002         -4.2099456040E+001        2.0421627173E+000         7.9586000000E+004         3.7402355034E+001         4.0235503426E-001         -1.2198512680E+002        -9.8512680125E-001        2.0000000000E+000         
1319666783.974            0                         963                       2.4431171327E-002         -4.2099456040E+001        2.0426437940E+000         7.9586000000E+004         3.7402355050E+001         4.0235504958E-001         -1.2198512678E+002        -9.8512677588E-001        2.0000000000E+000         
1319666784.449            0                         963                       2.4401227618E-002         -5.0736175671E+001        2.0426437940E+000         7.9587000000E+004         3.7402355053E+001         4.0235505330E-001         -1.2198512676E+002        -9.8512675624E-001        2.0000000000E+000         
1319666785.029            0                         963                       2.4401227618E-002         -5.0736175671E+001        2.0420963642E+000         7.9587000000E+004         3.7402355028E+001         4.0235502759E-001         -1.2198512673E+002        -9.8512673420E-001        2.0000000000E+000         
1319666785.514            0                         963                       2.4418699513E-002         -5.0716935400E+001        2.0420963642E+000         7.9588000000E+004         3.7402355014E+001         4.0235501415E-001         -1.2198512672E+002        -9.8512671967E-001        2.0000000000E+000         
1319666786.102            0                         963                       2.4418699513E-002         -5.0716935400E+001        2.0425475564E+000         7.9588000000E+004         3.7402355014E+001         4.0235501356E-001         -1.2198512671E+002        -9.8512670968E-001        2.0000000000E+000         
1319666786.502            0                         963                       2.4403712401E-002         -5.0887899484E+001        2.0425475564E+000         7.9589000000E+004         3.7402355019E+001         4.0235501925E-001         -1.2198512671E+002        -9.8512670711E-001        2.0000000000E+000         
1319666787.035            0                         963                       2.4403712401E-002         -5.0887899484E+001        2.0425475564E+000         7.9589000000E+004         3.7402355037E+001         4.0235503737E-001         -1.2198512671E+002        -9.8512671102E-001        2.0000000000E+000         
1319666787.527            0                         963                       2.4413483461E-002         -5.0887899484E+001        2.0425475564E+000         7.9590000000E+004         3.7402355051E+001         4.0235505075E-001         -1.2198512669E+002        -9.8512669479E-001        2.0000000000E+000         
1319666788.108            0                         963                       2.4413483461E-002         -5.0887899484E+001        2.0425529447E+000         7.9590000000E+004         3.7402355061E+001         4.0235506072E-001         -1.2198512664E+002        -9.8512664115E-001        2.0000000000E+000         
