 14 7800.025953 4.968E-29 4.306E-04.08800.412  217.04190.69-.005583          1 1 1          0 0 0  3  3  0        4  2  3      4641035041287122 7    42.0   54.0
 11 7800.366000 6.530E-29 5.596E-05.06420.281 1813.22260.47-.009838          1 3 0          0 0 0 10  2  9       11  3  8      4442336064297122 8    63.0   69.0
 14 7800.502395 2.590E-28 2.993E-03.09100.371  403.54900.63-.009111          0 3 1          0 0 0  6  2  5        6  2  4      4441035064257122 7    78.0   78.0
 11 7800.589400 6.950E-28 4.766E-05.05390.298 1293.63370.51-.005840          0 0 2          0 0 0 10  5  6       10  2  9      4442236064287122 8    63.0   63.0
 12 7800.750400 5.660E-29 2.940E-05.08500.400  298.61990.69-.008260          0 0 2          0 0 0  5  5  0        4  2  3      4444336064287522 8    33.0   27.0
 13 7800.803600 6.350E-29 9.238E-02.03940.329 1770.83530.44-.020860          1 0 1          0 0 0 13  4 10       12  2 11      444533606431752210   486.0  450.0
 14 7801.159413 2.087E-29 1.202E-04.09340.391  225.86490.67-.008635          0 3 1          0 0 0  5  1  4        5  1  5      4541035041257122 7    66.0   66.0
 14 7801.252650 4.940E-28 2.251E-03.10150.480   15.50820.73-.001401          0 3 1          0 0 0  2  1  2        1  0  1      4441035064257122 7    30.0   18.0
 13 7801.299300 5.080E-28 6.535E-03.07870.366  702.88600.61-.005220          0 0 2          0 0 0  8  4  5        7  1  6      4443336064257522 7   306.0  270.0
 14 7801.374609 2.006E-29 1.350E-02.03760.333 1294.83650.57-.019045          1 1 1          0 0 0  8  7  2        8  7  1      4641035041297122 9   102.0  102.0
 14 7801.374683 2.006E-29 1.350E-02.04930.333 1294.83650.57-.018590          1 1 1          0 0 0  8  7  1        8  7  2      4611035041 77122 7   102.0  102.0
 14 7801.443585 1.325E-28 1.498E-02.04930.371  872.79050.63-.015467          1 1 1          0 0 0  6  6  0        6  6  1      4611035041 77122 7    78.0   78.0
 14 7801.443657 1.325E-28 1.498E-02.03830.371  872.79050.63-.017735          1 1 1          0 0 0  6  6  1        6  6  0      4641035041297122 9    78.0   78.0
 11 7801.577500 1.930E-26 1.647E-01.03710.400 2321.90500.47-.027220          0 0 2          0 0 0 12  8  5       11  7  4      4644236069297522 9    75.0   69.0
 11 7801.617000 1.040E-27 1.090E-04.05910.315 1360.23500.55-.014580          1 0 1          0 0 0  9  8  2        9  4  5      444233606430712210    57.0   57.0
 11 7801.681700 3.225E-28 2.377E-05.07130.281 1327.10960.47-.015520          2 0 0          0 0 0 11  5  6       11  0 11      4542236033287122 8    69.0   69.0
 11 7801.690000 6.770E-27 1.733E-01.03230.400 2321.81170.47-.024660          0 0 2          0 0 0 12  8  4       11  7  5      4643236069297522 9    25.0   23.0
 14 7801.789479 5.585E-28 3.370E-02.05950.371  709.16760.63-.029720          3 0 0          0 0 0  5  5  0        6  5  1      4641035041287122 8    66.0   78.0
 14 7801.790076 5.585E-28 3.370E-02.05950.371  709.16690.63-.025610          3 0 0          0 0 0  5  5  1        6  5  2      4641035041257122 7    66.0   78.0
 12 7801.906030 3.990E-29 1.199E-01.04640.265 2265.52030.440.000000         -2-2-2          0 0 0 13 -2 -1       12  5  8      0522234736917122 0    81.0   75.0
 11 7802.082400 1.019E-29 3.973E-02.04260.298 3564.70500.51-.036680          1 1 1          0 1 0 11  8  4       10  6  5      4442336032297122 8    69.0   63.0
 13 7802.212700 4.610E-29 2.479E-02.03870.281 1324.12870.47-.019720          1 0 1          0 0 0 12  3 10       11  0 11      4442336064287122 8   150.0  414.0
 13 7802.212700 4.610E-29 2.479E-02.04280.253 1324.12870.470.000000          1 0 1          0 0 0 12  3 10       11  1 11      4445336064317522 0   150.0  138.0
 14 7802.375339 1.302E-29 9.379E-04.07200.333  809.39330.57-.017566          1 1 1          0 0 0  7  5  3        8  4  4      4641035041287122 8    90.0  102.0
 14 7802.400955 1.110E-27 6.473E-03.10930.456   66.18450.72-.010219          1 1 1          0 0 0  2  1  2        2  1  1      4411035064 77122 7    30.0   30.0
 14 7802.712149 6.970E-27 9.523E-02.08740.371  403.54900.63-.013490          3 0 0          0 0 0  5  2  3        6  2  4      4441035064257122 7    66.0   78.0
 11 7802.911500 2.010E-28 2.658E-04.04660.281 1695.06770.47-.014220          0 0 2          0 0 0 11  6  6       11  3  9      4442336064297122 8    23.0   23.0
 14 7802.976902 2.758E-28 1.055E-03.09430.434  100.39090.71-.010108          0 3 1          0 0 0  4  0  4        3  1  3      4641035041257122 7    54.0   42.0
 11 7802.983600 4.594E-28 3.245E-06.07240.352  782.40980.61-.013760          1 0 1          0 0 0  8  6  2        7  2  5      4442236033287122 8    51.0   45.0
 12 7803.173300 2.470E-27 3.322E-03.06830.337  583.77770.61-.008880          0 0 2          0 0 0  8  3  6        7  0  7      4443436064257522 7    51.0   45.0
 14 7803.215161 1.301E-29 9.336E-04.07900.333  808.56290.57-.013316          1 1 1          0 0 0  7  5  2        8  4  5      4641035041257122 7    90.0  102.0
 11 7803.233500 1.240E-27 2.349E-04.05990.333 1255.91150.57-.014196          1 2 0          0 0 0  9  8  2        8  5  3      4442236064287122 8    19.0   17.0
 11 7803.406500 2.564E-29 9.034E-04.07050.250 2629.33290.41-.028460          0 0 2          0 0 0 13  8  5       13  5  8      444233603231712211    81.0   81.0
 11 7803.465000 3.060E-27 2.066E-05.08340.391  416.20870.67-.001560          0 5 0          0 0 0  4  3  1        5  2  4      4442236064257122 7     9.0   11.0
 11 7803.495860 3.080E-26 3.191E-03.07730.351 1131.77550.57-.014280          2 0 0          0 0 0  9  7  3        8  4  4      5644233069287522 8    19.0   17.0
 14 7803.528153 3.887E-29 3.527E-04.09610.434  157.06470.71-.011534          0 6 0          0 0 0  2  0  2        3  2  1      4541035041257122 7    30.0   42.0
 11 7803.780800 3.486E-26 5.783E-02.03750.250 1774.61530.44-.021060          1 0 1          0 0 0 13  3 10       12  1 11      454523603331752210    27.0   25.0
 11 7803.781142 2.528E-26 1.264E-01.04610.281 1985.78420.47-.020420          0 0 2          0 0 0 12  6  6       11  5  7      3642234433297122 9    25.0   23.0
 11 7803.904200 1.200E-26 2.270E-02.03120.400 2042.30980.41-.015140          2 0 0          0 0 0 14  4 11       13  1 12      4644236069287522 8    87.0   81.0
 14 7803.922720 3.981E-29 1.668E-02.03160.352 1171.53170.61-.020851          1 1 1          0 0 0  7  7  1        7  7  0      4611035041 77122 7    90.0   90.0
 14 7803.922728 3.981E-29 1.668E-02.03190.352 1171.53160.61-.018173          1 1 1          0 0 0  7  7  0        7  7  1      4641035041297122 9    90.0   90.0
 11 7803.978400 3.750E-27 2.359E-04.05800.333 1255.16660.57-.014404          1 2 0          0 0 0  9  8  1        8  5  4      4442236064287122 8    57.0   51.0
 12 7804.100400 1.480E-29 1.991E-05.06160.352  583.77770.61-.009608          0 2 1          0 0 0  8  6  2        7  0  7      434233607030712210    51.0   45.0
 11 7804.113200 6.410E-28 3.480E-05.06930.315 1201.92100.55-.010794          1 3 0          0 0 0  8  1  8        9  2  7      4442236064287122 7    51.0   57.0
 12 7804.415600 2.820E-29 3.397E-02.06110.329 1835.48640.47-.003960          0 0 2          0 0 0 12  5  7       11  4  8      4444336064297522 8    25.0   23.0
 11 7804.499400 1.493E-29 7.467E-05.05300.281 1985.78420.47-.021737          1 3 0          0 0 0 12  0 12       11  5  7      444233603231712211    25.0   23.0
 11 7804.577000 7.933E-29 2.937E-02.02790.250 3127.86100.41-.027920          0 0 2          0 0 0 14  9  6       13  8  5      4442336032297122 9    87.0   81.0
 11 7804.609200 6.870E-26 4.661E-03.00920.303 1327.10960.47-.015608          0 2 1          0 0 0 12  4  8       11  0 11      464523606930752210    75.0   69.0
 11 7804.653500 2.645E-29 2.937E-02.02770.250 3127.80150.41-.027760          0 0 2          0 0 0 14  9  5       13  8  6      4442336032297122 9    29.0   27.0
 14 7804.654772 1.950E-27 6.103E-02.07460.371  573.97060.63-.017700          3 0 0          0 0 0  5  4  1        6  4  2      4441035064257122 7    66.0   78.0
 14 7804.722080 1.720E-27 5.381E-02.07480.371  573.89070.63-.019150          3 0 0          0 0 0  5  4  2        6  4  3      444103506425712210    66.0   78.0
 12 7804.766100 4.090E-29 5.137E-03.06120.400 1334.47890.55-.018740          2 0 0          0 0 0 10  7  3        9  4  6      4344336070287522 8    21.0   19.0
 11 7804.974345 1.015E-29 3.427E-05.08840.391 1920.76580.67-.003015          0 6 0          0 1 0  4  3  2        5  0  5      2442434432287122 7    27.0   33.0
 14 7805.078082 5.140E-28 2.907E-03.09340.391  221.94620.67-.007262          0 3 1          0 0 0  5  1  4        5  0  5      4441035064287122 7    66.0   66.0
 11 7805.158800 1.470E-27 2.681E-06.09680.456   95.17590.72-.003675          0 5 0          0 0 0  3  2  2        2  1  1      4442236064257122 7     7.0    5.0
 14 7805.197726 1.120E-28 1.017E-03.09610.434  157.06470.71-.017630          3 0 0          0 0 0  2  0  2        3  2  1      4441035064257122 7    30.0   42.0
 11 7805.216300 1.100E-28 1.375E-02.03440.235 2918.24370.40-.005268          0 4 0          0 0 0 15  8  7       14  5 10      4442336064297122 9    93.0   87.0
 14 7805.401131 1.699E-29 9.604E-05.10000.412  221.83620.69-.014251          1 1 1          0 0 0  5  0  5        4  2  2      4641035041287122 8    66.0   54.0
 14 7805.490478 3.363E-29 4.929E-03.08290.298 1024.56840.51-.022720          3 0 0          0 0 0 10  2  8       10  3  7      4641035041297122 8   126.0  126.0
 11 7805.581700 6.250E-27 1.133E-05.07060.371  447.25230.63-.009730          0 5 0          0 0 0  6  2  5        6  1  6      4442236064257122 7    39.0   39.0
 14 7805.604516 8.940E-27 1.032E-01.08040.400  403.16150.61-.024890          3 0 0          0 0 0  6  0  6        7  0  7      4444035064257522 7    78.0   90.0
 11 7805.661939 2.086E-28 1.270E-02.05060.250 2756.41430.41-.027472          0 2 1          0 0 0 14  8  6       13  6  7      344233443231712211    87.0   81.0
 14 7805.705574 4.060E-27 7.656E-02.08290.371  469.66360.63-.010550          3 0 0          0 0 0  5  3  2        6  3  3      4441035064257122 7    66.0   78.0
 11 7805.742400 4.193E-29 1.896E-01.03940.221 3443.18980.37-.024160          1 0 1          0 0 0 16  8  9       15  6 10      444233603231712211    33.0   31.0
 14 7805.779044 1.110E-29 7.916E-05.10000.391  303.99480.67-.009977          1 1 1          0 0 0  6  0  6        5  2  3      4641035041287122 7    78.0   66.0
