# DateTime,20170412_083429
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49546.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15989.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47446.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18089.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,162.50,26.4501,0.8087,5739.2626,1.71,213.9079,16.78053
,,3000,204.58,0.1089,0.8023,5739.2626,1.25,0.8738,0.06109
,,4000,204.58,0.0522,0.8024,5739.2627,1.33,0.4188,0.02928
,,5000,204.58,0.0394,0.8025,5739.2627,1.26,0.3165,0.02213
,,6000,204.54,0.0324,0.8026,5739.2626,1.32,0.2597,0.01816
,,7000,204.58,0.0297,0.8026,5739.2626,1.28,0.2386,0.01668
,,8000,204.58,0.0298,0.8028,5739.2626,1.30,0.2390,0.01671
,,9000,204.54,0.0273,0.8028,5739.2626,1.36,0.2190,0.01531
,,10000,203.96,0.0255,0.8029,5739.2626,1.37,0.2049,0.01435
,,11000,202.55,0.0217,0.8030,5739.2626,1.40,0.1746,0.01227
,,12000,201.73,0.0190,0.8031,5739.2626,1.41,0.1526,0.01074
,,13000,198.77,0.0165,0.8031,5739.2626,1.42,0.1323,0.00938
,,14000,196.35,0.0159,0.8031,5739.2626,1.46,0.1273,0.00908
,,15000,188.68,0.0160,0.8031,5739.2626,1.58,0.1282,0.00934
,,16000,187.48,0.0157,0.8031,5739.2626,1.54,0.1263,0.00922
