# DateTime,20170419_190915
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49545.4023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15987.5976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47445.4023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18087.5976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,214.36,456.4184,0.5247,5739.2626,3.48,2394.9426,163.57652
,,3000,204.58,0.2347,0.7856,5739.2626,1.27,1.8438,0.12891
,,4000,204.58,0.1650,0.7860,5739.2626,1.33,1.2967,0.09065
,,5000,204.58,0.1402,0.7863,5739.2626,1.41,1.1024,0.07708
,,6000,203.75,0.1184,0.7867,5739.2626,1.39,0.9312,0.06524
,,7000,201.73,0.0912,0.7869,5739.2626,1.41,0.7179,0.05055
,,8000,194.10,0.0728,0.7872,5739.2626,1.51,0.5732,0.04114
,,9000,185.32,0.0639,0.7873,5739.2626,1.59,0.5028,0.03693
,,10000,173.34,0.0496,0.7875,5739.2626,1.61,0.3909,0.02969
,,11000,156.03,0.0396,0.7877,5739.2626,1.75,0.3122,0.02499
,,12000,138.20,0.0321,0.7879,5739.2626,1.81,0.2529,0.02152
,,13000,122.55,0.0305,0.7879,5739.2627,1.90,0.2405,0.02173
,,14000,97.39,0.0284,0.7879,5739.2627,1.90,0.2236,0.02265
,,15000,82.21,0.0298,0.7879,5739.2627,1.88,0.2348,0.02589
,,16000,73.92,0.0296,0.7879,5739.2627,1.88,0.2331,0.02712
