# DateTime,20170426_124947
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,336.02,1701.5650,0.1693,5739.2623,3.40,2880.2714,157.12661
,,3000,204.58,0.2838,0.7987,5739.2627,1.25,2.2668,0.15848
,,4000,204.58,0.1376,0.7993,5739.2626,1.29,1.1002,0.07692
,,5000,204.58,0.1094,0.7996,5739.2626,1.29,0.8747,0.06115
,,6000,204.58,0.0920,0.7998,5739.2626,1.28,0.7361,0.05147
,,7000,204.58,0.0777,0.8000,5739.2626,1.31,0.6215,0.04346
,,8000,204.37,0.0642,0.8002,5739.2626,1.31,0.5135,0.03592
,,9000,203.96,0.0573,0.8004,5739.2626,1.30,0.4587,0.03212
,,10000,203.54,0.0533,0.8005,5739.2626,1.29,0.4265,0.02989
,,11000,200.56,0.0455,0.8007,5739.2626,1.38,0.3642,0.02572
,,12000,200.16,0.0420,0.8008,5739.2626,1.46,0.3365,0.02379
,,13000,193.91,0.0390,0.8010,5739.2626,1.43,0.3120,0.02240
,,14000,190.29,0.0332,0.8011,5739.2626,1.50,0.2662,0.01930
,,15000,182.15,0.0318,0.8011,5739.2626,1.59,0.2549,0.01889
,,16000,177.40,0.0304,0.8012,5739.2626,1.60,0.2434,0.01827
