# DateTime,20170420_201853
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_PK
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_PK.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,200.76,0.3684,0.6395,6548.8039,2.27,2.3556,0.16625
,,3000,204.58,0.1129,0.6389,6548.8039,2.19,0.7216,0.05045
,,4000,204.58,0.0603,0.6387,6548.8040,1.01,0.3853,0.02694
,,5000,204.67,0.0406,0.6388,6548.8040,0.85,0.2595,0.01814
,,6000,204.67,0.0329,0.6388,6548.8040,0.88,0.2100,0.01468
,,7000,204.67,0.0315,0.6389,6548.8040,0.87,0.2016,0.01409
,,8000,204.71,0.0313,0.6389,6548.8040,0.88,0.2003,0.01400
,,9000,204.25,0.0275,0.6390,6548.8040,0.91,0.1760,0.01231
,,10000,204.42,0.0239,0.6390,6548.8040,0.89,0.1530,0.01070
,,11000,204.16,0.0215,0.6390,6548.8040,0.90,0.1374,0.00962
,,12000,204.16,0.0188,0.6390,6548.8040,0.90,0.1200,0.00840
,,13000,204.37,0.0187,0.6390,6548.8040,0.90,0.1197,0.00837
,,14000,202.35,0.0186,0.6390,6548.8040,1.02,0.1188,0.00835
,,15000,203.13,0.0183,0.6390,6548.8040,0.94,0.1169,0.00820
,,16000,199.76,0.0186,0.6390,6548.8040,1.02,0.1189,0.00841
