# DateTime,20170420_201413
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,211.60,0.6831,0.6814,7823.4000,2.61,4.6544,0.31997
,,3000,204.79,0.1096,0.6813,7823.4000,1.93,0.7466,0.05217
,,4000,204.58,0.0587,0.6811,7823.4001,1.41,0.3997,0.02794
,,5000,204.58,0.0420,0.6812,7823.4001,1.36,0.2860,0.01999
,,6000,204.58,0.0360,0.6812,7823.4001,1.32,0.2454,0.01716
,,7000,204.58,0.0305,0.6812,7823.4001,1.34,0.2081,0.01455
,,8000,203.58,0.0301,0.6813,7823.4000,1.38,0.2054,0.01439
,,9000,202.92,0.0269,0.6814,7823.4000,1.38,0.1834,0.01287
,,10000,200.88,0.0250,0.6814,7823.4000,1.39,0.1706,0.01204
,,11000,201.17,0.0219,0.6814,7823.4000,1.35,0.1493,0.01052
,,12000,194.59,0.0186,0.6815,7823.4000,1.46,0.1270,0.00910
,,13000,195.01,0.0185,0.6814,7823.4000,1.50,0.1260,0.00902
,,14000,183.05,0.0176,0.6814,7823.4000,1.56,0.1197,0.00885
,,15000,173.46,0.0180,0.6814,7823.4000,1.67,0.1227,0.00932
,,16000,164.93,0.0176,0.6814,7823.4000,1.73,0.1202,0.00936
