# DateTime,20170420_201722
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_BL
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_BL.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,199.76,0.3629,0.6387,6548.5149,2.78,2.3182,0.16402
,,3000,204.58,0.1182,0.6382,6548.5149,2.45,0.7540,0.05272
,,4000,204.71,0.0587,0.6381,6548.5150,1.19,0.3743,0.02616
,,5000,204.58,0.0404,0.6380,6548.5150,0.93,0.2578,0.01802
,,6000,204.58,0.0335,0.6381,6548.5150,0.93,0.2138,0.01495
,,7000,204.58,0.0313,0.6381,6548.5150,0.93,0.1997,0.01396
,,8000,204.58,0.0305,0.6382,6548.5150,0.95,0.1947,0.01361
,,9000,204.37,0.0282,0.6382,6548.5150,0.93,0.1802,0.01261
,,10000,204.21,0.0239,0.6383,6548.5150,0.95,0.1528,0.01069
,,11000,204.16,0.0210,0.6383,6548.5150,0.94,0.1338,0.00936
,,12000,203.75,0.0193,0.6383,6548.5150,0.96,0.1234,0.00864
,,13000,202.96,0.0194,0.6383,6548.5150,1.00,0.1235,0.00867
,,14000,202.76,0.0193,0.6383,6548.5150,1.00,0.1231,0.00864
,,15000,201.49,0.0192,0.6382,6548.5150,1.05,0.1227,0.00864
,,16000,200.20,0.0191,0.6382,6548.5150,1.11,0.1217,0.00860
