# DateTime,20170426_100341
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,344.59,795.7724,0.2997,5739.1888,3.42,2385.1307,128.48751
,,3000,62.29,0.2427,0.7869,5739.1893,1.79,1.9095,0.24193
,,4000,204.58,0.1404,0.7721,5739.1892,1.31,1.0840,0.07579
,,5000,204.58,0.1062,0.7723,5739.1892,1.25,0.8205,0.05736
,,6000,204.58,0.0927,0.7727,5739.1892,1.25,0.7161,0.05007
,,7000,204.58,0.0789,0.7729,5739.1892,1.28,0.6099,0.04264
,,8000,204.58,0.0607,0.7733,5739.1892,1.35,0.4693,0.03281
,,9000,204.37,0.0495,0.7735,5739.1892,1.31,0.3832,0.02681
,,10000,202.35,0.0468,0.7735,5739.1892,1.35,0.3617,0.02543
,,11000,201.33,0.0475,0.7735,5739.1892,1.38,0.3676,0.02591
,,12000,198.61,0.0469,0.7735,5739.1892,1.42,0.3626,0.02573
,,13000,195.77,0.0493,0.7736,5739.1892,1.40,0.3813,0.02725
,,14000,191.02,0.0473,0.7735,5739.1892,1.42,0.3659,0.02647
,,15000,181.82,0.0472,0.7735,5739.1892,1.54,0.3654,0.02710
,,16000,173.04,0.0480,0.7736,5739.1892,1.61,0.3710,0.02821
