# DateTime,20170420_202556
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_PK
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_PK.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,199.80,0.3666,0.6397,6548.8039,2.36,2.3452,0.16591
,,3000,204.62,0.1226,0.6390,6548.8039,2.44,0.7836,0.05478
,,4000,204.58,0.0563,0.6388,6548.8040,1.11,0.3598,0.02516
,,5000,204.54,0.0418,0.6388,6548.8040,0.87,0.2667,0.01865
,,6000,204.58,0.0331,0.6388,6548.8040,0.87,0.2114,0.01478
,,7000,204.58,0.0319,0.6388,6548.8040,0.91,0.2036,0.01423
,,8000,204.54,0.0325,0.6389,6548.8040,0.89,0.2074,0.01450
,,9000,204.16,0.0298,0.6390,6548.8040,0.89,0.1902,0.01331
,,10000,204.58,0.0256,0.6390,6548.8040,0.87,0.1638,0.01145
,,11000,204.37,0.0222,0.6390,6548.8040,0.85,0.1416,0.00990
,,12000,204.37,0.0192,0.6391,6548.8040,0.89,0.1229,0.00860
,,13000,203.54,0.0186,0.6391,6548.8040,0.91,0.1188,0.00833
,,14000,204.00,0.0178,0.6391,6548.8040,0.95,0.1140,0.00798
,,15000,202.55,0.0174,0.6390,6548.8040,0.97,0.1112,0.00781
,,16000,200.96,0.0178,0.6390,6548.8040,1.03,0.1141,0.00805
