# DateTime,20170420_202426
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_BL
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_BL.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,200.12,0.3818,0.6386,6548.5149,2.71,2.4382,0.17236
,,3000,204.58,0.1130,0.6382,6548.5149,2.12,0.7210,0.05041
,,4000,204.58,0.0590,0.6380,6548.5150,0.93,0.3767,0.02634
,,5000,204.58,0.0404,0.6380,6548.5150,0.89,0.2580,0.01803
,,6000,204.58,0.0336,0.6381,6548.5150,0.92,0.2144,0.01499
,,7000,204.37,0.0310,0.6381,6548.5150,0.92,0.1979,0.01384
,,8000,204.58,0.0329,0.6382,6548.5150,0.90,0.2103,0.01470
,,9000,204.58,0.0304,0.6383,6548.5150,0.90,0.1938,0.01355
,,10000,203.58,0.0267,0.6383,6548.5150,0.95,0.1704,0.01194
,,11000,203.96,0.0227,0.6383,6548.5150,0.93,0.1446,0.01013
,,12000,204.16,0.0204,0.6383,6548.5150,0.90,0.1303,0.00912
,,13000,202.92,0.0184,0.6383,6548.5150,0.95,0.1176,0.00826
,,14000,202.55,0.0186,0.6383,6548.5150,1.00,0.1190,0.00836
,,15000,203.38,0.0190,0.6383,6548.5150,1.01,0.1211,0.00849
,,16000,200.32,0.0178,0.6383,6548.5150,1.03,0.1137,0.00803
