# DateTime,20170420_202118
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HF_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,213.08,0.3882,0.6818,7823.4000,2.81,2.6466,0.18131
,,3000,204.79,0.1113,0.6813,7823.4000,1.94,0.7581,0.05298
,,4000,204.54,0.0589,0.6811,7823.4001,1.32,0.4010,0.02804
,,5000,204.58,0.0421,0.6812,7823.4001,1.31,0.2867,0.02004
,,6000,204.37,0.0338,0.6812,7823.4001,1.33,0.2306,0.01613
,,7000,204.33,0.0318,0.6812,7823.4000,1.37,0.2164,0.01514
,,8000,203.75,0.0284,0.6813,7823.4000,1.38,0.1935,0.01356
,,9000,203.96,0.0287,0.6814,7823.4000,1.35,0.1957,0.01370
,,10000,202.55,0.0265,0.6814,7823.4000,1.39,0.1802,0.01266
,,11000,197.43,0.0221,0.6815,7823.4000,1.46,0.1504,0.01071
,,12000,197.86,0.0195,0.6815,7823.4000,1.53,0.1326,0.00943
,,13000,189.11,0.0182,0.6815,7823.4000,1.56,0.1238,0.00900
,,14000,183.76,0.0179,0.6815,7823.4000,1.54,0.1219,0.00899
,,15000,170.85,0.0171,0.6815,7823.4000,1.66,0.1165,0.00891
,,16000,162.31,0.0172,0.6815,7823.4000,1.69,0.1173,0.00921
