# DateTime,20170424_104252
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,320.31,210.9781,0.3449,5739.1889,2.72,727.6314,40.65626
,,3000,204.54,0.2777,0.7718,5739.1892,1.22,2.1430,0.14984
,,4000,204.54,0.1778,0.7722,5739.1892,1.24,1.3728,0.09599
,,5000,204.54,0.1335,0.7724,5739.1892,1.29,1.0314,0.07212
,,6000,204.54,0.1120,0.7727,5739.1892,1.22,0.8657,0.06053
,,7000,204.58,0.1041,0.7730,5739.1892,1.19,0.8045,0.05625
,,8000,204.54,0.0898,0.7732,5739.1892,1.31,0.6943,0.04854
,,9000,204.54,0.0783,0.7735,5739.1892,1.28,0.6059,0.04237
,,10000,202.35,0.0672,0.7737,5739.1892,1.34,0.5201,0.03656
,,11000,201.37,0.0555,0.7739,5739.1892,1.35,0.4294,0.03026
,,12000,197.08,0.0402,0.7741,5739.1892,1.43,0.3115,0.02219
,,13000,193.54,0.0362,0.7742,5739.1892,1.45,0.2801,0.02013
,,14000,186.46,0.0349,0.7742,5739.1892,1.53,0.2701,0.01978
,,15000,181.36,0.0351,0.7742,5739.1892,1.63,0.2721,0.02021
,,16000,165.51,0.0335,0.7742,5739.1892,1.71,0.2595,0.02017
