# DateTime,20170424_104116
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,314.76,691.0306,0.2115,5739.2623,3.20,1461.5973,82.38279
,,3000,198.26,0.5857,0.7959,5739.2627,1.34,4.6613,0.33105
,,4000,204.58,0.1762,0.7959,5739.2626,1.26,1.4026,0.09806
,,5000,204.58,0.1364,0.7962,5739.2626,1.29,1.0858,0.07591
,,6000,204.54,0.1284,0.7966,5739.2626,1.32,1.0224,0.07149
,,7000,204.54,0.1090,0.7969,5739.2626,1.31,0.8684,0.06072
,,8000,204.16,0.0867,0.7971,5739.2626,1.32,0.6911,0.04837
,,9000,204.37,0.0819,0.7974,5739.2626,1.34,0.6529,0.04567
,,10000,203.38,0.0678,0.7977,5739.2626,1.34,0.5411,0.03794
,,11000,201.69,0.0558,0.7979,5739.2626,1.31,0.4453,0.03136
,,12000,197.36,0.0428,0.7981,5739.2626,1.46,0.3418,0.02433
,,13000,193.72,0.0373,0.7982,5739.2626,1.44,0.2973,0.02136
,,14000,183.96,0.0359,0.7982,5739.2626,1.57,0.2868,0.02114
,,15000,179.44,0.0353,0.7982,5739.2626,1.60,0.2820,0.02105
,,16000,172.21,0.0360,0.7982,5739.2626,1.66,0.2877,0.02192
