# DateTime,20170420_190305
# Description,Variation of ringdown statistics with threshold
# InstrumentName,AMADS2015_NH3_BL
# SchemeFile,C:\Picarro\G2000\InstrConfig\Schemes\NH3_BL.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,47809.1757812
# TUNER_SWEEP_RAMP_LOW_REGISTER,17726.8261719
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,45709.1757812
# TUNER_WINDOW_RAMP_LOW_REGISTER,19826.8261719
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,199.28,0.3697,0.6385,6548.5149,2.68,2.3606,0.16722
,,3000,204.58,0.1176,0.6381,6548.5149,2.28,0.7501,0.05245
,,4000,204.58,0.0623,0.6380,6548.5150,1.10,0.3974,0.02779
,,5000,204.58,0.0443,0.6380,6548.5150,0.91,0.2829,0.01978
,,6000,204.58,0.0345,0.6380,6548.5150,0.89,0.2201,0.01539
,,7000,204.58,0.0317,0.6381,6548.5150,0.89,0.2021,0.01413
,,8000,204.37,0.0282,0.6381,6548.5150,0.88,0.1798,0.01258
,,9000,204.58,0.0257,0.6381,6548.5150,0.86,0.1640,0.01146
,,10000,204.16,0.0242,0.6381,6548.5150,0.92,0.1542,0.01079
,,11000,204.37,0.0223,0.6381,6548.5150,0.91,0.1422,0.00995
,,12000,204.17,0.0205,0.6381,6548.5150,0.90,0.1311,0.00917
,,13000,203.33,0.0207,0.6381,6548.5150,0.96,0.1318,0.00924
,,14000,201.37,0.0212,0.6381,6548.5150,0.97,0.1354,0.00954
,,15000,202.14,0.0209,0.6381,6548.5150,0.99,0.1332,0.00937
,,16000,199.36,0.0207,0.6381,6548.5150,1.10,0.1318,0.00934
