# DateTime,20170420_091722
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_BL
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_baseline.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49450.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15893.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47350.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,17993.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,219.44,477.2126,0.6406,5739.2626,3.75,3057.1590,206.37537
,,3000,204.58,0.2414,0.7861,5739.2626,1.33,1.8972,0.13264
,,4000,204.58,0.1816,0.7864,5739.2626,1.29,1.4277,0.09982
,,5000,204.62,0.1319,0.7867,5739.2626,1.32,1.0376,0.07254
,,6000,204.58,0.1118,0.7870,5739.2626,1.37,0.8795,0.06149
,,7000,203.13,0.0858,0.7873,5739.2626,1.43,0.6752,0.04737
,,8000,198.41,0.0703,0.7875,5739.2626,1.46,0.5536,0.03930
,,9000,190.99,0.0568,0.7877,5739.2626,1.53,0.4470,0.03235
,,10000,180.41,0.0469,0.7879,5739.2626,1.66,0.3692,0.02749
,,11000,167.93,0.0420,0.7881,5739.2626,1.70,0.3313,0.02557
,,12000,151.63,0.0313,0.7882,5739.2626,1.78,0.2471,0.02006
,,13000,133.42,0.0296,0.7883,5739.2627,1.90,0.2332,0.02019
,,14000,122.06,0.0285,0.7883,5739.2627,1.86,0.2246,0.02033
,,15000,102.56,0.0287,0.7883,5739.2627,1.96,0.2262,0.02234
,,16000,87.70,0.0293,0.7883,5739.2627,1.88,0.2313,0.02470
