# DateTime,20170426_102031
# Description,Variation of ringdown statistics with threshold
# InstrumentName,SADS2020_HF_PK
# SchemeFile,C:\Picarro\G2000\AppConfig\Schemes\HCL_peak.sch
# TUNER_DITHER_MEDIAN_COUNT_REGISTER,9
# TUNER_SWEEP_DITHER_HIGH_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_DITHER_LOW_OFFSET_REGISTER,2100.0
# TUNER_SWEEP_RAMP_HIGH_REGISTER,49551.9023438
# TUNER_SWEEP_RAMP_LOW_REGISTER,15994.0976562
# TUNER_WINDOW_DITHER_HIGH_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_DITHER_LOW_OFFSET_REGISTER,1890.0
# TUNER_WINDOW_RAMP_HIGH_REGISTER,47451.9023438
# TUNER_WINDOW_RAMP_LOW_REGISTER,18094.0976562
# TWGEN_SLOPE_DOWN,37500
# TWGEN_SLOPE_UP,5000
# Units,,digU,rd/s,%,ppm/cm,cm^-1,MHz,ppb/cm,ppb/cm/sqrt(Hz)
# Titles,,Threshold,Rate,Shot-to-shot,Mean loss,Mean wavenumber,StdDev freq,StdDev loss,Sensitivity
,,2000,344.59,707.6174,0.2676,5739.1888,3.52,1893.8101,102.01997
,,3000,204.58,0.2239,0.7718,5739.1892,1.28,1.7283,0.12084
,,4000,204.58,0.1380,0.7721,5739.1892,1.21,1.0658,0.07452
,,5000,204.54,0.1055,0.7724,5739.1892,1.23,0.8146,0.05696
,,6000,204.54,0.0913,0.7726,5739.1892,1.27,0.7055,0.04933
,,7000,204.54,0.0714,0.7728,5739.1892,1.20,0.5520,0.03859
,,8000,204.54,0.0654,0.7731,5739.1892,1.29,0.5054,0.03534
,,9000,204.37,0.0597,0.7733,5739.1892,1.25,0.4615,0.03228
,,10000,203.33,0.0491,0.7735,5739.1892,1.26,0.3797,0.02663
,,11000,202.92,0.0415,0.7736,5739.1892,1.33,0.3211,0.02254
,,12000,199.00,0.0383,0.7737,5739.1892,1.36,0.2964,0.02101
,,13000,195.58,0.0373,0.7737,5739.1892,1.46,0.2884,0.02063
,,14000,186.15,0.0385,0.7737,5739.1892,1.51,0.2979,0.02183
,,15000,182.82,0.0373,0.7737,5739.1892,1.52,0.2882,0.02132
,,16000,174.55,0.0372,0.7737,5739.1892,1.63,0.2878,0.02178
